Energy (eV),n 10°,Dichroism 10°,Birefringence 10°,n 80°,Dichroism 80°,Birefringence 80°
263.6,"(np.complex128(0.001671780863162056+0.00023538396183852273j), np.complex128(0.0015455123102533425+0.00023538396183852276j))",-2.710505431213761e-20,0.00012626855290871352,"(np.complex128(0.0015455123102533425+0.00023538396183852276j), np.complex128(0.001671780863162056+0.00023538396183852276j))",0.0,-0.00012626855290871352
263.7,"(np.complex128(0.00166815345888489+0.0002350859418999992j), np.complex128(0.001541087136232512+0.00023508594189999922j))",-2.710505431213761e-20,0.00012706632265237802,"(np.complex128(0.001541087136232512+0.00023508594189999922j), np.complex128(0.00166815345888489+0.00023508594189999922j))",0.0,-0.00012706632265237802
263.8,"(np.complex128(0.0016645260546077263+0.0002347879219614758j), np.complex128(0.0015366619622116842+0.00023478792196147583j))",-2.710505431213761e-20,0.0001278640923960421,"(np.complex128(0.0015366619622116842+0.00023478792196147583j), np.complex128(0.0016645260546077263+0.00023478792196147583j))",0.0,-0.0001278640923960421
263.9,"(np.complex128(0.0016608986503305623+0.00023448990202295242j), np.complex128(0.0015322367881908563+0.00023448990202295245j))",-2.710505431213761e-20,0.00012866186213970595,"(np.complex128(0.0015322367881908563+0.00023448990202295245j), np.complex128(0.0016608986503305623+0.00023448990202295245j))",0.0,-0.00012866186213970595
264.0,"(np.complex128(0.001657225175611153+0.0002341971374978661j), np.complex128(0.0015277085526466255+0.00023419713749786613j))",-2.710505431213761e-20,0.0001295166229645275,"(np.complex128(0.0015277085526466255+0.00023419713749786613j), np.complex128(0.001657225175611153+0.00023419713749786613j))",0.0,-0.0001295166229645275
264.1,"(np.complex128(0.0016535183395370147+0.0002339081786169931j), np.complex128(0.001523105686344068+0.0002339081786169931j))",0.0,0.00013041265319294667,"(np.complex128(0.001523105686344068+0.0002339081786169931j), np.complex128(0.0016535183395370147+0.00023390817861699311j))",-2.710505431213761e-20,-0.00013041265319294667
264.2,"(np.complex128(0.0016498115034628785+0.0002336192197361202j), np.complex128(0.0015185028200415131+0.00023361921973612024j))",-2.710505431213761e-20,0.0001313086834213654,"(np.complex128(0.0015185028200415131+0.00023361921973612024j), np.complex128(0.0016498115034628785+0.00023361921973612024j))",0.0,-0.0001313086834213654
264.3,"(np.complex128(0.0016461046673887424+0.00023333026085524736j), np.complex128(0.0015138999537389582+0.00023333026085524736j))",0.0,0.00013220471364978415,"(np.complex128(0.0015138999537389582+0.00023333026085524736j), np.complex128(0.0016461046673887424+0.00023333026085524736j))",0.0,-0.00013220471364978415
264.4,"(np.complex128(0.001642397831314604+0.00023304130197437432j), np.complex128(0.0015092970874364007+0.00023304130197437432j))",0.0,0.00013310074387820332,"(np.complex128(0.0015092970874364007+0.00023304130197437432j), np.complex128(0.001642397831314604+0.00023304130197437435j))",-2.710505431213761e-20,-0.00013310074387820332
264.5,"(np.complex128(0.0016386909952404657+0.00023275234309350128j), np.complex128(0.0015046942211338432+0.0002327523430935013j))",-2.710505431213761e-20,0.0001339967741066225,"(np.complex128(0.0015046942211338432+0.0002327523430935013j), np.complex128(0.0016386909952404657+0.0002327523430935013j))",0.0,-0.0001339967741066225
264.6,"(np.complex128(0.0016349841591663296+0.00023246338421262843j), np.complex128(0.0015000913548312883+0.00023246338421262843j))",0.0,0.00013489280433504123,"(np.complex128(0.0015000913548312883+0.00023246338421262843j), np.complex128(0.0016349841591663296+0.00023246338421262846j))",-2.710505431213761e-20,-0.00013489280433504123
264.7,"(np.complex128(0.0016312773230921934+0.00023217442533175555j), np.complex128(0.0014954884885287334+0.00023217442533175555j))",0.0,0.00013578883456345997,"(np.complex128(0.0014954884885287334+0.00023217442533175555j), np.complex128(0.0016312773230921934+0.00023217442533175558j))",-2.710505431213761e-20,-0.00013578883456345997
264.8,"(np.complex128(0.001627570487018055+0.0002318854664508825j), np.complex128(0.001490885622226176+0.00023188546645088254j))",-2.710505431213761e-20,0.00013668486479187915,"(np.complex128(0.001490885622226176+0.00023188546645088254j), np.complex128(0.001627570487018055+0.00023188546645088256j))",-2.710505431213761e-20,-0.00013668486479187915
264.9,"(np.complex128(0.0016238636509439167+0.0002315965075700095j), np.complex128(0.0014862827559236184+0.0002315965075700095j))",0.0,0.00013758089502029832,"(np.complex128(0.0014862827559236184+0.0002315965075700095j), np.complex128(0.0016238636509439167+0.00023159650757000952j))",-2.710505431213761e-20,-0.00013758089502029832
265.0,"(np.complex128(0.0016201568148697806+0.00023130754868913662j), np.complex128(0.0014816798896210635+0.00023130754868913662j))",0.0,0.00013847692524871706,"(np.complex128(0.0014816798896210635+0.00023130754868913662j), np.complex128(0.0016201568148697806+0.00023130754868913665j))",-2.710505431213761e-20,-0.00013847692524871706
265.1,"(np.complex128(0.0016163689064118906+0.00023102214741704843j), np.complex128(0.0014768899206544224+0.00023102214741704843j))",0.0,0.00013947898575746823,"(np.complex128(0.0014768899206544224+0.00023102214741704846j), np.complex128(0.0016163689064118906+0.00023102214741704846j))",0.0,-0.00013947898575746823
265.2,"(np.complex128(0.0016125727343776922+0.00023073710876624122j), np.complex128(0.0014720808806173323+0.00023073710876624122j))",0.0,0.0001404918537603599,"(np.complex128(0.0014720808806173325+0.00023073710876624122j), np.complex128(0.0016125727343776922+0.00023073710876624122j))",0.0,-0.00014049185376035968
265.3,"(np.complex128(0.0016087765623434937+0.000230452070115434j), np.complex128(0.0014672718405802424+0.000230452070115434j))",0.0,0.00014150472176325136,"(np.complex128(0.0014672718405802424+0.000230452070115434j), np.complex128(0.0016087765623434937+0.00023045207011543402j))",-2.710505431213761e-20,-0.00014150472176325136
265.4,"(np.complex128(0.0016049803903092975+0.00023016703146462692j), np.complex128(0.001462462800543155+0.00023016703146462692j))",0.0,0.00014251758976614238,"(np.complex128(0.001462462800543155+0.00023016703146462692j), np.complex128(0.0016049803903092975+0.00023016703146462695j))",-2.710505431213761e-20,-0.00014251758976614238
265.5,"(np.complex128(0.0016011842182751012+0.00022988199281381985j), np.complex128(0.0014576537605060678+0.00022988199281381985j))",0.0,0.0001435304577690334,"(np.complex128(0.001457653760506068+0.00022988199281381987j), np.complex128(0.0016011842182751012+0.00022988199281381987j))",0.0,-0.00014353045776903319
265.6,"(np.complex128(0.001597388046240903+0.00022959695416301261j), np.complex128(0.0014528447204689779+0.00022959695416301261j))",0.0,0.00014454332577192508,"(np.complex128(0.0014528447204689779+0.00022959695416301264j), np.complex128(0.001597388046240903+0.00022959695416301264j))",0.0,-0.00014454332577192508
265.7,"(np.complex128(0.0015935918742067045+0.0002293119155122054j), np.complex128(0.0014480356804318878+0.0002293119155122054j))",0.0,0.00014555619377481675,"(np.complex128(0.001448035680431888+0.0002293119155122054j), np.complex128(0.0015935918742067045+0.0002293119155122054j))",0.0,-0.00014555619377481653
265.8,"(np.complex128(0.0015897957021725083+0.00022902687686139834j), np.complex128(0.0014432266403948005+0.00022902687686139834j))",0.0,0.00014656906177770777,"(np.complex128(0.0014432266403948007+0.00022902687686139836j), np.complex128(0.0015897957021725083+0.00022902687686139834j))",2.710505431213761e-20,-0.00014656906177770756
265.9,"(np.complex128(0.001585999530138312+0.00022874183821059127j), np.complex128(0.0014384176003577132+0.00022874183821059127j))",0.0,0.0001475819297805988,"(np.complex128(0.0014384176003577134+0.0002287418382105913j), np.complex128(0.001585999530138312+0.00022874183821059127j))",2.710505431213761e-20,-0.00014758192978059858
266.0,"(np.complex128(0.0015822033581041135+0.00022845679955978403j), np.complex128(0.0014336085603206233+0.00022845679955978403j))",0.0,0.00014859479778349025,"(np.complex128(0.0014336085603206235+0.00022845679955978406j), np.complex128(0.0015822033581041135+0.00022845679955978403j))",2.710505431213761e-20,-0.00014859479778349003
266.1,"(np.complex128(0.0015783827312192804+0.00022817266662722698j), np.complex128(0.0014287423788364652+0.00022817266662722698j))",0.0,0.00014964035238281513,"(np.complex128(0.0014287423788364654+0.000228172666627227j), np.complex128(0.0015783827312192804+0.00022817266662722698j))",2.710505431213761e-20,-0.00014964035238281491
266.2,"(np.complex128(0.0015744824959908895+0.00022789148209663356j), np.complex128(0.0014236901837054625+0.00022789148209663356j))",0.0,0.00015079231228542697,"(np.complex128(0.0014236901837054628+0.0002278914820966336j), np.complex128(0.0015744824959908895+0.00022789148209663356j))",2.710505431213761e-20,-0.00015079231228542675
266.3,"(np.complex128(0.0015705822607624987+0.00022761029756604014j), np.complex128(0.0014186379885744599+0.00022761029756604014j))",0.0,0.0001519442721880388,"(np.complex128(0.00141863798857446+0.00022761029756604017j), np.complex128(0.0015705822607624987+0.00022761029756604014j))",2.710505431213761e-20,-0.0001519442721880386
266.4,"(np.complex128(0.0015666820255341057+0.00022732911303544655j), np.complex128(0.0014135857934434544+0.00022732911303544655j))",0.0,0.0001530962320906513,"(np.complex128(0.0014135857934434544+0.00022732911303544658j), np.complex128(0.0015666820255341057+0.00022732911303544655j))",2.710505431213761e-20,-0.0001530962320906513
266.5,"(np.complex128(0.0015627817903057126+0.00022704792850485297j), np.complex128(0.0014085335983124486+0.00022704792850485297j))",0.0,0.000154248191993264,"(np.complex128(0.0014085335983124489+0.00022704792850485297j), np.complex128(0.0015627817903057126+0.00022704792850485297j))",0.0,-0.0001542481919932638
266.6,"(np.complex128(0.0015588815550773218+0.00022676674397425955j), np.complex128(0.001403481403181446+0.00022676674397425955j))",0.0,0.00015540015189587585,"(np.complex128(0.0014034814031814462+0.00022676674397425955j), np.complex128(0.0015588815550773218+0.00022676674397425955j))",0.0,-0.00015540015189587563
266.7,"(np.complex128(0.001554981319848931+0.00022648555944366613j), np.complex128(0.0013984292080504433+0.00022648555944366613j))",0.0,0.0001565521117984877,"(np.complex128(0.0013984292080504435+0.00022648555944366613j), np.complex128(0.001554981319848931+0.00022648555944366613j))",0.0,-0.00015655211179848747
266.8,"(np.complex128(0.001551081084620538+0.00022620437491307254j), np.complex128(0.0013933770129194378+0.00022620437491307254j))",0.0,0.00015770407170110018,"(np.complex128(0.0013933770129194378+0.00022620437491307254j), np.complex128(0.001551081084620538+0.00022620437491307254j))",0.0,-0.00015770407170110018
266.9,"(np.complex128(0.001547180849392145+0.00022592319038247896j), np.complex128(0.0013883248177884323+0.00022592319038247896j))",0.0,0.00015885603160371267,"(np.complex128(0.0013883248177884323+0.00022592319038247896j), np.complex128(0.001547180849392145+0.00022592319038247896j))",0.0,-0.00015885603160371267
267.0,"(np.complex128(0.001543280614163754+0.00022564200585188554j), np.complex128(0.0013832726226574296+0.00022564200585188554j))",0.0,0.00016000799150632451,"(np.complex128(0.0013832726226574296+0.00022564200585188554j), np.complex128(0.001543280614163754+0.00022564200585188554j))",0.0,-0.00016000799150632451
267.1,"(np.complex128(0.0015393803789353633+0.00022536082132129212j), np.complex128(0.001378220427526427+0.00022536082132129212j))",0.0,0.00016115995140893635,"(np.complex128(0.001378220427526427+0.00022536082132129212j), np.complex128(0.0015393803789353633+0.00022536082132129212j))",0.0,-0.00016115995140893635
267.2,"(np.complex128(0.0015354122092851314+0.00022508176830896305j), np.complex128(0.0013730062850744052+0.00022508176830896305j))",0.0,0.0001624059242107262,"(np.complex128(0.0013730062850744052+0.00022508176830896305j), np.complex128(0.0015354122092851314+0.00022508176830896305j))",0.0,-0.0001624059242107262
267.3,"(np.complex128(0.001531391201751245+0.00022480437314417316j), np.complex128(0.0013676661835949218+0.00022480437314417316j))",0.0,0.00016372501815632321,"(np.complex128(0.0013676661835949218+0.00022480437314417316j), np.complex128(0.001531391201751245+0.00022480437314417316j))",0.0,-0.00016372501815632321
267.4,"(np.complex128(0.0015273701942173608+0.00022452697797938341j), np.complex128(0.0013623260821154413+0.00022452697797938341j))",0.0,0.00016504411210191959,"(np.complex128(0.0013623260821154413+0.00022452697797938341j), np.complex128(0.0015273701942173608+0.00022452697797938341j))",0.0,-0.00016504411210191959
267.5,"(np.complex128(0.0015233491866834769+0.00022424958281459366j), np.complex128(0.001356985980635961+0.00022424958281459366j))",0.0,0.00016636320604751596,"(np.complex128(0.001356985980635961+0.00022424958281459366j), np.complex128(0.0015233491866834769+0.0002242495828145937j))",-2.710505431213761e-20,-0.00016636320604751596
267.6,"(np.complex128(0.0015193281791495903+0.00022397218764980378j), np.complex128(0.0013516458791564775+0.00022397218764980378j))",0.0,0.00016768229999311276,"(np.complex128(0.0013516458791564775+0.00022397218764980378j), np.complex128(0.0015193281791495903+0.00022397218764980378j))",0.0,-0.00016768229999311276
267.7,"(np.complex128(0.0015153071716157039+0.00022369479248501387j), np.complex128(0.0013463057776769939+0.00022369479248501387j))",0.0,0.00016900139393871,"(np.complex128(0.0013463057776769939+0.00022369479248501387j), np.complex128(0.0015153071716157039+0.0002236947924850139j))",-2.710505431213761e-20,-0.00016900139393871
267.8,"(np.complex128(0.0015112861640818197+0.00022341739732022412j), np.complex128(0.0013409656761975135+0.00022341739732022412j))",0.0,0.00017032048788430615,"(np.complex128(0.0013409656761975135+0.00022341739732022412j), np.complex128(0.0015112861640818197+0.00022341739732022414j))",-2.710505431213761e-20,-0.00017032048788430615
267.9,"(np.complex128(0.0015072651565479357+0.0002231400021554344j), np.complex128(0.001335625574718033+0.0002231400021554344j))",0.0,0.00017163958182990274,"(np.complex128(0.001335625574718033+0.0002231400021554344j), np.complex128(0.0015072651565479357+0.0002231400021554344j))",0.0,-0.00017163958182990274
268.0,"(np.complex128(0.001503244149014049+0.00022286260699064448j), np.complex128(0.0013302854732385495+0.00022286260699064448j))",0.0,0.00017295867577549954,"(np.complex128(0.0013302854732385495+0.00022286260699064448j), np.complex128(0.001503244149014049+0.0002228626069906445j))",-2.710505431213761e-20,-0.00017295867577549954
268.1,"(np.complex128(0.0014992231414801627+0.0002225852118258546j), np.complex128(0.0013249453717590661+0.0002225852118258546j))",0.0,0.00017427776972109657,"(np.complex128(0.0013249453717590661+0.0002225852118258546j), np.complex128(0.0014992231414801627+0.00022258521182585462j))",-2.710505431213761e-20,-0.00017427776972109657
268.2,"(np.complex128(0.0014952021339462785+0.00022230781666106485j), np.complex128(0.0013196052702795856+0.00022230781666106485j))",0.0,0.00017559686366669294,"(np.complex128(0.0013196052702795856+0.00022230781666106485j), np.complex128(0.0014952021339462785+0.00022230781666106487j))",-2.710505431213761e-20,-0.00017559686366669294
268.3,"(np.complex128(0.001491061097971163+0.00022203788200080365j), np.complex128(0.0013140422978613424+0.00022203711286807994j))",7.691327237103508e-10,0.00017701880010982055,"(np.complex128(0.0013140422978613424+0.00022203711286807994j), np.complex128(0.001491061097971163+0.00022203788200080368j))",-7.691327237374559e-10,-0.00017701880010982055
268.4,"(np.complex128(0.0014869052270201609+0.0002217688694253718j), np.complex128(0.0013084517795967292+0.00022176723609857647j))",1.6333267953199879e-09,0.0001784534474234317,"(np.complex128(0.0013084517795967292+0.00022176723609857647j), np.complex128(0.001486905227020161+0.00022176886942537182j))",-1.633326795347093e-09,-0.00017845344742343193
268.5,"(np.complex128(0.001482749356069159+0.00022149985684993993j), np.complex128(0.0013028612613321159+0.000221497359329073j))",2.497520866929625e-09,0.0001798880947370431,"(np.complex128(0.0013028612613321159+0.000221497359329073j), np.complex128(0.001482749356069159+0.00022149985684993993j))",-2.497520866929625e-09,-0.0001798880947370431
268.6,"(np.complex128(0.0014785934851181592+0.0002212308442745082j), np.complex128(0.0012972707430675059+0.00022122748255956967j))",3.361714938539262e-09,0.00018132274205065338,"(np.complex128(0.0012972707430675059+0.00022122748255956967j), np.complex128(0.0014785934851181595+0.0002212308442745082j))",-3.361714938539262e-09,-0.0001813227420506536
268.7,"(np.complex128(0.0014744376141671595+0.00022096183169907649j), np.complex128(0.0012916802248028958+0.00022095760579006636j))",4.225909010121794e-09,0.00018275738936426368,"(np.complex128(0.0012916802248028958+0.00022095760579006636j), np.complex128(0.0014744376141671597+0.00022096183169907649j))",-4.225909010121794e-09,-0.0001827573893642639
268.8,"(np.complex128(0.0014702790651555315+0.00022069284505215323j), np.complex128(0.0012860035709027742+0.00022068856297052843j))",4.2820816248043386e-09,0.00018427549425275723,"(np.complex128(0.0012860035709027742+0.00022068856297052843j), np.complex128(0.0014702790651555315+0.00022069284505215323j))",-4.2820816248043386e-09,-0.00018427549425275723
268.9,"(np.complex128(0.0014661174657326019+0.00022042388793877185j), np.complex128(0.001280228805289476+0.00022042047005121866j))",3.4178875531947015e-09,0.0001858886604431259,"(np.complex128(0.001280228805289476+0.00022042047005121866j), np.complex128(0.0014661174657326019+0.00022042388793877188j))",-3.4178875532218066e-09,-0.0001858886604431259
269.0,"(np.complex128(0.0014619558663096746+0.00022015493082539064j), np.complex128(0.001274454039676181+0.00022015237713190905j))",2.5536934815850645e-09,0.00018750182663349372,"(np.complex128(0.001274454039676181+0.00022015237713190905j), np.complex128(0.0014619558663096746+0.00022015493082539066j))",-2.5536934816121695e-09,-0.00018750182663349372
269.1,"(np.complex128(0.0014577942668867474+0.00021988597371200942j), np.complex128(0.0012686792740628859+0.00021988428421259944j))",1.6894994099754274e-09,0.00018911499282386153,"(np.complex128(0.001268679274062886+0.00021988428421259944j), np.complex128(0.0014577942668867474+0.00021988597371200945j))",-1.6894994100025325e-09,-0.0001891149928238613
269.2,"(np.complex128(0.0014536326674638178+0.00021961701659862807j), np.complex128(0.0012629045084495876+0.00021961619129328967j))",8.253053383928954e-10,0.0001907281590142302,"(np.complex128(0.0012629045084495878+0.00021961619129328967j), np.complex128(0.0014536326674638178+0.0002196170165986281j))",-8.253053384200005e-10,-0.00019072815901423
269.3,"(np.complex128(0.0014494642211782807+0.0002193482211469102j), np.complex128(0.0012571203694135237+0.00021934818291506495j))",3.8231845261253034e-11,0.00019234385176475702,"(np.complex128(0.0012571203694135239+0.00021934818291506495j), np.complex128(0.001449464221178281+0.00021934822114691023j))",-3.823184528835809e-11,-0.00019234385176475702
269.4,"(np.complex128(0.0014451504692529304+0.00021908285651494152j), np.complex128(0.001251137305516499+0.00021908196868653445j))",8.878284070651474e-10,0.00019401316373643136,"(np.complex128(0.0012511373055164993+0.00021908196868653445j), np.complex128(0.0014451504692529304+0.00021908285651494155j))",-8.878284070922525e-10,-0.00019401316373643114
269.5,"(np.complex128(0.0014408367173275802+0.00021881749188297283j), np.complex128(0.0012451542416194747+0.000218815754458004j))",1.7374249688419368e-09,0.00019568247570810548,"(np.complex128(0.001245154241619475+0.000218815754458004j), np.complex128(0.0014408367173275802+0.00021881749188297286j))",-1.7374249688690419e-09,-0.00019568247570810526
269.6,"(np.complex128(0.0014365229654022273+0.000218552127251004j), np.complex128(0.0012391711777224469+0.00021854954022947334j))",2.5870215306729363e-09,0.00019735178767978047,"(np.complex128(0.0012391711777224469+0.00021854954022947334j), np.complex128(0.0014365229654022275+0.000218552127251004j))",-2.5870215306729363e-09,-0.00019735178767978068
269.7,"(np.complex128(0.0014322092134768747+0.00021828676261903516j), np.complex128(0.001233188113825419+0.0002182833260009427j))",3.4366180924497256e-09,0.00019902109965145567,"(np.complex128(0.001233188113825419+0.0002182833260009427j), np.complex128(0.0014322092134768747+0.00021828676261903516j))",-3.4366180924497256e-09,-0.00019902109965145567
269.8,"(np.complex128(0.0014278954615515242+0.00021802139798706647j), np.complex128(0.0012272050499283946+0.00021801711177241222j))",4.28621465425362e-09,0.00020069041162312957,"(np.complex128(0.0012272050499283946+0.00021801711177241222j), np.complex128(0.0014278954615515244+0.00021802139798706647j))",-4.28621465425362e-09,-0.0002006904116231298
269.9,"(np.complex128(0.001423577360061696+0.00021775606729704404j), np.complex128(0.001221082089086231+0.0002177519892335474j))",4.078063496647851e-09,0.00020249527097546496,"(np.complex128(0.001221082089086231+0.0002177519892335474j), np.complex128(0.0014235773600616963+0.00021775606729704404j))",-4.078063496647851e-09,-0.00020249527097546518
270.0,"(np.complex128(0.0014192566208841698+0.00021749075719029005j), np.complex128(0.0012148742911407826+0.0002174875287233552j))",3.2284669348439567e-09,0.00020438232974338724,"(np.complex128(0.0012148742911407826+0.0002174875287233552j), np.complex128(0.0014192566208841698+0.00021749075719029005j))",-3.2284669348439567e-09,-0.00020438232974338724
270.1,"(np.complex128(0.0014149358817066434+0.00021722544708353605j), np.complex128(0.0012086664931953341+0.00021722306821316301j))",2.3788703730400623e-09,0.0002062693885113093,"(np.complex128(0.0012086664931953341+0.00021722306821316301j), np.complex128(0.0014149358817066437+0.00021722544708353605j))",-2.3788703730400623e-09,-0.00020626938851130952
270.2,"(np.complex128(0.0014106151425291196+0.0002169601369767822j), np.complex128(0.0012024586952498893+0.00021695860770297096j))",1.529273811236168e-09,0.00020815644727923029,"(np.complex128(0.0012024586952498893+0.00021695860770297096j), np.complex128(0.0014106151425291198+0.0002169601369767822j))",-1.529273811236168e-09,-0.0002081564472792305
270.3,"(np.complex128(0.0014062944033515958+0.00021669482687002836j), np.complex128(0.0011962508973044443+0.0002166941471927789j))",6.796772494593786e-10,0.00021004350604715148,"(np.complex128(0.0011962508973044443+0.0002166941471927789j), np.complex128(0.001406294403351596+0.00021669482687002836j))",-6.796772494593786e-10,-0.0002100435060471517
270.4,"(np.complex128(0.001401938017340012+0.0002164302231455429j), np.complex128(0.0011899923486096665+0.00021643005608576758j))",1.6705977532870293e-10,0.00021194566873034546,"(np.complex128(0.0011899923486096665+0.00021643005608576758j), np.complex128(0.001401938017340012+0.0002164302231455429j))",-1.6705977532870293e-10,-0.00021194566873034546
270.5,"(np.complex128(0.001397439043992187+0.00021616844495013187j), np.complex128(0.0011835307969175557+0.0002161674425914799j))",1.0023586519722176e-09,0.00021390824707463122,"(np.complex128(0.0011835307969175557+0.0002161674425914799j), np.complex128(0.001397439043992187+0.00021616844495013187j))",-1.0023586519722176e-09,-0.00021390824707463122
270.6,"(np.complex128(0.0013929400706443646+0.000215906666754721j), np.complex128(0.0011770692452254489+0.00021590482909719235j))",1.8376575286428373e-09,0.00021587082541891568,"(np.complex128(0.0011770692452254489+0.00021590482909719237j), np.complex128(0.0013929400706443646+0.000215906666754721j))",-1.8376575286157323e-09,-0.00021587082541891568
270.7,"(np.complex128(0.001388441097296542+0.00021564488855931009j), np.complex128(0.0011706076935333418+0.0002156422156029048j))",2.672956405286352e-09,0.00021783340376320013,"(np.complex128(0.0011706076935333418+0.00021564221560290483j), np.complex128(0.001388441097296542+0.00021564488855931009j))",-2.672956405259247e-09,-0.00021783340376320013
270.8,"(np.complex128(0.001383942123948717+0.00021538311036389904j), np.complex128(0.0011641461418412313+0.00021537960210861711j))",3.5082552819298667e-09,0.00021979598210748567,"(np.complex128(0.0011641461418412313+0.00021537960210861714j), np.complex128(0.001383942123948717+0.00021538311036389904j))",-3.5082552819027616e-09,-0.00021979598210748567
270.9,"(np.complex128(0.001379443150600892+0.000215121332168488j), np.complex128(0.0011576845901491205+0.00021511698861432943j))",4.343554158573381e-09,0.00022175856045177143,"(np.complex128(0.0011576845901491205+0.00021511698861432946j), np.complex128(0.001379443150600892+0.000215121332168488j))",-4.343554158546276e-09,-0.00022175856045177143
271.0,"(np.complex128(0.0013749375157441008+0.00021485959565300264j), np.complex128(0.0011510087814297913+0.00021485571568972058j))",3.879963282057237e-09,0.00022392873431430942,"(np.complex128(0.0011510087814297913+0.0002148557156897206j), np.complex128(0.0013749375157441008+0.00021485959565300264j))",-3.879963282030132e-09,-0.00022392873431430942
271.1,"(np.complex128(0.0013704299745390836+0.000214597871065213j), np.complex128(0.0011442716579984876+0.0002145948264008076j))",3.0446644054137224e-09,0.000226158316540596,"(np.complex128(0.0011442716579984876+0.00021459482640080762j), np.complex128(0.0013704299745390836+0.000214597871065213j))",-3.0446644053866174e-09,-0.000226158316540596
271.2,"(np.complex128(0.0013659224333340638+0.0002143361464774232j), np.complex128(0.0011375345345671802+0.00021433393711189447j))",2.2093655287431027e-09,0.00022838789876688365,"(np.complex128(0.0011375345345671802+0.00021433393711189447j), np.complex128(0.0013659224333340638+0.0002143361464774232j))",-2.2093655287431027e-09,-0.00022838789876688365
271.3,"(np.complex128(0.0013614148921290443+0.00021407442188963344j), np.complex128(0.0011307974111358728+0.00021407304782298134j))",1.374066652099588e-09,0.00023061748099317153,"(np.complex128(0.0011307974111358728+0.00021407304782298134j), np.complex128(0.0013614148921290443+0.00021407442188963344j))",-1.374066652099588e-09,-0.00023061748099317153
271.4,"(np.complex128(0.0013569073509240271+0.0002138126973018438j), np.complex128(0.001124060287704569+0.00021381215853406835j))",5.387677754560734e-10,0.0002328470632194581,"(np.complex128(0.001124060287704569+0.00021381215853406835j), np.complex128(0.0013569073509240271+0.0002138126973018438j))",-5.387677754560734e-10,-0.0002328470632194581
271.5,"(np.complex128(0.0013523254957505666+0.0002135522054810138j), np.complex128(0.001117212021201232+0.000213551913921737j))",2.915592767758525e-10,0.00023511347454933463,"(np.complex128(0.001117212021201232+0.000213551913921737j), np.complex128(0.0013523254957505666+0.0002135522054810138j))",-2.915592767758525e-10,-0.00023511347454933463
271.6,"(np.complex128(0.0013476086194231633+0.00021329395347620896j), np.complex128(0.001110161818693763+0.00021329284062319474j))",1.1128530142214856e-09,0.0002374468007294002,"(np.complex128(0.001110161818693763+0.00021329284062319474j), np.complex128(0.0013476086194231635+0.00021329395347620896j))",-1.1128530142214856e-09,-0.00023744680072940042
271.7,"(np.complex128(0.0013428917430957602+0.0002130357014714041j), np.complex128(0.001103111616186294+0.00021303376732465244j))",1.9341467516671186e-09,0.0002397801269094662,"(np.complex128(0.001103111616186294+0.00021303376732465244j), np.complex128(0.0013428917430957604+0.00021303570147140414j))",-1.9341467516942237e-09,-0.00023978012690946643
271.8,"(np.complex128(0.0013381748667683597+0.00021277744946659945j), np.complex128(0.001096061413678829+0.00021277469402611034j))",2.7554404891127517e-09,0.0002421134530895307,"(np.complex128(0.001096061413678829+0.00021277469402611034j), np.complex128(0.00133817486676836+0.00021277744946659945j))",-2.7554404891127517e-09,-0.00024211345308953092
271.9,"(np.complex128(0.0013334579904409592+0.00021251919746179476j), np.complex128(0.0010890112111713642+0.0002125156207275682j))",3.5767342265583847e-09,0.000244446779269595,"(np.complex128(0.0010890112111713642+0.0002125156207275682j), np.complex128(0.0013334579904409594+0.00021251919746179476j))",-3.5767342265583847e-09,-0.0002444467792695952
272.0,"(np.complex128(0.001328741114113556+0.0002122609454569899j), np.complex128(0.0010819610086638951+0.0002122565474290259j))",4.398027964004018e-09,0.000246780105449661,"(np.complex128(0.0010819610086638951+0.0002122565474290259j), np.complex128(0.0013287411141135563+0.00021226094545698994j))",-4.398027964031123e-09,-0.0002467801054496612
272.1,"(np.complex128(0.0013240142655940171+0.00021200274260314354j), np.complex128(0.001074590066178146+0.00021199905499426241j))",3.687608881122219e-09,0.00024942419941587123,"(np.complex128(0.001074590066178146+0.00021199905499426241j), np.complex128(0.0013240142655940174+0.00021200274260314356j))",-3.687608881149324e-09,-0.00024942419941587145
272.2,"(np.complex128(0.0013192866952267924+0.00021174454330714147j), np.complex128(0.0010671959065894107+0.0002117416769919978j))",2.8663151436765857e-09,0.0002520907886373817,"(np.complex128(0.0010671959065894107+0.0002117416769919978j), np.complex128(0.0013192866952267926+0.0002117445433071415j))",-2.866315143703691e-09,-0.0002520907886373819
272.3,"(np.complex128(0.0013145591248595679+0.0002114863440111394j), np.complex128(0.0010598017470006757+0.00021148429898973318j))",2.0450214062309527e-09,0.00025475737785889217,"(np.complex128(0.0010598017470006757+0.00021148429898973318j), np.complex128(0.0013145591248595679+0.00021148634401113944j))",-2.0450214062580577e-09,-0.00025475737785889217
272.4,"(np.complex128(0.0013098315544923405+0.00021122814471513722j), np.complex128(0.0010524075874119364+0.0002112269209874684j))",1.2237276688124247e-09,0.00025742396708040415,"(np.complex128(0.0010524075874119364+0.0002112269209874684j), np.complex128(0.0013098315544923405+0.00021122814471513722j))",-1.2237276688124247e-09,-0.00025742396708040415
