Energy (eV),n 10°,Dichroism 10°,Birefringence 10°,n 80°,Dichroism 80°,Birefringence 80°
287.4,"(np.complex128(-0.00016583337111963342+0.0008298615143827406j), np.complex128(0.0026777050721002956+0.002388862085935266j))",-0.0015590005715525254,-0.002843538443219929,"(np.complex128(0.0026777050721002956+0.002388862085935266j), np.complex128(-0.00016583337111963334+0.0008298615143827406j))",0.0015590005715525254,0.002843538443219929
287.5,"(np.complex128(-0.00017893574355932118+0.0008336042262927227j), np.complex128(0.002420376975587607+0.00208039764214161j))",-0.0012467934158488874,-0.002599312719146928,"(np.complex128(0.002420376975587607+0.00208039764214161j), np.complex128(-0.0001789357435593211+0.0008336042262927228j))",0.0012467934158488874,0.002599312719146928
287.6,"(np.complex128(-0.00018637118147103615+0.0008539712508644469j), np.complex128(0.0021333526359862327+0.0019114584483914396j))",-0.0010574871975269928,-0.0023197238174572686,"(np.complex128(0.0021333526359862327+0.0019114584483914396j), np.complex128(-0.00018637118147103607+0.0008539712508644469j))",0.0010574871975269928,0.0023197238174572686
287.7,"(np.complex128(-0.00018195515178353046+0.0008716184125475329j), np.complex128(0.0018704399358339227+0.0018509624798114552j))",-0.0009793440672639223,-0.002052395087617453,"(np.complex128(0.0018704399358339227+0.0018509624798114554j), np.complex128(-0.0001819551517835304+0.000871618412547533j))",0.0009793440672639223,0.002052395087617453
287.8,"(np.complex128(-0.00017245361869813012+0.0008801215927222044j), np.complex128(0.0016473979035406632+0.001843319178236117j))",-0.0009631975855139126,-0.0018198515222387934,"(np.complex128(0.0016473979035406632+0.001843319178236117j), np.complex128(-0.00017245361869813007+0.0008801215927222044j))",0.0009631975855139126,0.0018198515222387932
287.9,"(np.complex128(-0.00016574466388967265+0.0008769448857869504j), np.complex128(0.0014493764136208093+0.0018602326658661555j))",-0.000983287780079205,-0.001615121077510482,"(np.complex128(0.0014493764136208093+0.0018602326658661555j), np.complex128(-0.00016574466388967262+0.0008769448857869505j))",0.000983287780079205,0.001615121077510482
288.0,"(np.complex128(-0.00016877600430306017+0.0008661733281115759j), np.complex128(0.0012567341222717516+0.0019006369656842366j))",-0.0010344636375726607,-0.0014255101265748117,"(np.complex128(0.0012567341222717516+0.0019006369656842366j), np.complex128(-0.00016877600430306012+0.0008661733281115759j))",0.0010344636375726607,0.0014255101265748117
288.1,"(np.complex128(-0.00018664617831281672+0.0008531827865051989j), np.complex128(0.0010643513880934628+0.001982193096662675j))",-0.001129010310157476,-0.0012509975664062795,"(np.complex128(0.0010643513880934628+0.001982193096662675j), np.complex128(-0.0001866461783128167+0.000853182786505199j))",0.0011290103101574758,0.0012509975664062795
288.2,"(np.complex128(-0.00021592181505881712+0.0008526013026937284j), np.complex128(0.0008845369676724536+0.002117248689015064j))",-0.0012646473863213359,-0.0011004587827312708,"(np.complex128(0.0008845369676724536+0.002117248689015064j), np.complex128(-0.0002159218150588171+0.0008526013026937285j))",0.0012646473863213356,0.0011004587827312708
288.3,"(np.complex128(-0.00024849334101659264+0.0008638274254794977j), np.complex128(0.0007391601828983205+0.0023183235034342194j))",-0.0014544960779547217,-0.0009876535239149132,"(np.complex128(0.0007391601828983205+0.0023183235034342194j), np.complex128(-0.0002484933410165926+0.0008638274254794978j))",0.0014544960779547217,0.000987653523914913
288.4,"(np.complex128(-0.0002795853385918403+0.0008876987704985161j), np.complex128(0.0006639627348114124+0.002574144614609057j))",-0.0016864458441105405,-0.0009435480734032527,"(np.complex128(0.0006639627348114124+0.002574144614609057j), np.complex128(-0.0002795853385918403+0.0008876987704985161j))",0.0016864458441105405,0.0009435480734032527
288.5,"(np.complex128(-0.00029887230507177735+0.0009259811256156417j), np.complex128(0.0006778372278454121+0.0028457588832958396j))",-0.0019197777576801978,-0.0009767095329171894,"(np.complex128(0.0006778372278454121+0.0028457588832958396j), np.complex128(-0.00029887230507177735+0.0009259811256156418j))",0.0019197777576801978,0.0009767095329171894
288.6,"(np.complex128(-0.0003025715559628461+0.0009614718067689685j), np.complex128(0.0007842165052803426+0.003102003429468868j))",-0.0021405316226998997,-0.0010867880612431887,"(np.complex128(0.0007842165052803426+0.003102003429468868j), np.complex128(-0.0003025715559628461+0.0009614718067689686j))",0.0021405316226998992,0.0010867880612431887
288.7,"(np.complex128(-0.000293900659749523+0.0009912838814170012j), np.complex128(0.000966072953413106+0.0032972828260468766j))",-0.0023059989446298753,-0.001259973613162629,"(np.complex128(0.0009660729534131058+0.0032972828260468766j), np.complex128(-0.00029390065974952296+0.0009912838814170012j))",0.0023059989446298753,0.001259973613162629
288.8,"(np.complex128(-0.00027836093729162887+0.001004502291681786j), np.complex128(0.0011870412270092385+0.003410597477553127j))",-0.002406095185871341,-0.0014654021643008674,"(np.complex128(0.0011870412270092385+0.0034105974775531273j), np.complex128(-0.0002783609372916288+0.001004502291681786j))",0.0024060951858713413,0.0014654021643008674
288.9,"(np.complex128(-0.00026609758808150984+0.0010017025367347063j), np.complex128(0.0014072753488452148+0.0034406579299849326j))",-0.0024389553932502262,-0.0016733729369267246,"(np.complex128(0.0014072753488452148+0.0034406579299849326j), np.complex128(-0.00026609758808150984+0.0010017025367347063j))",0.0024389553932502262,0.0016733729369267246
289.0,"(np.complex128(-0.00026477285367790477+0.0009864135821619918j), np.complex128(0.001593598346284934+0.0034092444335215486j))",-0.0024228308513595566,-0.0018583711999628388,"(np.complex128(0.001593598346284934+0.0034092444335215486j), np.complex128(-0.0002647728536779047+0.000986413582161992j))",0.0024228308513595566,0.0018583711999628388
289.1,"(np.complex128(-0.00027783896903941846+0.0009668274961338606j), np.complex128(0.0017320976487652736+0.0033490708374852565j))",-0.002382243341351396,-0.0020099366178046923,"(np.complex128(0.0017320976487652736+0.003349070837485257j), np.complex128(-0.0002778389690394184+0.0009668274961338607j))",0.002382243341351396,0.002009936617804692
289.2,"(np.complex128(-0.00030494465063267363+0.0009483913331501812j), np.complex128(0.0018290179054851483+0.0032934024808662643j))",-0.002345011147716083,-0.002133962556117822,"(np.complex128(0.0018290179054851483+0.0032934024808662643j), np.complex128(-0.0003049446506326736+0.0009483913331501813j))",0.002345011147716083,0.002133962556117822
289.3,"(np.complex128(-0.0003430280607908705+0.0009368987785174989j), np.complex128(0.0019080953398185629+0.0032613361109571307j))",-0.0023244373324396318,-0.0022511234006094335,"(np.complex128(0.0019080953398185629+0.0032613361109571307j), np.complex128(-0.00034302806079087043+0.000936898778517499j))",0.0023244373324396318,0.0022511234006094335
289.4,"(np.complex128(-0.0003873286384252462+0.0009330427351113248j), np.complex128(0.0019947925843753285+0.0032482016025505473j))",-0.0023151588674392223,-0.002382121222800575,"(np.complex128(0.0019947925843753285+0.0032482016025505473j), np.complex128(-0.00038732863842524614+0.0009330427351113249j))",0.0023151588674392223,0.0023821212228005745
289.5,"(np.complex128(-0.0004357740873056997+0.0009341708326442773j), np.complex128(0.0021053749964041663+0.0032378417282825705j))",-0.0023036708956382934,-0.0025411490837098662,"(np.complex128(0.0021053749964041663+0.0032378417282825705j), np.complex128(-0.00043577408730569966+0.0009341708326442774j))",0.002303670895638293,0.002541149083709866
289.6,"(np.complex128(-0.0004905781106729742+0.0009371487243910012j), np.complex128(0.002239030795271936+0.003203894794927293j))",-0.0022667460705362917,-0.00272960890594491,"(np.complex128(0.002239030795271936+0.003203894794927293j), np.complex128(-0.0004905781106729742+0.0009371487243910013j))",0.0022667460705362917,0.00272960890594491
289.7,"(np.complex128(-0.0005596046853255312+0.0009427652981617978j), np.complex128(0.002382411628181684+0.003133335342931956j))",-0.0021905700447701583,-0.002942016313507215,"(np.complex128(0.002382411628181684+0.003133335342931956j), np.complex128(-0.0005596046853255311+0.0009427652981617979j))",0.0021905700447701583,0.002942016313507215
289.8,"(np.complex128(-0.00064109376776064+0.0009705059745505253j), np.complex128(0.00251301401023629+0.0030105487256507097j))",-0.0020400427511001844,-0.00315410777799693,"(np.complex128(0.00251301401023629+0.0030105487256507097j), np.complex128(-0.0006410937677606399+0.0009705059745505254j))",0.0020400427511001844,0.00315410777799693
289.9,"(np.complex128(-0.0007220807474347152+0.0010194842653484697j), np.complex128(0.002602824645556599+0.0028583292786468974j))",-0.0018388450132984277,-0.0033249053929913144,"(np.complex128(0.002602824645556599+0.0028583292786468974j), np.complex128(-0.0007220807474347151+0.0010194842653484697j))",0.0018388450132984277,0.0033249053929913144
290.0,"(np.complex128(-0.0008096380333511919+0.0010801851727701105j), np.complex128(0.0026704409055653125+0.0027115994010907763j))",-0.0016314142283206658,-0.0034800789389165046,"(np.complex128(0.0026704409055653125+0.0027115994010907763j), np.complex128(-0.0008096380333511919+0.0010801851727701107j))",0.0016314142283206656,0.0034800789389165046
290.1,"(np.complex128(-0.0008774545544703408+0.0011952734240642923j), np.complex128(0.0026903568170597724+0.0025132333180745837j))",-0.0013179598940102914,-0.0035678113715301133,"(np.complex128(0.0026903568170597724+0.0025132333180745837j), np.complex128(-0.0008774545544703408+0.0011952734240642923j))",0.0013179598940102914,0.0035678113715301133
290.2,"(np.complex128(-0.0009131299207059193+0.0013026284315704128j), np.complex128(0.002665676469673398+0.0023658482695805933j))",-0.0010632198380101806,-0.0035788063903793173,"(np.complex128(0.002665676469673398+0.0023658482695805933j), np.complex128(-0.0009131299207059192+0.0013026284315704128j))",0.0010632198380101806,0.003578806390379317
290.3,"(np.complex128(-0.0009219905801646237+0.0014224352214555756j), np.complex128(0.002612813109149971+0.0022052437680307887j))",-0.0007828085465752131,-0.0035348036893145945,"(np.complex128(0.002612813109149971+0.0022052437680307887j), np.complex128(-0.0009219905801646237+0.0014224352214555758j))",0.0007828085465752129,0.0035348036893145945
290.4,"(np.complex128(-0.0009102326419977109+0.0015154948331027108j), np.complex128(0.002525400499180201+0.0020874196103208547j))",-0.0005719247772181439,-0.0034356331411779122,"(np.complex128(0.002525400499180201+0.0020874196103208547j), np.complex128(-0.0009102326419977109+0.0015154948331027108j))",0.0005719247772181439,0.0034356331411779122
290.5,"(np.complex128(-0.0008927412400252037+0.0016031846785715933j), np.complex128(0.0024232059883334393+0.001996046063451575j))",-0.0003928613848799818,-0.003315947228358643,"(np.complex128(0.0024232059883334393+0.001996046063451575j), np.complex128(-0.0008927412400252036+0.0016031846785715933j))",0.0003928613848799818,0.003315947228358643
290.6,"(np.complex128(-0.000868331166683664+0.0016790756260605425j), np.complex128(0.0023118316025625973+0.0019402558881655499j))",-0.00026118026210500737,-0.0031801627692462616,"(np.complex128(0.0023118316025625973+0.0019402558881655499j), np.complex128(-0.000868331166683664+0.0016790756260605427j))",0.00026118026210500715,0.0031801627692462616
290.7,"(np.complex128(-0.0008421445022282533+0.001745282552569929j), np.complex128(0.002203180886386719+0.001917268074665662j))",-0.00017198552209573312,-0.0030453253886149724,"(np.complex128(0.002203180886386719+0.001917268074665662j), np.complex128(-0.0008421445022282533+0.001745282552569929j))",0.00017198552209573312,0.0030453253886149724
290.8,"(np.complex128(-0.0008166598668412433+0.0018041052501932824j), np.complex128(0.00210480873833376+0.0019212010726323962j))",-0.00011709582243911378,-0.0029214686051750034,"(np.complex128(0.00210480873833376+0.0019212010726323964j), np.complex128(-0.0008166598668412432+0.0018041052501932826j))",0.00011709582243911378,0.0029214686051750034
290.9,"(np.complex128(-0.000793255023657318+0.0018578340294706436j), np.complex128(0.0020207530417357916+0.001945544638972651j))",-8.771060950200742e-05,-0.0028140080653931096,"(np.complex128(0.002020753041735791+0.001945544638972651j), np.complex128(-0.000793255023657318+0.0018578340294706436j))",8.771060950200742e-05,0.002814008065393109
291.0,"(np.complex128(-0.0007745972588181676+0.0019078558946987914j), np.complex128(0.0019546218028085325+0.0019861632427701655j))",-7.830734807137414e-05,-0.0027292190616267,"(np.complex128(0.0019546218028085325+0.0019861632427701655j), np.complex128(-0.0007745972588181676+0.0019078558946987916j))",7.830734807137392e-05,0.0027292190616267
291.1,"(np.complex128(-0.0007544447703674764+0.0019653762857214443j), np.complex128(0.0018992829946271842+0.002030180990683754j))",-6.480470496230979e-05,-0.0026537277649946603,"(np.complex128(0.0018992829946271842+0.002030180990683754j), np.complex128(-0.0007544447703674762+0.0019653762857214443j))",6.480470496230979e-05,0.0026537277649946603
291.2,"(np.complex128(-0.000733835297105356+0.002013459856942477j), np.complex128(0.001864616498261081+0.0021006710921965075j))",-8.721123525403046e-05,-0.002598451795366437,"(np.complex128(0.001864616498261081+0.002100671092196508j), np.complex128(-0.000733835297105356+0.002013459856942477j))",8.72112352540309e-05,0.002598451795366437
291.3,"(np.complex128(-0.0007162245994754531+0.0020677835125388062j), np.complex128(0.001853359339671485+0.002161345079058223j))",-9.35615665194167e-05,-0.002569583939146938,"(np.complex128(0.001853359339671485+0.002161345079058223j), np.complex128(-0.000716224599475453+0.0020677835125388062j))",9.35615665194167e-05,0.002569583939146938
291.4,"(np.complex128(-0.0006940071485015537+0.0021255325976235508j), np.complex128(0.0018581628586867218+0.0022273686446205665j))",-0.00010183604699701577,-0.0025521700071882755,"(np.complex128(0.0018581628586867218+0.0022273686446205665j), np.complex128(-0.0006940071485015536+0.0021255325976235508j))",0.00010183604699701577,0.0025521700071882755
291.5,"(np.complex128(-0.000667696044647795+0.002181009528763563j), np.complex128(0.0018827712796438095+0.002286706972179117j))",-0.00010569744341555392,-0.0025504673242916047,"(np.complex128(0.0018827712796438095+0.002286706972179117j), np.complex128(-0.000667696044647795+0.002181009528763563j))",0.00010569744341555392,0.0025504673242916047
291.6,"(np.complex128(-0.000637505667240346+0.002237617123669025j), np.complex128(0.001920988901877012+0.0023353542314430535j))",-9.77371077740285e-05,-0.002558494569117358,"(np.complex128(0.001920988901877012+0.0023353542314430535j), np.complex128(-0.000637505667240346+0.002237617123669025j))",9.77371077740285e-05,0.002558494569117358
291.7,"(np.complex128(-0.0006029158099744484+0.002290856292019199j), np.complex128(0.0019702223442782025+0.00237587166371351j))",-8.501537169431066e-05,-0.002573138154252651,"(np.complex128(0.0019702223442782025+0.00237587166371351j), np.complex128(-0.0006029158099744483+0.002290856292019199j))",8.501537169431066e-05,0.0025731381542526506
291.8,"(np.complex128(-0.0005649501653085491+0.0023421751039242327j), np.complex128(0.0020296463150007967+0.002404328652700389j))",-6.215354877615615e-05,-0.002594596480309346,"(np.complex128(0.0020296463150007967+0.002404328652700389j), np.complex128(-0.0005649501653085491+0.0023421751039242327j))",6.215354877615615e-05,0.002594596480309346
291.9,"(np.complex128(-0.0005235853379728093+0.002389568937247225j), np.complex128(0.0020951313144458757+0.0024188007451907993j))",-2.9231807943574245e-05,-0.002618716652418685,"(np.complex128(0.0020951313144458757+0.0024188007451907993j), np.complex128(-0.0005235853379728092+0.002389568937247225j))",2.9231807943574245e-05,0.0026187166524186847
292.0,"(np.complex128(-0.00048076071333032666+0.002432286562116376j), np.complex128(0.002164564608550472+0.0024211169215847626j))",1.1169640531613536e-05,-0.0026453253218807985,"(np.complex128(0.002164564608550472+0.0024211169215847626j), np.complex128(-0.00048076071333032655+0.002432286562116376j))",-1.1169640531613536e-05,0.0026453253218807985
292.1,"(np.complex128(-0.00043669401662584307+0.0024725669577363267j), np.complex128(0.0022347203747800936+0.0024074345477147078j))",6.513241002161895e-05,-0.0026714143914059367,"(np.complex128(0.0022347203747800936+0.0024074345477147078j), np.complex128(-0.00043669401662584296+0.0024725669577363267j))",-6.513241002161895e-05,0.0026714143914059367
292.2,"(np.complex128(-0.00039153888383176616+0.0025083156533630977j), np.complex128(0.002301518221207529+0.0023814577887506273j))",0.00012685786461247035,-0.0026930571050392954,"(np.complex128(0.002301518221207529+0.0023814577887506273j), np.complex128(-0.0003915388838317661+0.0025083156533630977j))",-0.00012685786461247035,0.0026930571050392954
292.3,"(np.complex128(-0.0003465310640797935+0.0025405497771694733j), np.complex128(0.002363391354808815+0.0023439072809450967j))",0.0001966424962243766,-0.0027099224188886087,"(np.complex128(0.002363391354808815+0.0023439072809450967j), np.complex128(-0.00034653106407979347+0.0025405497771694733j))",-0.0001966424962243766,0.0027099224188886083
292.4,"(np.complex128(-0.0003022809813526124+0.0025693719907563185j), np.complex128(0.0024187987291681523+0.0022967461185738475j))",0.0002726258721824711,-0.0027210797105207646,"(np.complex128(0.0024187987291681523+0.0022967461185738475j), np.complex128(-0.0003022809813526123+0.0025693719907563185j))",-0.0002726258721824711,0.0027210797105207646
292.5,"(np.complex128(-0.0002589707490687952+0.00259611007805106j), np.complex128(0.0024653172476655043+0.0022403257518561386j))",0.0003557843261949214,-0.0027242879967342994,"(np.complex128(0.0024653172476655043+0.0022403257518561386j), np.complex128(-0.00025897074906879513+0.0025961100780510604j))",-0.0003557843261949218,0.0027242879967342994
292.6,"(np.complex128(-0.00021662174098621687+0.0026204363025430608j), np.complex128(0.002501720973414593+0.002179003906387637j))",0.00044143239615542385,-0.00271834271440081,"(np.complex128(0.002501720973414593+0.002179003906387637j), np.complex128(-0.0002166217409862168+0.0026204363025430608j))",-0.00044143239615542385,0.0027183427144008097
292.7,"(np.complex128(-0.00017557078645731702+0.002643242430308224j), np.complex128(0.00252826429292655+0.002114282014646048j))",0.0005289604156621759,-0.002703835079383867,"(np.complex128(0.00252826429292655+0.0021142820146460486j), np.complex128(-0.00017557078645731694+0.002643242430308224j))",-0.0005289604156621754,0.002703835079383867
292.8,"(np.complex128(-0.00013567340746838764+0.002665104680760169j), np.complex128(0.0025448905646549566+0.002048281011101861j))",0.0006168236696583078,-0.0026805639721233445,"(np.complex128(0.0025448905646549566+0.002048281011101861j), np.complex128(-0.00013567340746838756+0.002665104680760169j))",-0.0006168236696583078,0.002680563972123344
292.9,"(np.complex128(-9.632408478662368e-05+0.0026867406889189965j), np.complex128(0.0025516487163984875+0.0019826953955535205j))",0.0007040452933654759,-0.002647972801185111,"(np.complex128(0.0025516487163984875+0.0019826953955535205j), np.complex128(-9.63240847866236e-05+0.0026867406889189965j))",-0.0007040452933654759,0.002647972801185111
293.0,"(np.complex128(-5.7333920860409595e-05+0.002707511311584824j), np.complex128(0.0025497652917029156+0.0019203785648322267j))",0.0007871327467525973,-0.0026070992125633253,"(np.complex128(0.0025497652917029156+0.0019203785648322267j), np.complex128(-5.733392086040951e-05+0.002707511311584824j))",-0.0007871327467525973,0.002607099212563325
293.1,"(np.complex128(-1.8535490130725195e-05+0.002728374520129101j), np.complex128(0.002540724788865749+0.0018617681432516033j))",0.0008666063768774975,-0.002559260278996474,"(np.complex128(0.002540724788865749+0.0018617681432516033j), np.complex128(-1.853549013072512e-05+0.0027283745201291012j))",-0.000866606376877498,0.002559260278996474
293.2,"(np.complex128(2.0755565351970636e-05+0.0027490991997442026j), np.complex128(0.0025256050445253203+0.0018080307059581426j))",0.00094106849378606,-0.00250484947917335,"(np.complex128(0.0025256050445253203+0.0018080307059581428j), np.complex128(2.075556535197071e-05+0.0027490991997442026j))",-0.0009410684937860598,0.0025048494791733494
293.3,"(np.complex128(6.0858890371880316e-05+0.002769498721991348j), np.complex128(0.0025059425515447055+0.0017597788270054405j))",0.0010097198949859073,-0.002445083661172825,"(np.complex128(0.0025059425515447055+0.0017597788270054405j), np.complex128(6.085889037188039e-05+0.002769498721991348j))",-0.0010097198949859073,0.002445083661172825
293.4,"(np.complex128(0.00010212895006001519+0.002789404348375986j), np.complex128(0.00248298318785133+0.001717040894171276j))",0.00107236345420471,-0.0023808542377913152,"(np.complex128(0.00248298318785133+0.001717040894171276j), np.complex128(0.00010212895006001526+0.002789404348375986j))",-0.00107236345420471,0.002380854237791315
293.5,"(np.complex128(0.00014473645774660073+0.002808296051967598j), np.complex128(0.002458002454210283+0.0016800733419218014j))",0.0011282227100457964,-0.0023132659964636825,"(np.complex128(0.002458002454210283+0.0016800733419218017j), np.complex128(0.0001447364577466008+0.002808296051967598j))",-0.0011282227100457962,0.002313265996463682
293.6,"(np.complex128(0.00018883397680045965+0.0028260295501856157j), np.complex128(0.002432106021293593+0.0016483074503287033j))",0.0011777220998569124,-0.0022432720444931333,"(np.complex128(0.002432106021293593+0.0016483074503287033j), np.complex128(0.00018883397680045973+0.0028260295501856157j))",-0.0011777220998569124,0.0022432720444931333
293.7,"(np.complex128(0.00023437790139424882+0.00284185919633794j), np.complex128(0.002406283668416311+0.0016215458153847314j))",0.0012203133809532084,-0.002171905767022062,"(np.complex128(0.002406283668416311+0.0016215458153847314j), np.complex128(0.00023437790139424887+0.00284185919633794j))",-0.0012203133809532084,0.002171905767022062
293.8,"(np.complex128(0.0002812165165990648+0.002855691849036009j), np.complex128(0.0023811921167096782+0.0015988277203139462j))",0.0012568641287220629,-0.0020999756001106136,"(np.complex128(0.0023811921167096782+0.0015988277203139462j), np.complex128(0.0002812165165990649+0.002855691849036009j))",-0.0012568641287220629,0.0020999756001106136
293.9,"(np.complex128(0.00032918749708723665+0.0028669482058313834j), np.complex128(0.0023572695064125846+0.001579838010604812j))",0.0012871101952265714,-0.002028082009325348,"(np.complex128(0.0023572695064125846+0.001579838010604812j), np.complex128(0.0003291874970872367+0.0028669482058313834j))",-0.0012871101952265714,0.002028082009325348
294.0,"(np.complex128(0.00037791435844281165+0.0028754159661548073j), np.complex128(0.0023349594235962845+0.0015638077922101603j))",0.001311608173944647,-0.001957045065153473,"(np.complex128(0.0023349594235962845+0.0015638077922101605j), np.complex128(0.0003779143584428117+0.0028754159661548073j))",-0.0013116081739446468,0.001957045065153473
294.1,"(np.complex128(0.00042703752858598825+0.002880856526164991j), np.complex128(0.0023143758354766263+0.0015500785641589436j))",0.0013307779620060475,-0.001887338306890638,"(np.complex128(0.0023143758354766263+0.0015500785641589438j), np.complex128(0.00042703752858598836+0.002880856526164991j))",-0.0013307779620060473,0.001887338306890638
294.2,"(np.complex128(0.0004761239241396859+0.0028831224896564704j), np.complex128(0.002295569842035134+0.0015381741848882113j))",0.0013449483047682591,-0.0018194459178954478,"(np.complex128(0.002295569842035134+0.0015381741848882115j), np.complex128(0.00047612392413968595+0.0028831224896564704j))",-0.001344948304768259,0.0018194459178954478
294.3,"(np.complex128(0.0005247652198165794+0.002882220945682379j), np.complex128(0.0022784681324663075+0.0015275184252336986j))",0.0013547025204486806,-0.0017537029126497281,"(np.complex128(0.0022784681324663075+0.0015275184252336988j), np.complex128(0.0005247652198165795+0.0028822209456823796j))",-0.0013547025204486808,0.0017537029126497281
294.4,"(np.complex128(0.0005724748570079634+0.0028781015780674655j), np.complex128(0.002263044875823807+0.0015178267312055932j))",0.0013602748468618724,-0.0016905700188158434,"(np.complex128(0.002263044875823807+0.0015178267312055932j), np.complex128(0.0005724748570079635+0.0028781015780674655j))",-0.0013602748468618724,0.0016905700188158432
294.5,"(np.complex128(0.0006190442954980159+0.002871186184159273j), np.complex128(0.002248557600665293+0.0015080862531107104j))",0.0013630999310485625,-0.0016295133051672773,"(np.complex128(0.002248557600665293+0.0015080862531107104j), np.complex128(0.0006190442954980159+0.002871186184159273j))",-0.0013630999310485625,0.0016295133051672773
294.6,"(np.complex128(0.0006642218770093642+0.002860990077697024j), np.complex128(0.0022346707480903594+0.0014998049260357591j))",0.001361185151661265,-0.0015704488710809952,"(np.complex128(0.0022346707480903594+0.0014998049260357591j), np.complex128(0.0006642218770093643+0.002860990077697024j))",-0.001361185151661265,0.001570448871080995
294.7,"(np.complex128(0.0007061060954012601+0.002846978264643862j), np.complex128(0.002223983773444762+0.0014936166884184558j))",0.0013533615762254061,-0.001517877678043502,"(np.complex128(0.002223983773444762+0.0014936166884184558j), np.complex128(0.0007061060954012602+0.002846978264643862j))",-0.0013533615762254061,0.0015178776780435017
294.8,"(np.complex128(0.0007457791224832406+0.0028337301013782513j), np.complex128(0.002213883218636788+0.0014826545288412474j))",0.001351075572537004,-0.0014681040961535476,"(np.complex128(0.002213883218636788+0.0014826545288412474j), np.complex128(0.0007457791224832407+0.0028337301013782513j))",-0.001351075572537004,0.0014681040961535474
294.9,"(np.complex128(0.0007840650147818707+0.0028170009192258756j), np.complex128(0.0022025309892210435+0.0014741222574549233j))",0.0013428786617709523,-0.0014184659744391728,"(np.complex128(0.0022025309892210435+0.0014741222574549233j), np.complex128(0.0007840650147818707+0.002817000919225876j))",-0.0013428786617709527,0.0014184659744391728
295.0,"(np.complex128(0.0008191942278834861+0.0027984393204525232j), np.complex128(0.0021923365359489194+0.00146604603221941j))",0.0013323932882331132,-0.0013731423080654333,"(np.complex128(0.0021923365359489194+0.0014660460322194102j), np.complex128(0.0008191942278834861+0.0027984393204525232j))",-0.001332393288233113,0.0013731423080654333
295.1,"(np.complex128(0.0008512937379529388+0.002778977447104084j), np.complex128(0.0021828158410876295+0.0014575858092345855j))",0.0013213916378694984,-0.0013315221031346908,"(np.complex128(0.0021828158410876295+0.0014575858092345855j), np.complex128(0.0008512937379529389+0.002778977447104084j))",-0.0013213916378694984,0.0013315221031346906
295.2,"(np.complex128(0.0008807287393622035+0.0027588452665436585j), np.complex128(0.002173063968051863+0.0014488291109302272j))",0.0013100161556134312,-0.0012923352286896594,"(np.complex128(0.002173063968051863+0.0014488291109302275j), np.complex128(0.0008807287393622035+0.002758845266543659j))",-0.0013100161556134314,0.0012923352286896594
295.3,"(np.complex128(0.0009070833106513348+0.002737810387516112j), np.complex128(0.00216425273697547+0.0014416467748956266j))",0.0012961636126204853,-0.001257169426324135,"(np.complex128(0.00216425273697547+0.0014416467748956268j), np.complex128(0.0009070833106513349+0.002737810387516112j))",-0.001296163612620485,0.001257169426324135
295.4,"(np.complex128(0.0009308654896713278+0.0027175995054033297j), np.complex128(0.0021554024100380728+0.001431899492437017j))",0.0012857000129663126,-0.001224536920366745,"(np.complex128(0.0021554024100380728+0.0014318994924370173j), np.complex128(0.0009308654896713278+0.0027175995054033297j))",-0.0012857000129663123,0.001224536920366745
295.5,"(np.complex128(0.000951971378434307+0.002696625122183164j), np.complex128(0.0021460899623442996+0.0014242900283587719j))",0.0012723350938243921,-0.0011941185839099925,"(np.complex128(0.0021460899623442996+0.001424290028358772j), np.complex128(0.000951971378434307+0.002696625122183164j))",-0.001272335093824392,0.0011941185839099925
295.6,"(np.complex128(0.0009705569892219667+0.0026772426278783034j), np.complex128(0.002136968086605742+0.0014154866373198446j))",0.0012617559905584589,-0.0011664110973837753,"(np.complex128(0.002136968086605742+0.0014154866373198446j), np.complex128(0.0009705569892219668+0.0026772426278783034j))",-0.0012617559905584589,0.001166411097383775
295.7,"(np.complex128(0.0009871603773404704+0.002657941179653215j), np.complex128(0.0021274302014912833+0.0014078532888167259j))",0.0012500878908364892,-0.0011402698241508129,"(np.complex128(0.0021274302014912833+0.001407853288816726j), np.complex128(0.0009871603773404704+0.002657941179653215j))",-0.001250087890836489,0.0011402698241508129
295.8,"(np.complex128(0.001001477186797946+0.002639784663823426j), np.complex128(0.0021181894813961035+0.0014003985696460423j))",0.0012393860941773836,-0.0011167122945981575,"(np.complex128(0.0021181894813961035+0.0014003985696460425j), np.complex128(0.001001477186797946+0.002639784663823426j))",-0.0012393860941773834,0.0011167122945981575
295.9,"(np.complex128(0.0010139437706325146+0.0026228640465034052j), np.complex128(0.0021090010400032586+0.001393162285527084j))",0.0012297017609763212,-0.001095057269370744,"(np.complex128(0.0021090010400032586+0.001393162285527084j), np.complex128(0.0010139437706325146+0.0026228640465034052j))",-0.0012297017609763212,0.001095057269370744
296.0,"(np.complex128(0.001024960762856916+0.002607442887992894j), np.complex128(0.002099736351455526+0.0013861250021383544j))",0.0012213178858545394,-0.0010747755885986102,"(np.complex128(0.002099736351455526+0.0013861250021383544j), np.complex128(0.001024960762856916+0.002607442887992894j))",-0.0012213178858545394,0.0010747755885986102
296.1,"(np.complex128(0.00103470896075046+0.002593188044983478j), np.complex128(0.0020905618047018797+0.0013796495400245844j))",0.0012135385049588936,-0.0010558528439514197,"(np.complex128(0.0020905618047018797+0.0013796495400245847j), np.complex128(0.0010347089607504602+0.002593188044983478j))",-0.0012135385049588934,0.0010558528439514195
