{1=sample1,2=KM3245432}
CCD
Scan Type: From File
Y:\Collins\2024Nov\XRR\znpc\.macro\2024 11 16\znpc (3).txt
Delay After Move (s): 0.00000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\241116\CCD Scan 85271
Time	Frame #	Sample X	Sample Y	Sample Z	Sample Theta	CCD Theta	Higher Order Suppressor	Horizontal Exit Slit Size	Beamline Energy	EPU Polarization	Coolstage Temp C	CCD Temperature	Beam Current	TEY signal	Izero	Photodiode	AI 0	AI 3 Izero	AI 5	AI 6 BeamStop	AI 7	Temperature Controller	PZT Shutter	Pause Trigger	LV Memory	Time Stamp Error	Time Stamp Transmit Time	Time Stamp Server Time	Camera Temp Setpoint	Total Flux	Counts	Background	Filename
06:53:07	1.00000000	1.80000000	10.80000000	-5.00000000	0.00000000	0.00100000	8.74998333	2999.99218750	249.99838700	190.00000000	0.00000000	-40.00000000	500.03173828	-0.00125851	-0.15330138	0.00074580	0.00528678	-0.01837109	-0.02006416	-1088.85452119	-0.00021980	0.00000000	0.00000000	0.00000000	614248.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46346114.00000000	0.00000000	znpc_85271-00001
06:53:12	2.00000000	1.80000000	10.80000000	-5.00000000	0.00000000	0.00100000	8.74998333	2999.99218750	249.99838700	190.00000000	0.00000000	-40.00000000	501.00143433	-0.00215107	-0.14458947	0.00028555	0.00213077	-0.01510001	-0.01970253	-1088.85452119	0.00027333	0.00000000	0.00000000	0.00000000	614292.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46343122.00000000	0.00000000	znpc_85271-00002
06:53:18	3.00000000	1.80000000	10.80000000	-5.00000000	0.00000000	0.00100000	8.74998333	2999.99218750	249.99838700	190.00000000	0.00000000	-40.00000000	500.84121704	-0.00202778	-0.18403963	0.00206081	0.08905263	-0.01929159	-0.00928111	-1088.85452119	0.00035551	0.00000000	0.00000000	0.00000000	614232.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46358535.00000000	0.00000000	znpc_85271-00003
06:53:23	4.00000000	1.80000000	10.80000000	-5.00000000	0.00000000	0.00100000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	500.70007324	-0.00164479	-0.09609865	0.00238956	0.07225343	-0.02211885	-0.01427813	-1088.85452119	0.00005964	0.00000000	0.00000000	0.00000000	614276.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46381804.00000000	0.00000000	znpc_85271-00004
06:53:28	5.00000000	1.80000000	10.80000000	-5.00000000	0.00000000	0.00100000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	500.54519653	-0.00152315	-0.17598522	0.00120605	0.04427669	-0.01511645	-0.02317086	-1088.85452119	-0.00003899	0.00000000	0.00000000	0.00000000	614260.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46366733.00000000	0.00000000	znpc_85271-00005
06:53:36	6.00000000	1.80000000	10.40400000	-0.77800000	1.00000000	1.99900000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	500.31097412	-0.00174341	-0.18962840	0.00179781	0.05895544	-0.01702321	-0.01519864	-0.95605519	0.00015826	0.00000000	0.00000000	0.00000000	614260.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46140084.00000000	0.00000000	znpc_85271-00006
06:53:41	7.00000000	1.80000000	10.40250000	-0.77800000	1.24000000	2.47950000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	500.15380859	-0.00190779	-0.14853449	0.00161699	0.06442915	-0.01953816	-0.01649721	-0.84263598	0.00014183	0.00000000	0.00000000	0.00000000	614260.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46395370.00000000	0.00000000	znpc_85271-00007
06:53:47	8.00000000	1.80000000	10.40100000	-0.77800000	1.48000000	2.95900000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	499.99206543	-0.00178122	-0.06437414	0.00222518	0.06967273	-0.01605339	-0.02345030	-0.74729809	0.00033908	0.00000000	0.00000000	0.00000000	614260.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46488340.00000000	0.00000000	znpc_85271-00008
06:53:52	9.00000000	1.80000000	10.39950000	-0.77800000	1.72000000	3.43950000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	500.99761963	-0.00157740	-0.16168454	-0.00264034	0.11701293	-0.01459045	-0.02128054	-0.98071154	0.00015826	0.00000000	0.00000000	0.00000000	614244.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46455830.00000000	0.00000000	znpc_85271-00009
06:53:58	10.00000000	1.80000000	10.39750000	-0.77800000	1.96000000	3.91950000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	500.82748413	-0.00174013	-0.14590447	0.00077868	0.09784672	-0.01554383	-0.02300648	-1.12207462	0.00022401	0.00000000	0.00000000	0.00000000	614044.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46301778.00000000	0.00000000	znpc_85271-00010
06:54:03	11.00000000	1.80000000	10.39600000	-0.77750000	2.20000000	4.39950000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	500.66879272	-0.00162835	-0.14343884	0.00056499	0.03273752	-0.01958747	-0.01248644	-1.00372414	0.00001033	0.00000000	0.00000000	0.00000000	614060.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46346111.00000000	0.00000000	znpc_85271-00011
06:54:09	12.00000000	1.80000000	10.39450000	-0.77750000	2.44000000	4.87900000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	500.48759460	-0.00189135	-0.13702819	-0.00093083	0.02726381	-0.01888065	-0.01186181	-0.98728657	0.00009251	0.00000000	0.00000000	0.00000000	614028.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46398150.00000000	0.00000000	znpc_85271-00012
06:54:14	13.00000000	1.80000000	10.39300000	-0.77750000	2.68000000	5.35950000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	500.33920288	-0.00191930	-0.13423380	-0.00020758	0.05589805	-0.02004772	-0.01838753	-1.15823727	0.00014183	0.00000000	0.00000000	0.00000000	614060.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46218439.00000000	0.00000000	znpc_85271-00013
06:54:20	14.00000000	1.80000000	10.39100000	-0.77750000	2.92000000	5.83900000	8.74998333	2999.99218750	250.00027353	190.00000000	0.00000000	-40.00000000	500.19805908	-0.00164643	-0.08755111	0.00046636	0.02609674	-0.01712183	-0.02218460	-0.99221784	0.00027333	0.00000000	0.00000000	0.00000000	614044.00000000	-0.00480080	0.00010000	0.00804057	-40.00000000	0.00000000	46251781.00000000	0.00000000	znpc_85271-00014
