eV_,xxTotalf0,zzTotalf0
307.97398699,0.0061809975,0.005035833
307.993997,0.0061724312,0.0050276038
308.014007,0.0061639375,0.0050194655
308.03401701,0.006155516,0.0050114128
308.05402701,0.0061471467,0.0050034518
308.07403702,0.0061388547,0.0049955808
308.09404702,0.0061306264,0.0049878019
308.11405703,0.0061224676,0.0049801162
308.13406703,0.0061143697,0.0049725347
308.15407704,0.0061063403,0.0049650469
308.17408704,0.0060983794,0.0049576554
308.19409705,0.0060904808,0.0049503646
308.21410705,0.0060826433,0.0049431711
308.23411706,0.0060748751,0.0049360776
308.25412706,0.0060671675,0.0049290932
308.27413707,0.0060595148,0.0049222093
308.29414707,0.0060519422,0.0049154297
308.31415708,0.0060444172,0.0049087536
308.33416708,0.0060369512,0.0049021919
308.35417709,0.0060295532,0.0048957351
308.37418709,0.0060222102,0.0048893839
308.3941971,0.0060149287,0.0048831473
308.4142071,0.0060077095,0.0048770183
308.43421711,0.0060005384,0.0048710019
308.45422711,0.0059934412,0.0048650987
308.47423712,0.0059863953,0.0048593073
308.49424712,0.005979395,0.0048536267
308.51425713,0.005972466,0.004848069
308.53426713,0.0059655886,0.0048426283
308.55427714,0.0059587732,0.0048372936
308.57428714,0.0059519927,0.0048320778
308.59429715,0.0059452811,0.0048269825
308.61430715,0.0059386217,0.0048220069
308.63431716,0.0059320116,0.0048171505
308.65432716,0.0059254626,0.0048124138
308.67433717,0.0059189578,0.0048077926
308.69434717,0.005912507,0.0048032966
308.71435718,0.0059061088,0.0047989185
308.73436718,0.0058997562,0.0047946637
308.75437719,0.0058934526,0.0047905361
308.77438719,0.005887208,0.0047865259
308.7943972,0.0058810012,0.0047826394
308.8144072,0.0058748531,0.0047788741
308.83441721,0.0058687511,0.0047752364
308.85442721,0.0058626835,0.0047717229
308.87443722,0.0058566788,0.0047683334
308.89444722,0.0058507086,0.0047650686
308.91445723,0.0058447933,0.0047619268
308.93446723,0.0058389185,0.0047589168
308.95447724,0.0058330847,0.004756026
308.97448724,0.005827297,0.0047532683
308.99449725,0.0058215582,0.0047506276
309.01450725,0.0058158529,0.0047481121
309.03451726,0.0058102016,0.0047457283
309.05452726,0.0058045853,0.0047434759
309.07453727,0.005799009,0.0047413441
309.09454727,0.0057934751,0.0047393399
309.11455728,0.0057879793,0.0047374605
309.13456728,0.0057825227,0.0047357087
309.15457729,0.0057771113,0.0047340854
309.17458729,0.0057717329,0.0047325892
309.1945973,0.0057663918,0.0047312155
309.2146073,0.0057610855,0.004729969
309.23461731,0.0057558273,0.0047288518
309.25462731,0.0057505975,0.0047278632
309.27463732,0.0057454021,0.0047269943
309.29464732,0.0057402449,0.0047262562
309.31465733,0.0057351147,0.0047256472
309.33466733,0.0057300255,0.0047251512
309.35467734,0.0057249777,0.0047247899
309.37468734,0.0057199514,0.004724551
309.39469735,0.0057149664,0.0047244416
309.41470735,0.0057100025,0.0047244481
309.43471736,0.0057050805,0.0047245887
309.45472736,0.0057001864,0.0047248481
309.47473737,0.005695329,0.0047252341
309.49474737,0.0056904955,0.0047257417
309.51475738,0.0056856885,0.0047263657
309.53476738,0.0056809173,0.0047271186
309.55477739,0.0056761671,0.0047279955
309.57478739,0.0056714518,0.0047289878
309.5947974,0.0056667528,0.0047301031
309.6148074,0.0056620925,0.004731338
309.63481741,0.0056574554,0.0047326987
309.65482741,0.0056528463,0.0047341725
309.67483742,0.005648254,0.0047357748
309.69484742,0.0056436933,0.0047374875
309.71485743,0.005639161,0.0047393199
309.73486743,0.0056346469,0.0047412673
309.75487744,0.0056301579,0.0047433367
309.77488744,0.0056256927,0.0047455188
309.79489745,0.005621254,0.0047478182
309.81490745,0.0056168386,0.0047502285
309.83491746,0.0056124432,0.0047527598
309.85492746,0.0056080637,0.0047553987
309.87493747,0.0056036995,0.0047581536
309.89494747,0.0055993707,0.0047610174
309.91495748,0.0055950545,0.0047639925
309.93496748,0.005590756,0.0047670789
309.95497749,0.0055864789,0.004770278
309.97498749,0.0055822241,0.0047735833
309.9949975,0.0055779843,0.0047769924
310.0150075,0.0055737598,0.0047805188
310.03501751,0.0055695563,0.0047841435
310.05502751,0.0055653742,0.0047878758
310.07503752,0.0055612023,0.0047917133
310.09504752,0.0055570495,0.0047956542
310.11505753,0.0055529093,0.0047996962
310.13506753,0.0055487868,0.0048038494
310.15507754,0.0055446783,0.0048080962
310.17508754,0.0055405861,0.0048124432
310.19509755,0.005536506,0.0048168958
310.21510755,0.0055324356,0.0048214425
310.23511756,0.0055283871,0.0048260805
310.25512756,0.005524348,0.0048308223
310.27513757,0.005520314,0.0048356592
310.29514757,0.0055163009,0.0048405877
310.31515758,0.0055122981,0.0048456141
310.33516758,0.005508306,0.004850728
310.35517759,0.005504325,0.0048559355
310.37518759,0.0055003525,0.0048612338
310.3951976,0.0054963888,0.0048666238
310.4152076,0.0054924376,0.0048720939
310.43521761,0.005488493,0.0048776595
310.45522761,0.0054845717,0.0048833056
310.47523762,0.0054806494,0.0048890426
310.49524762,0.0054767397,0.0048948596
310.51525763,0.0054728342,0.0049007661
310.53526763,0.0054689366,0.0049067419
310.55527764,0.0054650442,0.0049128081
310.57528764,0.0054611587,0.0049189506
310.59529765,0.0054572872,0.0049251718
310.61530765,0.0054534199,0.0049314718
310.63531766,0.0054495609,0.0049378476
310.65532766,0.0054456992,0.0049442961
310.67533767,0.0054418473,0.0049508228
310.69534767,0.0054380032,0.0049574221
310.71535768,0.0054341629,0.0049640848
310.73536768,0.0054303221,0.0049708304
310.75537769,0.0054264921,0.004977637
310.77538769,0.0054226639,0.0049845153
310.7953977,0.0054188389,0.0049914545
310.8154077,0.0054150228,0.0049984693
310.83541771,0.0054111956,0.0050055399
310.85542771,0.005407393,0.0050126761
310.87543772,0.0054035783,0.0050198762
310.89544772,0.0053997654,0.005027134
310.91545773,0.0053959619,0.0050344504
310.93546773,0.0053921635,0.0050418293
310.95547774,0.0053883619,0.005049258
310.97548774,0.0053845588,0.0050567496
310.99549775,0.0053807553,0.0050642923
311.01550775,0.0053769606,0.0050718873
311.03551776,0.005373158,0.0050795386
311.05552776,0.005369362,0.0050872373
311.07553777,0.0053655636,0.0050949869
311.09554777,0.0053617656,0.0051027872
311.11555778,0.0053579682,0.0051106373
311.13556778,0.0053541712,0.005118527
311.15557779,0.0053503755,0.0051264619
311.17558779,0.0053465739,0.0051344414
311.1955978,0.0053427746,0.0051424638
311.2156078,0.0053389687,0.005150531
311.23561781,0.0053351671,0.0051586335
311.25562781,0.0053313621,0.0051667714
311.27563782,0.0053275516,0.0051749451
311.29564782,0.0053237425,0.0051831594
311.31565783,0.0053199315,0.0051914034
311.33566783,0.005316122,0.0051996829
311.35567784,0.0053123087,0.0052079931
311.37568784,0.0053084842,0.0052163382
311.39569785,0.0053046588,0.0052247103
311.41570785,0.0053008338,0.0052331071
311.43571786,0.0052970098,0.0052415412
311.45572786,0.0052931746,0.0052499902
311.47573787,0.0052893353,0.0052584698
311.49574787,0.0052854954,0.0052669724
311.51575788,0.0052816505,0.0052754935
311.53576788,0.0052778022,0.0052840351
311.55577789,0.0052739484,0.0052925972
311.57578789,0.0052700923,0.0053011789
311.5957979,0.0052662361,0.0053097727
311.6158079,0.0052623646,0.0053183893
311.63581791,0.0052584908,0.0053270129
311.65582791,0.0052546193,0.0053356509
311.67583792,0.0052507343,0.0053443057
311.69584792,0.0052468493,0.0053529688
311.71585793,0.0052429587,0.0053616343
311.73586793,0.0052390592,0.0053703166
311.75587794,0.0052351565,0.0053790063
311.77588794,0.0052312459,0.0053876955
311.79589795,0.0052273306,0.0053963922
311.81590795,0.0052234135,0.0054050894
311.83591796,0.0052194828,0.0054137912
311.85592796,0.0052155461,0.0054224934
311.87593797,0.0052116048,0.0054311967
311.89594797,0.0052076648,0.0054398938
311.91595798,0.0052037113,0.005448591
311.93596798,0.0051997514,0.0054572863
311.95597799,0.0051957835,0.0054659746
311.97598799,0.0051918081,0.0054746582
311.995998,0.0051878286,0.0054833302
312.016008,0.005183842,0.0054919915
312.03601801,0.0051798499,0.0055006458
312.05602801,0.005175848,0.0055092904
312.07603802,0.0051718326,0.0055179233
312.09604802,0.0051678261,0.005526538
312.11605803,0.0051638037,0.0055351411
312.13606803,0.0051597729,0.0055437321
312.15607804,0.0051557384,0.0055523026
312.17608804,0.0051516909,0.0055608517
312.19609805,0.0051476308,0.0055693807
312.21610805,0.0051435777,0.005577893
312.23611806,0.0051395125,0.0055863829
312.25612806,0.0051354263,0.005594851
312.27613807,0.0051313466,0.0056032971
312.29614807,0.0051272553,0.0056117182
312.31615808,0.005123158,0.0056201089
312.33616808,0.0051190485,0.0056284736
312.35617809,0.0051149386,0.0056368131
312.37618809,0.0051108091,0.0056451201
312.3961981,0.0051066806,0.0056533995
312.4162081,0.0051025394,0.0056616464
312.43621811,0.0050983978,0.0056698616
312.45622811,0.0050942404,0.0056780409
312.47623812,0.0050900728,0.0056861853
312.49624812,0.0050859069,0.0056943009
312.51625813,0.0050817188,0.0057023717
312.53626813,0.0050775358,0.0057104062
312.55627814,0.0050733392,0.0057184077
312.57628814,0.0050691352,0.0057263658
312.59629815,0.0050649187,0.0057342802
312.61630815,0.0050607026,0.0057421597
312.63631816,0.0050564711,0.0057499902
312.65632816,0.0050522354,0.0057577789
312.67633817,0.0050479867,0.0057655219
312.69634817,0.0050437408,0.0057732174
312.71635818,0.0050394805,0.005780872
312.73636818,0.0050352011,0.0057884748
312.75637819,0.0050309263,0.0057960283
312.77638819,0.005026639,0.0058035413
312.7963982,0.0050223432,0.0058109965
312.8164082,0.0050180485,0.0058184001
312.83641821,0.0050137364,0.0058257529
312.85642821,0.005009416,0.0058330544
312.87643822,0.0050050891,0.0058402997
312.89644822,0.0050007566,0.0058474899
312.91645823,0.0049964073,0.0058546253
312.93646823,0.0049920538,0.0058617047
312.95647824,0.0049876929,0.005868725
312.97648824,0.0049833241,0.0058756904
312.99649825,0.0049789529,0.0058825896
313.01650825,0.0049745678,0.0058894344
313.03651826,0.0049701743,0.0058962186
313.05652826,0.0049657766,0.0059029399
313.07653827,0.0049613719,0.0059095975
313.09654827,0.0049569528,0.0059161964
313.11655828,0.0049525378,0.0059227268
313.13656828,0.0049481015,0.0059291897
313.15657829,0.0049436628,0.0059355912
313.17658829,0.0049392129,0.0059419242
313.1965983,0.0049347631,0.0059481938
313.2166083,0.0049303076,0.0059543871
313.23661831,0.0049258349,0.0059605213
313.25662831,0.0049213581,0.0059665786
313.27663832,0.0049168714,0.0059725684
313.29664832,0.0049123797,0.0059784921
313.31665833,0.0049078874,0.0059843385
313.33666833,0.0049033822,0.0059901155
313.35667834,0.0048988606,0.0059958133
313.37668834,0.0048943437,0.0060014441
313.39669835,0.0048898165,0.0060069985
313.41670835,0.0048852824,0.0060124793
313.43671836,0.0048807431,0.0060178847
313.45672836,0.0048761955,0.0060232105
313.47673837,0.0048716362,0.0060284608
313.49674837,0.0048670759,0.0060336324
313.51675838,0.0048625139,0.0060387263
313.53676838,0.0048579373,0.0060437429
313.55677839,0.0048533459,0.0060486794
313.57678839,0.0048487619,0.006053532
313.5967984,0.0048441701,0.0060583064
313.6168084,0.0048395693,0.0060630022
313.63681841,0.0048349607,0.0060676141
313.65682841,0.0048303464,0.0060721459
313.67683842,0.0048257224,0.0060765925
313.69684842,0.0048211031,0.0060809609
313.71685843,0.0048164688,0.0060852394
313.73686843,0.0048118285,0.006089434
313.75687844,0.0048071886,0.0060935481
313.77688844,0.0048025362,0.0060975677
313.79689845,0.004797881,0.0061015091
313.81690845,0.0047932169,0.0061053587
313.83691846,0.0047885533,0.0061091254
313.85692846,0.0047838786,0.0061128046
313.87693847,0.0047792015,0.0061163958
313.89694847,0.0047745137,0.0061198971
313.91695848,0.0047698268,0.0061233067
313.93696848,0.0047651376,0.0061266324
313.95697849,0.00476044,0.0061298707
313.97698849,0.0047557345,0.0061330148
313.9969985,0.004751021,0.0061360695
314.0170085,0.0047463104,0.0061390284
314.03701851,0.004741597,0.0061419024
314.05702851,0.0047368705,0.0061446824
314.07703852,0.0047321492,0.0061473688
314.09704852,0.0047274143,0.0061499667
314.11705853,0.0047226795,0.0061524734
314.13706853,0.0047179372,0.0061548781
314.15707854,0.0047131996,0.0061571957
314.17708854,0.0047084461,0.0061594192
314.19709855,0.0047036964,0.0061615487
314.21710855,0.0046989373,0.0061635878
314.23711856,0.0046941764,0.0061655208
314.25712856,0.0046894141,0.0061673732
314.27713857,0.0046846471,0.0061691198
314.29714857,0.0046798773,0.0061707757
314.31715858,0.0046751066,0.0061723362
314.33716858,0.0046703196,0.0061738011
314.35717859,0.0046655401,0.0061751702
314.37718859,0.0046607605,0.0061764428
314.3971986,0.0046559726,0.0061776149
314.4172086,0.0046511861,0.0061786906
314.43721861,0.004646393,0.0061796731
314.45722861,0.0046415962,0.0061805565
314.47723862,0.0046368027,0.0061813439
314.49724862,0.0046319985,0.0061820308
314.51725863,0.0046271938,0.0061826231
314.53726863,0.0046223952,0.0061831125
314.55727864,0.0046175849,0.0061835092
314.57728864,0.0046127765,0.0061838049
314.59729865,0.0046079666,0.0061840052
314.61730865,0.0046031559,0.0061840983
314.63731866,0.0045983316,0.0061841044
314.65732866,0.0045935148,0.0061840052
314.67733867,0.0045886985,0.0061838073
314.69734867,0.0045838798,0.0061835083
314.71735868,0.0045790547,0.0061831153
314.73736868,0.0045742341,0.006182624
314.75737869,0.0045694085,0.0061820289
314.77738869,0.0045645852,0.0061813379
314.7973987,0.0045597637,0.0061805458
314.8174087,0.0045549339,0.0061796545
314.83741871,0.004550105,0.006178665
314.85742871,0.004545277,0.0061775725
314.87743872,0.0045404495,0.006176386
314.89744872,0.0045356192,0.0061750938
314.91745873,0.0045307893,0.006173708
314.93746873,0.0045259572,0.0061722207
314.95747874,0.0045211273,0.0061706332
314.97748874,0.004516297,0.0061689485
314.99749875,0.0045114709,0.0061671659
315.01750875,0.0045066383,0.00616528
315.03751876,0.0045018126,0.0061632926
315.05752876,0.00449698,0.0061612134
315.07753877,0.0044921464,0.0061590266
315.09754877,0.0044873236,0.0061567449
315.11755878,0.0044824956,0.006154363
315.13756878,0.0044776662,0.006151882
315.15757879,0.004472842,0.0061493027
315.17758879,0.0044680145,0.0061466265
315.1975988,0.0044631958,0.0061438489
315.2176088,0.0044583655,0.0061409753
315.23761881,0.0044535431,0.006138002
315.25762881,0.0044487324,0.0061349287
315.27763882,0.0044439137,0.0061317589
315.29764882,0.0044390936,0.0061284914
315.31765883,0.0044342731,0.0061251242
315.33766883,0.0044294642,0.0061216615
315.35767884,0.0044246544,0.006118095
315.37768884,0.0044198409,0.0061144382
315.39769885,0.0044150413,0.0061106835
315.41770885,0.0044102273,0.0061068297
315.43771886,0.0044054277,0.00610288
315.45772886,0.0044006282,0.0060988329
315.47773887,0.0043958295,0.0060946927
315.49774887,0.0043910346,0.0060904538
315.51775888,0.0043862392,0.0060861171
315.53776888,0.0043814573,0.0060816868
315.55777889,0.0043766638,0.0060771606
315.57778889,0.0043718871,0.006072538
315.5977989,0.0043671033,0.0060678255
315.6178089,0.0043623289,0.0060630105
315.63781891,0.0043575494,0.0060581043
315.65782891,0.0043527829,0.006053105
315.67783892,0.0043480103,0.006048006
315.69784892,0.0043432522,0.0060428185
315.71785893,0.0043384954,0.0060375412
315.73786893,0.004333734,0.0060321633
315.75787894,0.0043289894,0.0060266932
315.77788894,0.0043242378,0.0060211336
315.79789895,0.0043194965,0.00601548
315.81790895,0.0043147574,0.0060097384
315.83791896,0.0043100184,0.0060039014
315.85792896,0.0043052933,0.0059979749
315.87793897,0.0043005673,0.0059919548
315.89794897,0.0042958399,0.0059858444
315.91795898,0.0042911265,0.0059796474
315.93796898,0.0042864145,0.0059733624
315.95797899,0.0042817122,0.0059669828
315.97798899,0.0042770123,0.0059605166
315.997999,0.0042723143,0.0059539615
316.018009,0.0042676223,0.0059473165
316.03801901,0.0042629312,0.0059405821
316.05802901,0.0042582587,0.0059337621
316.07803902,0.0042535844,0.0059268544
316.09804902,0.0042489106,0.0059198644
316.11805903,0.0042442447,0.0059127826
316.13806903,0.0042395904,0.0059056156
316.15807904,0.0042349426,0.0058983658
316.17808904,0.0042302972,0.0058910311
316.19809905,0.004225655,0.0058836127
316.21810905,0.0042210245,0.0058761095
316.23811906,0.0042163995,0.0058685155
316.25812906,0.0042117769,0.0058608446
316.27813907,0.0042071645,0.0058530881
316.29814907,0.0042025545,0.0058452487
316.31815908,0.0041979537,0.0058373264
316.33816908,0.0041933563,0.0058293263
316.35817909,0.0041887709,0.0058212415
316.37818909,0.0041841962,0.0058130855
316.3981991,0.0041796225,0.0058048409
316.4182091,0.004175059,0.0057965168
316.43821911,0.0041705035,0.0057881149
316.45822911,0.0041659498,0.0057796361
316.47823912,0.0041614063,0.0057710726
316.49824912,0.0041568689,0.0057624402
316.51825913,0.0041523376,0.0057537267
316.53826913,0.0041478206,0.005744935
316.55827914,0.0041433075,0.005736067
316.57828914,0.0041387971,0.0057271295
316.59829915,0.0041343071,0.0057181129
316.61830915,0.0041298135,0.0057090195
316.63831916,0.0041253334,0.0056998576
316.65832916,0.0041208663,0.0056906175
316.67833917,0.0041163983,0.005681301
316.69834917,0.00411194,0.0056719203
316.71835918,0.0041074906,0.0056624659
316.73836918,0.004103052,0.0056529385
316.75837919,0.0040986263,0.0056433417
316.77838919,0.0040941997,0.0056336746
316.7983992,0.0040897969,0.0056239385
316.8184092,0.0040853843,0.0056141336
316.83841921,0.0040809959,0.0056042573
316.85842921,0.0040766075,0.0055943178
316.87843922,0.0040722322,0.0055843065
316.89844922,0.0040678582,0.0055742273
316.91845923,0.0040635103,0.0055640899
316.93846923,0.0040591601,0.0055538816
316.95847924,0.0040548211,0.0055436115
316.97848924,0.0040504918,0.0055332729
316.99849925,0.0040461742,0.0055228765
317.01850925,0.0040418585,0.0055124122
317.03851926,0.004037559,0.0055018892
317.05852926,0.0040332712,0.0054913019
317.07853927,0.0040289895,0.0054806545
317.09854927,0.0040247189,0.0054699415
317.11855928,0.0040204641,0.0054591754
317.13856928,0.0040162127,0.0054483493
317.15857929,0.0040119733,0.0054374626
317.17858929,0.0040077423,0.0054265191
317.1985993,0.0040035266,0.0054155169
317.2186093,0.0039993194,0.0054044551
317.23861931,0.003995121,0.005393344
317.25862931,0.0039909352,0.0053821667
317.27863932,0.003986761,0.0053709443
317.29864932,0.0039825933,0.0053596678
317.31865933,0.0039784433,0.0053483308
317.33866933,0.003974298,0.0053369445
317.35867934,0.0039701704,0.0053255078
317.37868934,0.0039660479,0.00531402
317.39869935,0.0039619422,0.0053024786
317.41870935,0.0039578415,0.0052908817
317.43871936,0.0039537549,0.0052792411
317.45872936,0.0039496785,0.0052675544
317.47873937,0.0039456161,0.0052558123
317.49874937,0.0039415667,0.0052440269
317.51875938,0.0039375285,0.0052321968
317.53876938,0.0039334968,0.0052203177
317.55877939,0.0039294823,0.0052083922
317.57878939,0.0039254767,0.0051964265
317.5987994,0.0039214864,0.0051844167
317.6188094,0.0039175083,0.0051723588
317.63881941,0.003913539,0.005160254
317.65882941,0.0039095837,0.0051481109
317.67883942,0.0039056393,0.0051359315
317.69884942,0.00390171,0.0051237061
317.71885943,0.0038977908,0.0051114406
317.73886943,0.0038938853,0.0050991382
317.75887944,0.0038899928,0.0050867978
317.77888944,0.0038861092,0.0050744135
317.79889945,0.0038822405,0.0050619952
317.81890945,0.0038783879,0.0050495374
317.83891946,0.0038745464,0.0050370488
317.85892946,0.0038707179,0.0050245267
317.87893947,0.0038669049,0.0050119627
317.89894947,0.0038631009,0.0049993694
317.91895948,0.0038593083,0.004986742
317.93896948,0.0038555332,0.0049740807
317.95897949,0.0038517688,0.0049613863
317.97898949,0.0038480193,0.0049486621
317.9989995,0.0038442847,0.0049359151
318.0190095,0.0038405654,0.0049231239
318.03901951,0.003836852,0.00491032
318.05902951,0.0038331593,0.004897478
318.07903952,0.0038294764,0.0048846044
318.09904952,0.0038258089,0.0048717153
318.11905953,0.003822153,0.0048587909
318.13906953,0.0038185136,0.0048458488
318.15907954,0.0038148854,0.0048328764
318.17908954,0.0038112772,0.0048198802
318.19909955,0.0038076786,0.0048068627
318.21910955,0.0038040928,0.0047938228
318.23911956,0.0038005249,0.0047807652
318.25912956,0.0037969677,0.0047676763
318.27913957,0.0037934275,0.0047545731
318.29914957,0.0037899043,0.0047414475
318.31915958,0.0037863902,0.0047283033
318.33916958,0.003782894,0.0047151428
318.35917959,0.003779409,0.0047019622
318.37918959,0.0037759424,0.0046887686
318.3991996,0.0037724897,0.0046755578
318.4192096,0.0037690543,0.0046623298
318.43921961,0.0037656312,0.0046490869
318.45922961,0.0037622242,0.0046358295
318.47923962,0.0037588289,0.0046225586
318.49924962,0.0037554528,0.0046092765
318.51925963,0.0037520842,0.0045959791
318.53926963,0.003748741,0.0045826756
318.55927964,0.0037454027,0.0045693605
318.57928964,0.0037420895,0.0045560347
318.59929965,0.0037387889,0.0045426995
318.61930965,0.0037355016,0.0045293565
318.63931966,0.0037322284,0.0045160037
318.65932966,0.0037289739,0.0045026466
318.67933967,0.0037257376,0.0044892821
318.69934967,0.0037225143,0.0044759065
318.71935968,0.0037193017,0.004462536
318.73936968,0.0037161116,0.0044491594
318.75937969,0.0037129372,0.0044357795
318.77938969,0.0037097761,0.0044223918
318.7993997,0.0037066357,0.0044090063
318.8194097,0.0037035006,0.0043956172
318.83941971,0.0037003886,0.004382228
318.85942971,0.0036972936,0.0043688384
318.87943972,0.0036942137,0.0043554469
318.89944972,0.0036911534,0.0043420633
318.91945973,0.0036881021,0.0043286737
318.93946973,0.00368507,0.0043152883
318.95947974,0.0036820609,0.0043019135
318.97948974,0.0036790611,0.004288536
318.99949975,0.0036760801,0.0042751683
319.01950975,0.0036731167,0.0042618024
319.03951976,0.0036701679,0.0042484449
319.05952976,0.003667233,0.0042350907
319.07953977,0.0036643208,0.0042217472
319.09954977,0.0036614265,0.0042084143
319.11955978,0.0036585438,0.0041950815
319.13956978,0.0036556814,0.004181765
319.15957979,0.003652835,0.0041684578
319.17958979,0.0036500052,0.0041551618
319.1995998,0.0036471924,0.0041418751
319.2196098,0.0036443979,0.0041286014
319.23961981,0.0036416193,0.0041153417
319.25962981,0.0036388603,0.0041020992
319.27963982,0.0036361164,0.0040888684
319.29964982,0.0036333881,0.0040756534
319.31965983,0.0036306805,0.0040624486
319.33966983,0.0036279925,0.004049263
319.35967984,0.0036253172,0.0040360959
319.37968984,0.0036226634,0.0040229447
319.39969985,0.0036200255,0.0040098173
319.41970985,0.0036174031,0.003996701
319.43971986,0.0036148033,0.0039836061
319.45972986,0.003612217,0.0039705331
319.47973987,0.0036096508,0.0039574779
319.49974987,0.0036071027,0.0039444477
319.51975988,0.0036045716,0.0039314399
319.53976988,0.0036020565,0.0039184527
319.55977989,0.0035995618,0.0039054877
319.57978989,0.0035970858,0.0038925481
319.5997999,0.0035946283,0.0038796335
319.6198099,0.0035921854,0.0038667417
319.63981991,0.0035897649,0.0038538771
319.65982991,0.0035873598,0.0038410416
319.67983992,0.0035849751,0.0038282303
319.69984992,0.0035826084,0.0038154484
319.71985993,0.003580261,0.003802696
319.73986993,0.0035779285,0.00378997
319.75987994,0.0035756191,0.0037772756
319.77988994,0.0035733269,0.0037646107
319.79989995,0.0035710486,0.0037519757
319.81990995,0.0035687948,0.0037393689
319.83991996,0.0035665557,0.0037268
319.85992996,0.003564337,0.0037142618
319.87993997,0.0035621386,0.0037017558
319.89994997,0.0035599549,0.0036892849
319.91995998,0.0035577978,0.0036768483
319.93996998,0.0035556511,0.0036644447
319.95997999,0.0035535279,0.0036520781
319.97998999,0.0035514226,0.003639749
320,0.0035493406,0.0036274542
