Energy,Intensity,Angle,Normalized Intensity
270.19992,0.039316151,20,0.0001931870737466692
270.30038,0.038349599,20,0.00019252823037556782
270.40048,0.0355042,20,0.0001905886841646154
270.50085,0.034431182,20,0.00018985726899360293
270.60025,0.037773468,20,0.00019213551473250257
270.70023,0.03575312,20,0.00019075835873146182
270.79675,0.033768538,20,0.0001894055823727071
270.89978,0.034997802,20,0.0001902435015304281
271.00046,0.034765318,20,0.00019008503044735432
271.10052,0.033266619,20,0.00018906345281736
271.19952,0.031260006,20,0.00018769565918244348
271.29559,0.033715434,20,0.00018936938440469403
271.4007,0.033316936,20,0.00018909775104642963
271.50003,0.032344643,20,0.00018843499436306622
271.59778,0.029069621,20,0.00018620259865656394
271.69995,0.031461447,20,0.00018783297002295492
271.79944,0.030873833,20,0.00018743242707372265
271.89951,0.027748134,20,0.00018530181633968226
271.99951,0.031135757,20,0.00018761096572568586
272.09991,0.031990949,20,0.00018819390133620545
272.20105,0.030815776,20,0.00018739285292810394
272.30042,0.025906745,20,0.00018404664648201396
272.39816,0.02823725,20,0.0001856352188201485
272.49985,0.028201876,20,0.0001856111063819048
272.5994,0.026056603,20,0.0001841487961334621
272.70068,0.023623012,20,0.00018248995594863815
272.80112,0.024897162,20,0.0001833584713324859
272.89951,0.024107484,20,0.00018282019287917497
272.99695,0.024528861,20,0.00018310742154683545
273.10031,0.023547618,20,0.00018243856415893535
273.19153,0.025423059,20,0.00018371694532284762
273.30054,0.024794413,20,0.00018328843319947568
273.40067,0.022681139,20,0.00018184793484426988
273.50009,0.021001175,20,0.0001807027992022258
273.59955,0.023662861,20,0.0001825171187391502
273.70074,0.0229358,20,0.00018202152272337835
273.79959,0.020801364,20,0.0001805665994397473
273.89993,0.018294573,20,0.00017885786298988573
273.99939,0.019921517,20,0.00017996685792192577
274.10001,0.019496819,20,0.00017967736551797854
274.20178,0.01639659,20,0.00017756411623025655
274.29977,0.013708168,20,0.00017573157228702006
274.39984,0.016629102,20,0.00017772260639933337
274.50064,0.016096028,20,0.00017735924025741187
274.60049,0.014382095,20,0.00017619094988548993
274.70053,0.013863879,20,0.00017583771159474234
274.80054,0.014229225,20,0.0001760867471254312
274.89984,0.014962083,20,0.00017658629462547116
275.00012,0.012310641,20,0.00017477895783908019
275.10461,0.012843659,20,0.00017514228580899562
275.20041,0.013005338,20,0.00017525249316193298
275.30038,0.012354768,20,0.00017480903669819648
275.40027,0.0091682523,20,0.0001726369706884469
275.49963,0.011519922,20,0.00017423996979544268
275.59686,0.012272479,20,0.00017475294498025005
275.70007,0.012493341,20,0.0001749034940087847
275.79984,0.0082260715,20,0.00017199473977437402
275.89993,0.011651263,20,0.00017432949746410802
275.99768,0.010267047,20,0.00017338595636567518
276.10086,0.0093807848,20,0.0001727818419719046
276.19995,0.0064599626,20,0.0001707908840672748
276.29977,0.0095526222,20,0.00017289897372673756
276.40002,0.009015101,20,0.00017253257618222214
276.50052,0.0080608744,20,0.0001718821343333215
276.5997,0.0045764153,20,0.0001695069773009954
276.69943,0.0058610346,20,0.00017038262900953658
276.80069,0.0056564668,20,0.00017024318680780218
276.8999,0.0042428426,20,0.00016927959981672617
277.00012,0.0021394747,20,0.00016784585388489589
277.09988,0.0034106136,20,0.00016871231677361174
277.20029,0.0028804941,20,0.00016835096454583033
277.29916,0.0021143153,20,0.0001678287041568824
277.40015,0.00064108538,20,0.00016682448734609497
277.50024,0.0036155751,20,0.00016885202733818148
277.59604,0.0021578518,20,0.0001678583805058279
277.69977,-0.00038279383,20,0.00016612656728559431
277.7998,0.0011485222,20,0.00016717037808462715
277.9007,0.0036397779,20,0.00016886852500653464
278.00006,0.0030651367,20,0.00016847682487515863
278.09964,0.00052412529,20,0.00016674476232356135
278.20016,0.0026844256,20,0.00016821731583214832
278.30075,0.0026575213,20,0.00016819897670532522
278.39969,0.0024169313,20,0.00016803498022437718
278.49936,0.001667216,20,0.00016752394206438344
278.59357,0.002562653,20,0.00016813431039602923
278.70029,0.0017722156,20,0.00016759551430305068
278.79935,-0.0016012782,20,0.00016529599598682804
278.90021,-0.0013766451,20,0.00016544911555914797
279.00021,-0.00066162937,20,0.0001659365010013629
279.10034,-0.0025182723,20,0.00016467093340962158
279.19986,-0.0051163007,20,0.00016290000562790561
279.29965,-0.0038855742,20,0.00016373892168846293
279.39996,-0.00364656,20,0.00016390184403642673
279.50082,-0.0046536666,20,0.0001632153569075372
279.5997,-0.008358622,20,0.00016068990012350876
279.70007,-0.0038424036,20,0.00016376834862424753
279.80075,-0.0016607995,20,0.00016525542371141573
279.90009,-0.0029712254,20,0.00016436218111553412
280.00043,-0.005675829,20,0.0001625186070984953
280.0994,-0.004318743,20,0.00016344365522328783
280.20062,-0.0051871352,20,0.0001628517217893017
280.29581,-0.0061272061,20,0.00016221092907372066
280.39935,-0.0095818341,20,0.0001598561062008476
280.49982,-0.0066566784,20,0.0001618500180052662
280.60037,-0.0060163527,20,0.00016228649151397637
280.69861,-0.0049801474,20,0.0001629928135670114
280.79987,-0.0073438613,20,0.00016138160461581666
280.90036,-0.0044113598,20,0.00016338052363312752
281.00061,-0.0054153986,20,0.000162696127648526
281.09973,-0.0075276876,20,0.00016125630071164068
281.20016,-0.0063001132,20,0.00016209306816540806
281.29999,-0.0057214196,20,0.0001624875305867354
281.40094,-0.0047675311,20,0.00016313774197214957
281.49966,-0.0072756717,20,0.00016142808557694245
281.59967,-0.0038086043,20,0.00016379138767931426
281.69952,-0.0031790293,20,0.0001642205330490007
281.79987,-0.0034508293,20,0.0001640352624911152
281.89954,-0.0036800215,20,0.00016387903524035357
282.00006,3.9230599e-05,20,0.000166414237268678
282.10202,0.001904457,20,0.0001676856557230417
282.19839,0.0049660476,20,0.00016977256741722502
282.30051,0.007531262,20,0.00017152112776668766
282.39868,0.0063808821,20,0.00017073697940078156
282.50177,0.0063688653,20,0.00017072878823359982
282.59982,0.0050663478,20,0.00016984093634294257
282.69489,0.0043484331,20,0.00016935157483822141
282.80139,0.0039188666,20,0.0001690587638554991
282.90005,0.0022448401,20,0.0001679176754685597
283.00031,0.00062231434,20,0.00016681169219873334
283.10001,0.0039826939,20,0.0001691022712855187
283.19971,0.0041076746,20,0.00016918746350043379
283.30032,0.0075680441,20,0.00017154620002639038
283.401,0.005445539,20,0.0001700994093568104
283.50012,0.020708241,20,0.00018050312280191812
283.60101,0.03648119,20,0.0001912546425249854
283.70023,0.088334195,20,0.00022659987859706082
283.80029,0.19014257,20,0.00029599684119333426
283.89987,0.31832486,20,0.00038337139740872103
284.00171,0.44039613,20,0.00046658041983216705
284.10089,0.50540942,20,0.0005108962715918154
284.19962,0.52768993,20,0.0005260836244898052
284.3002,0.52446705,20,0.0005238867710107837
284.39972,0.50861597,20,0.0005130819938412185
284.49951,0.50234789,20,0.0005088094012051957
284.60034,0.50626856,20,0.0005114818983287607
284.70023,0.56170046,20,0.0005492666630000401
284.80011,0.70644224,20,0.000647928879077824
284.90048,0.91246939,20,0.0007883658364731938
285.0,1.1110566,20,0.0009237314111075821
285.10156,1.1487414,20,0.0009494189899148075
285.19962,1.0337006,20,0.0008710022379074665
285.30008,0.86921632,20,0.0007588826855932784
285.39987,0.72266644,20,0.0006589879908704881
285.50049,0.52692997,20,0.000525565603102128
285.59723,0.41970068,20,0.0004524735119322713
285.70236,0.34247532,20,0.0003998333885691025
285.7988,0.30408299,20,0.0003736635269148546
285.89941,0.28470403,20,0.00036045399516194455
285.99982,0.27386901,20,0.0003530683800033697
286.09372,0.26537892,20,0.0003472811698826994
286.20023,0.2669526,20,0.0003483538577838519
286.29605,0.28507984,20,0.00036071016340461913
286.40369,0.33741358,20,0.0003963830891074712
286.49942,0.40586236,20,0.0004430407184569284
286.59451,0.50912279,20,0.0005134274641287371
286.7002,0.63299441,20,0.0005978636824642109
286.80005,0.78523648,20,0.0007016384184559135
286.89984,0.91128933,20,0.0007875614568759224
286.9996,0.95350361,20,0.000816336523860231
287.10059,0.93703306,20,0.0008051094893231405
287.20013,0.9025923,20,0.0007816331875600761
287.30066,0.85402888,20,0.0007485302739610022
287.40085,0.81125635,20,0.0007193746797914853
287.50323,0.78504628,20,0.0007015087699639715
287.60022,0.7769984,20,0.0006960229891788515
287.70038,0.77930766,20,0.0006975970800121947
287.7995,0.79017448,20,0.0007050043714170564
287.8999,0.80685306,20,0.0007163732081401546
287.99335,0.8289178,20,0.0007314134829355877
288.09857,0.85596347,20,0.0007498489736246509
288.20004,0.8813079,20,0.0007671248260359469
288.29968,0.90400112,20,0.0007825934998020197
288.39902,0.92613816,20,0.0007976830573838219
288.50058,0.95210296,20,0.0008153817806413115
288.59918,0.97915643,20,0.0008338225881455016
288.70029,1.0127379,20,0.000856713160925176
288.80112,1.029862,20,0.0008683856832220386
288.90076,1.0321667,20,0.0008699566657634615
289.00128,1.0212051,20,0.0008624847682383775
289.10034,1.0128313,20,0.0008567768263781064
289.1991,1.0068225,20,0.0008526809701300473
289.30176,1.009554,20,0.00085454287788893
289.40079,1.0152539,20,0.0008584281746251022
289.49954,1.0251799,20,0.0008651941626956377
289.5936,1.0343285,20,0.0008714302415251865
289.70041,1.0569279,20,0.0008868349635482836
289.79962,1.0682712,20,0.000894567044193106
289.90015,1.0942931,20,0.0009123046892638967
290.00024,1.1230295,20,0.000931892654163165
290.09933,1.1549013,20,0.0009536178424148771
290.1994,1.1878397,20,0.0009760700710530525
290.2995,1.2388017,20,0.001010807959835103
290.40091,1.2900763,20,0.0010457589302080108
290.50046,1.3490933,20,0.0010859874530730921
290.60077,1.4087607,20,0.0011266593165226058
290.70013,1.486601,20,0.0011797186094106684
290.80054,1.56718,20,0.0012346447178869615
290.89999,1.6660287,20,0.001302024238840815
291.00235,1.7633666,20,0.0013683739336031544
291.10242,1.8725319,20,0.00144278569236967
291.19971,1.9812431,20,0.0015168879170657818
291.3002,2.0861678,20,0.001588409100674942
291.40002,2.1847141,20,0.0016555824927961809
291.50046,2.2731948,20,0.0017158947394889713
291.60095,2.3472042,20,0.0017663427263424362
291.70013,2.409482,20,0.0018087939505877716
291.80026,2.4590273,20,0.0018425661557813142
291.90045,2.5027218,20,0.0018723502043152672
292.00006,2.5391665,20,0.0018971924776816026
292.10004,2.5681634,20,0.0019169580105732522
292.20038,2.5994804,20,0.0019383050233079855
292.2998,2.6280222,20,0.0019577603404862657
292.39737,2.6611218,20,0.0019803224499703983
292.50034,2.6906743,20,0.0020004667036933985
292.60062,2.7254181,20,0.002024149570540575
292.70013,2.7551749,20,0.002044433083921324
292.79965,2.7834527,20,0.0020637084473568456
292.90036,2.8037679,20,0.002077556160519302
292.99969,2.8187439,20,0.00208776444556306
293.10001,2.8269143,20,0.0020933337412442515
293.19943,2.8291101,20,0.0020948304928667862
293.29971,2.8253555,20,0.0020922711961904182
293.39993,2.8196981,20,0.002088414869280258
293.50021,2.8137047,20,0.00208432951033386
293.59995,2.8072224,20,0.002079910896141876
293.70007,2.8013089,20,0.002075880000468381
293.80042,2.7988403,20,0.0020741972966449953
293.89975,2.7983801,20,0.002073883604552505
293.99985,2.8012419,20,0.0020758343303897264
294.10028,2.8013852,20,0.00207593200982661
294.20013,2.807575,20,0.002080151243451333
294.30048,2.8121951,20,0.002083300502113904
294.39993,2.8132296,20,0.002084005661761191
294.49976,2.8126509,20,0.0020836111949773485
294.5997,2.8108492,20,0.0020823830788473177
294.69986,2.8076653,20,0.002080212795811072
294.79984,2.8027587,20,0.0020768682464390297
294.89969,2.7946312,20,0.0020713281932410368
295.00009,2.788486,20,0.0020671393608925523
295.10019,2.7806156,20,0.00206177455810086
295.20001,2.7696199,20,0.0020542794165506694
295.30029,2.758913,20,0.00204698113348877
295.40012,2.7437932,20,0.0020366748281866456
295.50082,2.7301655,20,0.00202738560235259
295.59973,2.7098308,20,0.0020135245971523164
295.70047,2.6915228,20,0.0020010450777491963
295.80038,2.672389,20,0.0019880026575855845
295.90036,2.6530137,20,0.0019747956206459263
296.00003,2.6348078,20,0.0019623856969895326
296.10062,2.6158221,20,0.0019494442281490362
296.2001,2.600158,20,0.0019387669045810656
296.30011,2.5858142,20,0.0019289895542197776
296.40039,2.5719464,20,0.0019195366659098263
296.5004,2.560827,20,0.0019119572051248667
296.60098,2.5480032,20,0.0019032159520703698
296.70016,2.5400662,20,0.0018978057518572085
296.79971,2.5284364,20,0.001889878380502915
296.90042,2.522742,20,0.0018859968328030503
296.99847,2.5172741,20,0.0018822696772347568
297.09918,2.5134068,20,0.0018796335593962335
297.20001,2.5099001,20,0.0018772432420108873
297.2999,2.5079501,20,0.001875914038229148
297.3999,2.5083132,20,0.0018761615427897375
297.50034,2.5089314,20,0.001876582934470697
297.60071,2.5105882,20,0.0018777122805351
297.69623,2.5126989,20,0.001879151024341314
297.80008,2.5126958,20,0.0018791489112481223
297.89944,2.5185337,20,0.0018831282747134638
297.99936,2.5197489,20,0.0018839566072445253
298.10004,2.524627,20,0.001887281729792065
298.19833,2.5289814,20,0.0018902498759188371
298.30032,2.5334046,20,0.0018932649190816007
298.40012,2.5391872,20,0.0018972065876909784
298.50043,2.5431263,20,0.001899891647494388
298.60089,2.5496616,20,0.0019043463887635165
298.70123,2.5513842,20,0.0019055205869350164
298.80133,2.5563993,20,0.00190893909456876
298.89905,2.5586581,20,0.0019104787896980899
298.99979,2.5632303,20,0.0019135953976626378
299.10022,2.563843,20,0.0019140130403072898
299.20068,2.5681992,20,0.001916982413391399
299.30045,2.5694456,20,0.0019178320131829681
299.39975,2.569381,20,0.0019177879790474295
299.50031,2.5696957,20,0.0019180024920885134
299.60004,2.5700881,20,0.0019182699687879771
299.702,2.5676713,20,0.0019166225740701785
299.79922,2.5668986,20,0.001916095868551127
299.90167,2.5637212,20,0.0019139300161941535
300.00046,2.5608673,20,0.0019119846753363557
300.10086,2.5565975,20,0.0019090741962044223
300.20163,2.5529888,20,0.0019066143512366466
300.30023,2.5486703,20,0.0019036706760923176
300.39304,2.5445685,20,0.0019008747129785032
300.50119,2.5401182,20,0.0018978411972913882
300.59973,2.5350816,20,0.0018944080343338966
300.69931,2.5317433,20,0.0018921325056238554
300.80084,2.5259087,20,0.0018881553915802984
300.90042,2.5244515,20,0.0018871621014517085
300.99988,2.5192771,20,0.0018836350080936408
301.10165,2.5156219,20,0.0018811434667279931
