eV_,Total_Specf0
302.33116558,0.025067795
302.35117559,0.025062595
302.37118559,0.025057346
302.3911956,0.025052063
302.4112056,0.025046719
302.43121561,0.025041327
302.45122561,0.025035817
302.47123562,0.02503025
302.49124562,0.025024649
302.51125563,0.025018902
302.53126563,0.025013095
302.55127564,0.025007175
302.57128564,0.025001206
302.59129565,0.024995102
302.61130565,0.024988867
302.63131566,0.024982557
302.65132566,0.02497611
302.67133567,0.024969546
302.69134567,0.024962859
302.71135568,0.024956021
302.73136568,0.024949046
302.75137569,0.024941938
302.77138569,0.024934702
302.7913957,0.024927292
302.8114057,0.024919746
302.83141571,0.02491203
302.85142571,0.024904165
302.87143572,0.024896106
302.89144572,0.024887891
302.91145573,0.024879478
302.93146573,0.024870886
302.95147574,0.024862152
302.97148574,0.024853198
302.99149575,0.024844076
303.01150575,0.024834746
303.03151576,0.024825227
303.05152576,0.024815496
303.07153577,0.024805555
303.09154577,0.024795404
303.11155578,0.024785053
303.13156578,0.024774445
303.15157579,0.024763659
303.17158579,0.024752619
303.1915958,0.024741389
303.2116058,0.024729908
303.23161581,0.024718214
303.25162581,0.024706278
303.27163582,0.024694093
303.29164582,0.024681674
303.31165583,0.024669033
303.33166583,0.024656126
303.35167584,0.024642974
303.37168584,0.024629598
303.39169585,0.024615932
303.41170585,0.024602056
303.43171586,0.024587903
303.45172586,0.024573458
303.47173587,0.024558775
303.49174587,0.024543837
303.51175588,0.024528647
303.53176588,0.024513172
303.55177589,0.024497462
303.57178589,0.024481475
303.5917959,0.024465196
303.6118059,0.024448654
303.63181591,0.024431851
303.65182591,0.024414733
303.67183592,0.024397383
303.69184592,0.024379732
303.71185593,0.024361819
303.73186593,0.024343625
303.75187594,0.024325166
303.77188594,0.024306413
303.79189595,0.024287384
303.81190595,0.024268037
303.83191596,0.02424846
303.85192596,0.024228588
303.87193597,0.02420843
303.89194597,0.024187988
303.91195598,0.024167256
303.93196598,0.024146287
303.95197599,0.024124989
303.97198599,0.024103422
303.991996,0.024081567
304.012006,0.024059439
304.03201601,0.024037039
304.05202601,0.024014328
304.07203602,0.023991399
304.09204602,0.023968149
304.11205603,0.023944585
304.13206603,0.023920774
304.15207604,0.023896711
304.17208604,0.023872344
304.19209605,0.023847707
304.21210605,0.023822786
304.23211606,0.023797633
304.25212606,0.023772171
304.27213607,0.023746446
304.29214607,0.023720438
304.31215608,0.023694161
304.33216608,0.023667647
304.35217609,0.023640838
304.37218609,0.023613764
304.3921961,0.023586435
304.4122061,0.023558851
304.43221611,0.023530988
304.45222611,0.023502892
304.47223612,0.023474528
304.49224612,0.023445902
304.51225613,0.023417033
304.53226613,0.023387933
304.55227614,0.023358572
304.57228614,0.023328988
304.59229615,0.02329913
304.61230615,0.023269018
304.63231616,0.023238687
304.65232616,0.023208117
304.67233617,0.023177322
304.69234617,0.023146259
304.71235618,0.023115031
304.73236618,0.02308356
304.75237619,0.023051823
304.77238619,0.023019921
304.7923962,0.02298777
304.8124062,0.022955405
304.83241621,0.022922853
304.85242621,0.022890059
304.87243622,0.022857079
304.89244622,0.022823859
304.91245623,0.02279046
304.93246623,0.022756891
304.95247624,0.022723064
304.97248624,0.022689106
304.99249625,0.022654938
305.01250625,0.022620566
305.03251626,0.022586038
305.05252626,0.022551304
305.07253627,0.022516431
305.09254627,0.022481343
305.11255628,0.022446135
305.13256628,0.022410749
305.15257629,0.022375194
305.17258629,0.022339476
305.1925963,0.022303581
305.2126063,0.022267576
305.23261631,0.022231398
305.25262631,0.022195067
305.27263632,0.022158632
305.29264632,0.022122033
305.31265633,0.022085285
305.33266633,0.022048404
305.35267634,0.022011423
305.37268634,0.021974329
305.39269635,0.021937096
305.41270635,0.02189976
305.43271636,0.021862278
305.45272636,0.021824704
305.47273637,0.021787053
305.49274637,0.021749264
305.51275638,0.021711392
305.53276638,0.021673426
305.55277639,0.021635376
305.57278639,0.021597253
305.5927964,0.021559013
305.6128064,0.021520711
305.63281641,0.02148235
305.65282641,0.021443892
305.67283642,0.021405371
305.69284642,0.021366781
305.71285643,0.021328149
305.73286643,0.021289447
305.75287644,0.021250701
305.77288644,0.021211909
305.79289645,0.02117306
305.81290645,0.021134192
305.83291646,0.021095259
305.85292646,0.021056322
305.87293647,0.021017361
305.89294647,0.02097833
305.91295648,0.020939307
305.93296648,0.020900276
305.95297649,0.020861203
305.97298649,0.020822128
305.9929965,0.020783033
306.0130065,0.020743947
306.03301651,0.020704867
306.05302651,0.020665798
306.07303652,0.020626718
306.09304652,0.020587642
306.11305653,0.020548601
306.13306653,0.020509586
306.15307654,0.020470548
306.17308654,0.020431595
306.19309655,0.020392627
306.21310655,0.020353707
306.23311656,0.020314815
306.25312656,0.020275988
306.27313657,0.020237172
306.29314657,0.020198412
306.31315658,0.020159712
306.33316658,0.02012104
306.35317659,0.020082457
306.37318659,0.020043934
306.3931966,0.020005455
306.4132066,0.019967038
306.43321661,0.019928703
306.45322661,0.019890439
306.47323662,0.019852247
306.49324662,0.019814128
306.51325663,0.019776128
306.53326663,0.019738186
306.55327664,0.019700328
306.57328664,0.019662553
306.59329665,0.019624898
306.61330665,0.019587368
306.63331666,0.019549893
306.65332666,0.019512549
306.67333667,0.019475298
306.69334667,0.019438131
306.71335668,0.019401131
306.73336668,0.019364212
306.75337669,0.019327402
306.77338669,0.019290743
306.7933967,0.019254206
306.8134067,0.019217784
306.83341671,0.019181494
306.85342671,0.019145343
306.87343672,0.019109331
306.89344672,0.019073455
306.91345673,0.019037711
306.93346673,0.019002115
306.95347674,0.018966665
306.97348674,0.018931342
306.99349675,0.018896207
307.01350675,0.018861169
307.03351676,0.018826338
307.05352676,0.018791625
307.07353677,0.01875711
307.09354677,0.018722735
307.11355678,0.018688539
307.13356678,0.018654501
307.15357679,0.018620629
307.17358679,0.01858695
307.1935968,0.018553425
307.2136068,0.018520085
307.23361681,0.018486904
307.25362681,0.018453881
307.27363682,0.018421067
307.29364682,0.018388435
307.31365683,0.018355969
307.33366683,0.018323708
307.35367684,0.018291632
307.37368684,0.018259756
307.39369685,0.01822805
307.41370685,0.018196542
307.43371686,0.018165259
307.45372686,0.01813416
307.47373687,0.018103221
307.49374687,0.018072508
307.51375688,0.018041983
307.53376688,0.018011672
307.55377689,0.017981583
307.57378689,0.017951658
307.5937969,0.017921956
307.6138069,0.017892471
307.63381691,0.017863164
307.65382691,0.017834125
307.67383692,0.017805262
307.69384692,0.017776595
307.71385693,0.017748158
307.73386693,0.017719947
307.75387694,0.017691923
307.77388694,0.017664127
307.79389695,0.017636551
307.81390695,0.017609226
307.83391696,0.017582092
307.85392696,0.017555147
307.87393697,0.017528467
307.89394697,0.017501989
307.91395698,0.017475756
307.93396698,0.017449705
307.95397699,0.017423902
307.97398699,0.017398309
307.993997,0.017372953
308.014007,0.017347803
308.03401701,0.017322903
308.05402701,0.017298212
308.07403702,0.017273765
308.09404702,0.017249517
308.11405703,0.017225524
308.13406703,0.017201755
308.15407704,0.017178215
308.17408704,0.017154891
308.19409705,0.017131807
308.21410705,0.017108941
308.23411706,0.017086321
308.25412706,0.017063916
308.27413707,0.017041754
308.29414707,0.017019792
308.31415708,0.016998081
308.33416708,0.016976586
308.35417709,0.01695534
308.37418709,0.016934305
308.3941971,0.016913518
308.4142071,0.016892927
308.43421711,0.016872577
308.45422711,0.016852479
308.47423712,0.016832614
308.49424712,0.016812941
308.51425713,0.016793504
308.53426713,0.016774295
308.55427714,0.016755309
308.57428714,0.01673656
308.59429715,0.016718052
308.61430715,0.016699741
308.63431716,0.016681673
308.65432716,0.016663846
308.67433717,0.016646212
308.69434717,0.016628822
308.71435718,0.01661163
308.73436718,0.016594695
308.75437719,0.016577952
308.77438719,0.016561467
308.7943972,0.016545178
308.8144072,0.016529074
308.83441721,0.016513254
308.85442721,0.016497636
308.87443722,0.016482199
308.89444722,0.016466996
308.91445723,0.016452022
308.93446723,0.016437251
308.95447724,0.016422719
308.97448724,0.016408391
308.99449725,0.016394276
309.01450725,0.01638034
309.03451726,0.016366664
309.05452726,0.016353168
309.07453727,0.016339907
309.09454727,0.016326839
309.11455728,0.016313966
309.13456728,0.016301304
309.15457729,0.016288847
309.17458729,0.016276591
309.1945973,0.016264534
309.2146073,0.016252702
309.23461731,0.016241051
309.25462731,0.016229581
309.27463732,0.016218351
309.29464732,0.016207287
309.31465733,0.016196445
309.33466733,0.016185764
309.35467734,0.016175324
309.37468734,0.016165003
309.39469735,0.016154917
309.41470735,0.016145021
309.43471736,0.016135287
309.45472736,0.016125772
309.47473737,0.01611644
309.49474737,0.016107272
309.51475738,0.0160983
309.53476738,0.016089505
309.55477739,0.016080867
309.57478739,0.01607245
309.5947974,0.016064188
309.6148074,0.016056094
309.63481741,0.016048186
309.65482741,0.016040437
309.67483742,0.016032884
309.69484742,0.016025458
309.71485743,0.016018208
309.73486743,0.016011138
309.75487744,0.016004236
309.77488744,0.015997484
309.79489745,0.015990905
309.81490745,0.015984487
309.83491746,0.015978206
309.85492746,0.015972102
309.87493747,0.015966162
309.89494747,0.015960339
309.91495748,0.01595469
309.93496748,0.015949169
309.95497749,0.015943842
309.97498749,0.01593861
309.9949975,0.01593357
310.0150075,0.015928647
310.03501751,0.015923854
310.05502751,0.015919214
310.07503752,0.015914697
310.09504752,0.015910346
310.11505753,0.015906118
310.13506753,0.015902035
310.15507754,0.015898054
310.17508754,0.015894214
310.19509755,0.015890485
310.21510755,0.015886936
310.23511756,0.015883468
310.25512756,0.015880112
310.27513757,0.015876904
310.29514757,0.015873805
310.31515758,0.015870836
310.33516758,0.015867947
310.35517759,0.015865222
310.37518759,0.01586256
310.3951976,0.015860017
310.4152076,0.015857618
310.43521761,0.015855275
310.45522761,0.015853077
310.47523762,0.015850972
310.49524762,0.015848964
310.51525763,0.015847061
310.53526763,0.015845248
310.55527764,0.015843537
310.57528764,0.01584192
310.59529765,0.015840361
310.61530765,0.015838925
310.63531766,0.015837597
310.65532766,0.015836345
310.67533767,0.015835138
310.69534767,0.015834071
310.71535768,0.015833044
310.73536768,0.015832143
310.75537769,0.015831294
310.77538769,0.015830513
310.7953977,0.015829789
310.8154077,0.015829166
310.83541771,0.0158286
310.85542771,0.01582811
310.87543772,0.015827687
310.89544772,0.015827337
310.91545773,0.015827043
310.93546773,0.015826808
310.95547774,0.015826639
310.97548774,0.015826521
310.99549775,0.015826479
311.01550775,0.015826488
311.03551776,0.015826534
311.05552776,0.015826641
311.07553777,0.01582679
311.09554777,0.015827002
311.11555778,0.015827259
311.13556778,0.015827548
311.15557779,0.015827874
311.17558779,0.015828261
311.1955978,0.015828665
311.2156078,0.015829144
311.23561781,0.015829643
311.25562781,0.015830165
311.27563782,0.01583072
311.29564782,0.015831325
311.31565783,0.015831938
311.33566783,0.015832605
311.35567784,0.0158333
311.37568784,0.015834
311.39569785,0.015834726
311.41570785,0.015835458
311.43571786,0.015836239
311.45572786,0.015837029
311.47573787,0.015837824
311.49574787,0.015838647
311.51575788,0.015839484
311.53576788,0.015840327
311.55577789,0.015841186
311.57578789,0.015842048
311.5957979,0.015842937
311.6158079,0.015843827
311.63581791,0.015844706
311.65582791,0.015845586
311.67583792,0.015846478
311.69584792,0.015847387
311.71585793,0.015848266
311.73586793,0.015849127
311.75587794,0.015850026
311.77588794,0.01585089
311.79589795,0.015851784
311.81590795,0.015852623
311.83591796,0.015853476
311.85592796,0.015854299
311.87593797,0.015855126
311.89594797,0.015855908
311.91595798,0.015856724
311.93596798,0.015857508
311.95597799,0.015858257
311.97598799,0.015858995
311.995998,0.015859714
312.016008,0.015860397
312.03601801,0.01586109
312.05602801,0.015861718
312.07603802,0.015862318
312.09604802,0.015862906
312.11605803,0.01586348
312.13606803,0.015863992
312.15607804,0.015864499
312.17608804,0.015864966
312.19609805,0.015865378
312.21610805,0.015865751
312.23611806,0.015866125
312.25612806,0.015866438
312.27613807,0.015866725
312.29614807,0.015866973
312.31615808,0.015867146
312.33616808,0.015867323
312.35617809,0.015867418
312.37618809,0.015867481
312.3961981,0.015867494
312.4162081,0.015867459
312.43621811,0.015867384
312.45622811,0.015867261
312.47623812,0.015867077
312.49624812,0.01586685
312.51625813,0.01586657
312.53626813,0.015866231
312.55627814,0.015865823
312.57628814,0.015865384
312.59629815,0.015864879
312.61630815,0.015864307
312.63631816,0.015863689
312.65632816,0.015863013
312.67633817,0.015862249
312.69634817,0.015861461
312.71635818,0.01586058
312.73636818,0.015859647
312.75637819,0.015858641
312.77638819,0.015857577
312.7963982,0.015856447
312.8164082,0.015855242
312.83641821,0.015853995
312.85642821,0.015852632
312.87643822,0.015851224
312.89644822,0.015849741
312.91645823,0.015848197
312.93646823,0.01584658
312.95647824,0.015844883
312.97648824,0.015843112
312.99649825,0.015841246
313.01650825,0.015839342
313.03651826,0.015837336
313.05652826,0.015835257
313.07653827,0.015833082
313.09654827,0.01583086
313.11655828,0.015828542
313.13656828,0.015826156
313.15657829,0.015823668
313.17658829,0.015821103
313.1965983,0.01581848
313.2166083,0.015815744
313.23661831,0.015812958
313.25662831,0.015810044
313.27663832,0.015807087
313.29664832,0.015804017
313.31665833,0.015800862
313.33666833,0.015797632
313.35667834,0.015794301
313.37668834,0.01579091
313.39669835,0.015787413
313.41670835,0.015783818
313.43671836,0.015780121
313.45672836,0.015776349
313.47673837,0.015772512
313.49674837,0.015768543
313.51675838,0.015764516
313.53676838,0.015760375
313.55677839,0.015756145
313.57678839,0.015751813
313.5967984,0.015747417
313.6168084,0.015742905
313.63681841,0.015738295
313.65682841,0.01573362
313.67683842,0.0157288
313.69684842,0.015723918
313.71685843,0.015718939
313.73686843,0.01571385
313.75687844,0.015708691
313.77688844,0.015703408
313.79689845,0.015698032
313.81690845,0.015692566
313.83691846,0.015687007
313.85692846,0.015681334
313.87693847,0.015675575
313.89694847,0.015669696
313.91695848,0.015663736
313.93696848,0.015657673
313.95697849,0.015651502
313.97698849,0.015645253
313.9969985,0.015638888
314.0170085,0.015632425
314.03701851,0.015625851
314.05702851,0.015619201
314.07703852,0.015612431
314.09704852,0.015605576
314.11705853,0.015598604
314.13706853,0.015591526
314.15707854,0.015584354
314.17708854,0.015577096
314.19709855,0.015569712
314.21710855,0.015562244
314.23711856,0.015554656
314.25712856,0.015546972
314.27713857,0.015539191
314.29714857,0.015531304
314.31715858,0.015523314
314.33716858,0.015515218
314.35717859,0.015507031
314.37718859,0.015498732
314.3971986,0.015490332
314.4172086,0.015481824
314.43721861,0.015473234
314.45722861,0.015464518
314.47723862,0.015455717
314.49724862,0.015446815
314.51725863,0.015437791
314.53726863,0.015428661
314.55727864,0.015419445
314.57728864,0.015410124
314.59729865,0.015400708
314.61730865,0.01539117
314.63731866,0.015381547
314.65732866,0.015371825
314.67733867,0.015361973
314.69734867,0.01535204
314.71735868,0.015342
314.73736868,0.01533186
314.75737869,0.015321629
314.77738869,0.015311281
314.7973987,0.015300842
314.8174087,0.015290287
314.83741871,0.015279638
314.85742871,0.0152689
314.87743872,0.015258049
314.89744872,0.015247089
314.91745873,0.015236055
314.93746873,0.015224896
314.95747874,0.015213648
314.97748874,0.015202309
314.99749875,0.015190861
315.01750875,0.015179323
315.03751876,0.015167673
315.05752876,0.015155927
315.07753877,0.015144091
315.09754877,0.015132149
315.11755878,0.015120108
315.13756878,0.015107974
315.15757879,0.015095754
315.17758879,0.015083427
315.1975988,0.015070993
315.2176088,0.015058469
315.23761881,0.015045851
315.25762881,0.015033144
315.27763882,0.015020337
315.29764882,0.015007429
315.31765883,0.014994429
315.33766883,0.014981328
315.35767884,0.014968156
315.37768884,0.014954879
315.39769885,0.014941508
315.41770885,0.014928047
315.43771886,0.014914485
315.45772886,0.014900847
315.47773887,0.014887096
315.49774887,0.014873266
315.51775888,0.014859354
315.53776888,0.014845339
315.55777889,0.014831247
315.57778889,0.014817046
315.5977989,0.014802768
315.6178089,0.014788412
315.63781891,0.014773946
315.65782891,0.014759416
315.67783892,0.014744777
315.69784892,0.01473007
315.71785893,0.014715268
315.73786893,0.014700379
315.75787894,0.014685422
315.77788894,0.014670352
315.79789895,0.014655224
315.81790895,0.01464
315.83791896,0.014624691
315.85792896,0.014609304
315.87793897,0.014593824
315.89794897,0.014578281
315.91795898,0.014562649
315.93796898,0.014546926
315.95797899,0.014531146
315.97798899,0.014515277
315.997999,0.014499332
316.018009,0.014483302
316.03801901,0.014467191
316.05802901,0.014451016
316.07803902,0.014434754
316.09804902,0.014418421
316.11805903,0.014402015
316.13806903,0.014385516
316.15807904,0.014368985
316.17808904,0.014352354
316.19809905,0.01433565
316.21810905,0.014318876
316.23811906,0.014302045
316.25812906,0.014285117
316.27813907,0.014268138
316.29814907,0.014251085
316.31815908,0.014233952
316.33816908,0.014216767
316.35817909,0.01419952
316.37818909,0.014182188
316.3981991,0.014164812
316.4182091,0.014147351
316.43821911,0.014129828
316.45822911,0.014112243
316.47823912,0.014094598
316.49824912,0.014076892
316.51825913,0.01405912
316.53826913,0.014041287
316.55827914,0.014023387
316.57828914,0.014005451
316.59829915,0.013987437
316.61830915,0.013969349
316.63831916,0.013951227
316.65832916,0.013933043
316.67833917,0.01391481
316.69834917,0.01389651
316.71835918,0.013878155
316.73836918,0.013859741
316.75837919,0.013841297
316.77838919,0.013822787
316.7983992,0.01380422
316.8184092,0.013785603
316.83841921,0.013766937
316.85842921,0.013748224
316.87843922,0.013729466
316.89844922,0.013710662
316.91845923,0.0136918
316.93846923,0.013672892
316.95847924,0.01365394
316.97848924,0.013634962
316.99849925,0.0136159
317.01850925,0.013596818
317.03851926,0.013577697
317.05852926,0.013558534
317.07853927,0.013539324
317.09854927,0.013520082
317.11855928,0.013500787
317.13856928,0.013481456
317.15857929,0.013462094
317.17858929,0.013442698
317.1985993,0.01342325
317.2186093,0.013403773
317.23861931,0.013384251
317.25862931,0.013364719
317.27863932,0.013345148
317.29864932,0.013325529
317.31865933,0.013305889
317.33866933,0.01328622
317.35867934,0.013266518
317.37868934,0.013246783
317.39869935,0.013227022
317.41870935,0.013207245
317.43871936,0.013187424
317.45872936,0.013167582
317.47873937,0.01314773
317.49874937,0.013127824
317.51875938,0.013107905
317.53876938,0.013087981
317.55877939,0.013068024
317.57878939,0.01304804
317.5987994,0.013028038
317.6188094,0.013008025
317.63881941,0.012987985
317.65882941,0.012967941
317.67883942,0.012947865
317.69884942,0.012927779
317.71885943,0.012907687
317.73886943,0.012887558
317.75887944,0.012867429
317.77888944,0.012847277
317.79889945,0.012827127
317.81890945,0.012806956
317.83891946,0.01278678
317.85892946,0.012766605
317.87893947,0.012746408
317.89894947,0.012726214
317.91895948,0.012706011
317.93896948,0.012685794
317.95897949,0.012665573
317.97898949,0.012645343
317.9989995,0.012625119
318.0190095,0.012604897
318.03901951,0.012584658
318.05902951,0.012564434
318.07903952,0.012544197
318.09904952,0.012523962
318.11905953,0.012503731
318.13906953,0.012483514
318.15907954,0.01246328
318.17908954,0.012443059
318.19909955,0.012422856
318.21910955,0.012402643
318.23911956,0.01238243
318.25912956,0.012362242
318.27913957,0.012342053
318.29914957,0.012321868
318.31915958,0.012301708
318.33916958,0.012281539
318.35917959,0.012261407
318.37918959,0.01224129
318.3991996,0.012221157
318.4192096,0.012201053
318.43921961,0.012180966
318.45922961,0.012160881
318.47923962,0.012140828
318.49924962,0.012120795
318.51925963,0.012100781
318.53926963,0.012080761
318.55927964,0.012060776
318.57928964,0.012040821
318.59929965,0.012020887
318.61930965,0.012000968
318.63931966,0.011981074
318.65932966,0.011961202
318.67933967,0.011941362
318.69934967,0.011921545
318.71935968,0.011901745
318.73936968,0.011881986
318.75937969,0.011862244
318.77938969,0.01184253
318.7993997,0.011822867
318.8194097,0.011803216
318.83941971,0.011783603
318.85942971,0.011764016
318.87943972,0.011744467
318.89944972,0.011724951
318.91945973,0.011705464
318.93946973,0.01168603
318.95947974,0.011666619
318.97948974,0.011647242
318.99949975,0.011627912
319.01950975,0.011608607
319.03951976,0.011589366
319.05952976,0.011570139
319.07953977,0.011550977
319.09954977,0.01153183
319.11955978,0.011512747
319.13956978,0.011493701
319.15957979,0.011474699
319.17958979,0.011455745
319.1995998,0.011436836
319.2196098,0.011417971
319.23961981,0.011399154
319.25962981,0.011380381
319.27963982,0.011361664
319.29964982,0.011342995
319.31965983,0.011324367
319.33966983,0.011305793
319.35967984,0.011287286
319.37968984,0.011268823
319.39969985,0.011250419
319.41970985,0.011232063
319.43971986,0.011213752
319.45972986,0.011195511
319.47973987,0.011177321
319.49974987,0.011159188
319.51975988,0.011141115
319.53976988,0.011123117
319.55977989,0.011105148
319.57978989,0.011087273
319.5997999,0.011069421
319.6198099,0.011051648
319.63981991,0.011033939
319.65982991,0.01101629
319.67983992,0.010998712
319.69984992,0.010981197
319.71985993,0.010963746
319.73986993,0.010946346
319.75987994,0.010929027
319.77988994,0.010911781
319.79989995,0.010894598
319.81990995,0.010877489
319.83991996,0.010860438
319.85992996,0.010843455
319.87993997,0.010826549
319.89994997,0.010809724
319.91995998,0.010792951
319.93996998,0.010776264
319.95997999,0.010759649
319.97998999,0.010743116
320,0.010726645
