Energy,Difference
270.2,-0.0
270.21999999999997,-0.0
270.23999999999995,-0.0
270.25999999999993,-0.0
270.2799999999999,-0.0
270.2999999999999,-0.0
270.3199999999999,-0.0
270.33999999999986,-0.0
270.35999999999984,-0.0
270.3799999999998,-0.0
270.3999999999998,-0.0
270.4199999999998,-0.0
270.43999999999977,-0.0
270.45999999999975,-0.0
270.47999999999973,-0.0
270.4999999999997,-0.0
270.5199999999997,-0.0
270.5399999999997,-0.0
270.55999999999966,-0.0
270.57999999999964,-0.0
270.5999999999996,-0.0
270.6199999999996,-0.0
270.6399999999996,-0.0
270.65999999999957,-0.0
270.67999999999955,-0.0
270.69999999999953,-0.0
270.7199999999995,-0.0
270.7399999999995,-0.0
270.7599999999995,-0.0
270.77999999999946,-0.0
270.79999999999944,-0.0
270.8199999999994,-0.0
270.8399999999994,-0.0
270.8599999999994,-0.0
270.87999999999937,-0.0
270.89999999999935,-0.0
270.91999999999933,-0.0
270.9399999999993,-0.0
270.9599999999993,-0.0
270.9799999999993,-0.0
270.99999999999926,-0.0
271.01999999999924,-0.0
271.0399999999992,-0.0
271.0599999999992,-0.0
271.0799999999992,-0.0
271.09999999999917,-0.0
271.11999999999915,-0.0
271.13999999999913,-0.0
271.1599999999991,-0.0
271.1799999999991,-0.0
271.1999999999991,-0.0
271.21999999999906,-0.0
271.23999999999904,-0.0
271.259999999999,-0.0
271.279999999999,-0.0
271.299999999999,-0.0
271.31999999999897,-0.0
271.33999999999895,-0.0
271.35999999999893,-0.0
271.3799999999989,-0.0
271.3999999999989,-0.0
271.4199999999989,-0.0
271.43999999999886,-0.0
271.45999999999884,-0.0
271.4799999999988,-0.0
271.4999999999988,-0.0
271.5199999999988,-0.0
271.53999999999877,-0.0
271.55999999999875,-0.0
271.57999999999873,-0.0
271.5999999999987,-0.0
271.6199999999987,-0.0
271.6399999999987,-0.0
271.65999999999866,-0.0
271.67999999999864,-0.0
271.6999999999986,-0.0
271.7199999999986,-0.0
271.7399999999986,-0.0
271.75999999999857,-0.0
271.77999999999855,-0.0
271.79999999999853,-0.0
271.8199999999985,-0.0
271.8399999999985,-0.0
271.8599999999985,-0.0
271.87999999999846,-0.0
271.89999999999844,-0.0
271.9199999999984,-0.0
271.9399999999984,-0.0
271.9599999999984,-0.0
271.97999999999837,-0.0
271.99999999999835,-0.0
272.01999999999833,-0.0
272.0399999999983,-0.0
272.0599999999983,-0.0
272.0799999999983,-0.0
272.09999999999826,-0.0
272.11999999999824,-0.0
272.1399999999982,-0.0
272.1599999999982,-0.0
272.1799999999982,-0.0
272.19999999999817,-0.0
272.21999999999815,-0.0
272.23999999999813,-0.0
272.2599999999981,-0.0
272.2799999999981,-0.0
272.2999999999981,-0.0
272.31999999999806,-0.0
272.33999999999804,-0.0
272.359999999998,-0.0
272.379999999998,-0.0
272.399999999998,-0.0
272.41999999999797,-0.0
272.43999999999795,-0.0
272.45999999999793,-0.0
272.4799999999979,-0.0
272.4999999999979,-0.0
272.5199999999979,-0.0
272.53999999999786,-0.0
272.55999999999784,-0.0
272.5799999999978,-0.0
272.5999999999978,-0.0
272.6199999999978,-0.0
272.63999999999777,-0.0
272.65999999999775,-0.0
272.67999999999773,-0.0
272.6999999999977,-0.0
272.7199999999977,-0.0
272.7399999999977,-0.0
272.75999999999766,-0.0
272.77999999999764,-0.0
272.7999999999976,-0.0
272.8199999999976,-0.0
272.8399999999976,-0.0
272.85999999999757,-0.0
272.87999999999755,-0.0
272.89999999999753,-0.0
272.9199999999975,-0.0
272.9399999999975,-0.0
272.9599999999975,-0.0
272.97999999999746,-0.0
272.99999999999744,-0.0
273.0199999999974,-0.0
273.0399999999974,-0.0
273.0599999999974,-0.0
273.07999999999737,-0.0
273.09999999999735,-0.0
273.11999999999733,-0.0
273.1399999999973,0.0
273.1599999999973,0.0
273.1799999999973,0.0
273.19999999999726,-0.0
273.21999999999724,-0.0
273.2399999999972,-0.0
273.2599999999972,-0.0
273.2799999999972,-0.0
273.29999999999717,-0.0
273.31999999999715,-0.0
273.33999999999713,-0.0
273.3599999999971,-0.0
273.3799999999971,-0.0
273.3999999999971,-0.0
273.41999999999706,-0.0
273.43999999999704,-0.0
273.459999999997,-0.0
273.479999999997,-0.0
273.499999999997,-0.0
273.51999999999697,-0.0
273.53999999999695,-0.0
273.55999999999693,-0.0
273.5799999999969,-0.0
273.5999999999969,-0.0
273.6199999999969,-0.0
273.63999999999686,-0.0
273.65999999999684,-0.0
273.6799999999968,-0.0
273.6999999999968,-0.0
273.7199999999968,-0.0
273.73999999999677,-0.0
273.75999999999675,-0.0
273.77999999999673,-0.0
273.7999999999967,-0.0
273.8199999999967,-0.0
273.8399999999967,-0.0
273.85999999999666,-0.0
273.87999999999664,-0.0
273.8999999999966,-0.0
273.9199999999966,-0.0
273.9399999999966,-0.0
273.95999999999657,-0.0
273.97999999999655,-0.0
273.99999999999653,-0.0
274.0199999999965,-0.0
274.0399999999965,-0.0
274.0599999999965,-0.0
274.07999999999646,-0.0
274.09999999999644,-0.0
274.1199999999964,-0.0
274.1399999999964,-0.0
274.1599999999964,-0.0
274.17999999999637,-0.0
274.19999999999635,-0.0
274.21999999999633,-0.0
274.2399999999963,-0.0
274.2599999999963,-0.0
274.2799999999963,-0.0
274.29999999999626,-0.0
274.31999999999624,-0.0
274.3399999999962,-0.0
274.3599999999962,-0.0
274.3799999999962,-0.0
274.39999999999617,-0.0
274.41999999999615,-0.0
274.43999999999613,-0.0
274.4599999999961,-0.0
274.4799999999961,-0.0
274.4999999999961,-0.0
274.51999999999606,-0.0
274.53999999999604,-0.0
274.559999999996,-0.0
274.579999999996,-0.0
274.599999999996,-0.0
274.61999999999597,-0.0
274.63999999999595,-0.0
274.65999999999593,-0.0
274.6799999999959,-0.0
274.6999999999959,-0.0
274.7199999999959,-0.0
274.73999999999586,-0.0
274.75999999999584,-0.0
274.7799999999958,-0.0
274.7999999999958,-0.0
274.8199999999958,-0.0
274.83999999999577,-0.0
274.85999999999575,-0.0
274.87999999999573,-0.0
274.8999999999957,-0.0
274.9199999999957,-0.0
274.9399999999957,-0.0
274.95999999999566,-0.0
274.97999999999564,-0.0
274.9999999999956,-0.0
275.0199999999956,-0.0
275.0399999999956,-0.0
275.05999999999557,-0.0
275.07999999999555,-0.0
275.09999999999553,-0.0
275.1199999999955,-0.0
275.1399999999955,-0.0
275.1599999999955,-0.0
275.17999999999546,-0.0
275.19999999999544,-0.0
275.2199999999954,-0.0
275.2399999999954,-0.0
275.2599999999954,-0.0
275.27999999999537,-0.0
275.29999999999535,-0.0
275.31999999999533,-0.0
275.3399999999953,-0.0
275.3599999999953,-0.0
275.3799999999953,-0.0
275.39999999999526,-0.0
275.41999999999524,-0.0
275.4399999999952,-0.0
275.4599999999952,-0.0
275.4799999999952,-0.0
275.49999999999517,-0.0
275.51999999999515,-0.0
275.53999999999513,0.0
275.5599999999951,0.0
275.5799999999951,0.0
275.5999999999951,0.0
275.61999999999506,0.0
275.63999999999504,0.0
275.659999999995,0.0
275.679999999995,0.0
275.699999999995,-0.0
275.71999999999497,-0.0
275.73999999999495,-0.0
275.75999999999493,-0.0
275.7799999999949,-0.0
275.7999999999949,-0.0
275.8199999999949,-0.0
275.83999999999486,-0.0
275.85999999999484,-0.0
275.8799999999948,-0.0
275.8999999999948,-0.0
275.9199999999948,-0.0
275.93999999999477,0.0
275.95999999999475,0.0
275.97999999999473,0.0
275.9999999999947,0.0
276.0199999999947,0.0
276.0399999999947,0.0
276.05999999999466,0.0
276.07999999999464,-0.0
276.0999999999946,-0.0
276.1199999999946,-0.0
276.1399999999946,-0.0
276.15999999999457,-0.0
276.17999999999455,-0.0
276.19999999999453,-0.0
276.2199999999945,0.0
276.2399999999945,0.0
276.2599999999945,0.0
276.27999999999446,0.0
276.29999999999444,0.0
276.3199999999944,0.0
276.3399999999944,0.0
276.3599999999944,0.0
276.37999999999437,0.0
276.39999999999435,0.0
276.41999999999433,0.0
276.4399999999943,0.0
276.4599999999943,0.0
276.4799999999943,0.0
276.49999999999426,0.0
276.51999999999424,0.0
276.5399999999942,0.0
276.5599999999942,0.0
276.5799999999942,0.0
276.59999999999417,0.0
276.61999999999415,0.0
276.63999999999413,0.0
276.6599999999941,0.0
276.6799999999941,0.0
276.6999999999941,0.0
276.71999999999406,-0.0
276.73999999999404,-0.0
276.759999999994,-0.0
276.779999999994,-0.0
276.799999999994,-0.0
276.81999999999397,-0.0
276.83999999999395,-0.0
276.85999999999393,-0.0
276.8799999999939,-0.0
276.8999999999939,-0.0
276.9199999999939,0.0
276.93999999999386,0.0
276.95999999999384,0.0
276.9799999999938,0.0
276.9999999999938,0.0
277.0199999999938,0.0
277.03999999999377,0.0
277.05999999999375,0.0
277.07999999999373,0.0
277.0999999999937,0.0
277.1199999999937,0.0
277.1399999999937,0.0
277.15999999999366,0.0
277.17999999999364,0.0
277.1999999999936,0.0
277.2199999999936,0.0
277.2399999999936,0.0
277.25999999999357,0.0
277.27999999999355,0.0
277.29999999999353,0.0
277.3199999999935,0.0
277.3399999999935,0.0
277.3599999999935,0.0
277.37999999999346,0.0
277.39999999999344,0.0
277.4199999999934,0.0
277.4399999999934,0.0
277.4599999999934,0.0
277.47999999999337,0.0
277.49999999999335,0.0
277.51999999999333,0.0
277.5399999999933,0.0
277.5599999999933,0.0
277.5799999999933,0.0
277.59999999999326,0.0
277.61999999999324,0.0
277.6399999999932,0.0
277.6599999999932,0.0
277.6799999999932,0.0
277.69999999999317,0.0
277.71999999999315,0.0
277.73999999999313,0.0
277.7599999999931,0.0
277.7799999999931,0.0
277.7999999999931,0.0
277.81999999999306,0.0
277.83999999999304,0.0
277.859999999993,0.0
277.879999999993,0.0
277.899999999993,0.0
277.91999999999297,0.0
277.93999999999295,0.0
277.95999999999293,0.0
277.9799999999929,0.0
277.9999999999929,0.0
278.0199999999929,0.0
278.03999999999286,0.0
278.05999999999284,0.0
278.0799999999928,0.0
278.0999999999928,0.0
278.1199999999928,0.0
278.13999999999277,0.0
278.15999999999275,0.0
278.17999999999273,0.0
278.1999999999927,0.0
278.2199999999927,0.0
278.2399999999927,0.0
278.25999999999266,0.0
278.27999999999264,0.0
278.2999999999926,0.0
278.3199999999926,0.0
278.3399999999926,0.0
278.35999999999257,0.0
278.37999999999255,0.0
278.39999999999253,0.0
278.4199999999925,0.0
278.4399999999925,0.0
278.4599999999925,0.0
278.47999999999246,0.0
278.49999999999244,0.0
278.5199999999924,0.0
278.5399999999924,0.0
278.5599999999924,0.0
278.57999999999237,0.0
278.59999999999235,0.0
278.61999999999233,0.0
278.6399999999923,0.0
278.6599999999923,0.0
278.6799999999923,0.0
278.69999999999226,0.0
278.71999999999224,0.0
278.7399999999922,0.0
278.7599999999922,0.0
278.7799999999922,0.0
278.79999999999217,0.0
278.81999999999215,0.0
278.83999999999213,0.0
278.8599999999921,0.0
278.8799999999921,0.0
278.8999999999921,0.0
278.91999999999206,0.0
278.93999999999204,0.0
278.959999999992,0.0
278.979999999992,0.0
278.999999999992,0.0
