energy,n_xx,n_zz,n_ixx,n_izz
271.64,0.0012324765892101515,0.0010925386071207208,0.0001828091221940521,0.0001868139935840254
271.66,0.0012313970698039959,0.0010919291828481359,0.00018257373548185324,0.0001872315973595026
271.68,0.0012302900577694554,0.001091398766540855,0.00018237716628657116,0.00018757964861994028
271.7,0.0012291009972887157,0.0010910494606958985,0.00018225185096901533,0.00018781050823470807
271.72,0.0012278514357817521,0.001090854382776276,0.00018230996448736095,0.0001877005028839319
271.74,0.0012267437757954114,0.0010904010332197327,0.00018265571396075252,0.00018700465182835662
271.76,0.0012258414597703785,0.001089557833828305,0.00018294883522980667,0.00018643054961006911
271.78,0.0012250046293609024,0.0010886229380375342,0.00018318821138879247,0.00018595981063820682
271.8,0.001224218823998476,0.001087609866311815,0.000183445535094483,0.0001854072886744925
271.82,0.0012235526870719925,0.0010863307568412133,0.00018370302986424436,0.00018479796498589292
271.84,0.001222877747968013,0.0010850284005634895,0.00018374297435615016,0.00018462745748091224
271.86,0.0012221240262813777,0.001083834940792561,0.00018387232022258642,0.00018425850557696674
271.88,0.0012214315084586949,0.0010823924321611653,0.0001840572537591935,0.0001837881545668935
271.9,0.0012208054313604011,0.0010808397241680251,0.000184191173067359,0.00018370899169495468
271.92,0.0012202034915428741,0.0010794025632844112,0.00018427857367953683,0.0001836993394059997
271.94,0.0012196068879729077,0.0010779850318094484,0.00018431562695404735,0.00018368968735533645
271.96,0.0012189924354592666,0.0010764992523737422,0.00018430667531905891,0.00018372459707140194
271.98,0.0012183420278069057,0.001075053106222941,0.00018427384971611682,0.00018400929836838597
272.0,0.0012176562878348004,0.0010737537808504741,0.00018424925773255157,0.00018433418719048574
272.02,0.0012169578901084835,0.001072558361252826,0.00018425699747182098,0.00018467843271855911
272.04,0.001216287526131356,0.0010714283817226593,0.00018429844445815247,0.00018500827132019378
272.06,0.00121564628262526,0.001070390210777775,0.0001843099427997302,0.00018541495806036106
272.08,0.001215000335228266,0.001069542397458208,0.0001842987717796363,0.0001858341541970641
272.1,0.0012143529839805521,0.0010688648418650277,0.0001842943857039757,0.00018609275008011955
272.12,0.0012137071268823636,0.0010682410278038076,0.0001842761138255485,0.0001861457731695606
272.14,0.0012130538923602653,0.0010675783754455351,0.00018426277840469482,0.000186025740524634
272.16,0.0012124138831207934,0.0010668387479007549,0.00018427625468074997,0.0001857954844389653
272.18,0.0012118211285147493,0.0010660239409292943,0.00018430255529196504,0.0001854891018628406
272.2,0.0012112848617651425,0.0010651274831286594,0.00018429411981684237,0.00018510120602115837
272.22,0.0012107731533233807,0.001064106171568714,0.00018421166235375611,0.0001846300254962329
272.24,0.001210249261700901,0.0010629104481964836,0.0001840677412342494,0.00018413036560429745
272.26,0.0012097036849379327,0.0010614909574881584,0.0001838824513801676,0.00018367733777339886
272.28,0.0012091330721659868,0.0010599801417548965,0.00018365445141640493,0.00018352563888487754
272.3,0.0012085269370522788,0.0010585663049877468,0.00018338678996610553,0.00018351599111150456
272.32,0.0012078775009748308,0.001057224864203277,0.00018308660984563512,0.000183506343575096
272.34,0.001207168099566087,0.0010558594436698425,0.0001827476641738539,0.00018349669627558228
272.36,0.001206329288377903,0.001054584521984248,0.0001823712640552973,0.0001836709904838047
272.38,0.0012054144368454595,0.001053376221982261,0.00018216201959469052,0.00018364923322603194
272.4,0.0012045581207641705,0.001051991932697756,0.00018202778171555757,0.0001836061830521193
272.42,0.001203707601069505,0.0010506187911015926,0.00018183108765182612,0.00018391393870991445
272.44,0.0012028108325203655,0.0010494742986980983,0.00018168227857506827,0.00018425905162841724
272.46,0.0012019113471700962,0.0010484843284993197,0.0001815908049370982,0.0001845170616007067
272.48,0.0012010359900261351,0.001047571957668662,0.00018154597617482885,0.0001846597828435524
272.5,0.0012002128809695681,0.0010466474765603658,0.0001815354741943193,0.0001846597367921648
272.52,0.0011994509750291123,0.0010456300772598065,0.00018149853170261422,0.00018461121400626215
272.54,0.0011986698720110964,0.0010446402958069788,0.0001813631658942949,0.00018470620061612208
272.56,0.001197784047200874,0.0010438665959577019,0.00018123484058664928,0.00018476381744347248
272.58,0.0011968835889769297,0.0010431451528769022,0.00018128364629724366,0.00018440857678038075
272.6,0.00119614801064727,0.0010420189588755252,0.00018144771431841654,0.00018369615630732004
272.62,0.0011956128768300836,0.0010405216598256288,0.00018150263313184163,0.00018336165891741889
272.64,0.001195111200651747,0.0010390851654117216,0.00018128880622655545,0.00018335201516299094
272.66,0.0011944789193535361,0.0010377756837233007,0.00018090955408478916,0.00018334237164434748
272.68,0.001193548756616974,0.0010365271405119733,0.00018041153134527535,0.00018336334871411252
272.7,0.0011925630643873956,0.001035298450361893,0.00018035672464287306,0.0001833230853141377
272.72,0.0011916453145740023,0.001034059523262277,0.0001801265149243943,0.00018331344250243297
272.74,0.0011906862095521073,0.0010328346030622072,0.00018005559342030715,0.00018330379992623617
272.76,0.0011897761963292825,0.0010316154559072547,0.00017996309971247994,0.00018329415758547835
272.78,0.00118884860067184,0.001030399855813473,0.00017985936478160836,0.0001832845154800904
272.8,0.0011878892128584346,0.0010291865104550381,0.00017978028590957725,0.00018327487361000322
272.82,0.00118692052642355,0.0010279745539909044,0.0001797544348978755,0.00018326523197514805
272.84,0.0011859681038217575,0.0010267633662197375,0.0001797661771037223,0.00018325559057545562
272.86,0.0011850320199074458,0.0010255524836636483,0.00017979455237856262,0.00018324594941085715
272.88,0.0011841038567799252,0.001024341548985021,0.0001798390329938155,0.00018323630848128376
272.9,0.0011831797502859166,0.001023130279740712,0.00017990141498343208,0.0001832266677866665
272.92,0.0011822512960580098,0.0010219184480031343,0.00017998113391715304,0.0001832170273269364
272.94,0.001181269065660222,0.0010207058665286399,0.0001800822327131938,0.00018320738710202476
272.96,0.0011803215592614271,0.0010194923790774156,0.0001804063416733321,0.0001831977471118627
272.98,0.0011795781793583662,0.0010182778534565703,0.00018082441111621112,0.00018318810735638147
273.0,0.0011790678306620387,0.0010170621764176463,0.00018117690795045987,0.00018317846783551223
273.02,0.0011786584007425144,0.001015845249839075,0.0001812760900783219,0.0001831688285491863
273.04,0.0011781736765862157,0.001014626987824211,0.0001812023485200803,0.00018315918949733496
273.06,0.0011775987849131182,0.001013407314465256,0.000181107191305169,0.00018314955067988943
273.08,0.0011769611926806473,0.0010121861620916957,0.00018098988927405844,0.00018313991209678116
273.1,0.0011763157957974978,0.0010109634698888344,0.00018093473243055013,0.0001831302737479414
273.12,0.0011756980320635406,0.001009739182794193,0.00018083158946978486,0.00018312063563330163
273.14,0.0011750638032415523,0.0010085132506009041,0.00018068008710285174,0.00018311099775279325
273.16,0.001174387276885917,0.0010072856272343904,0.00018048951123596788,0.0001831013601063476
273.18,0.0011736382516084692,0.0010060562701536932,0.00018028408970092896,0.00018309172269389618
273.2,0.0011728851786491218,0.0010048251398538603,0.00018017307134037184,0.0001830820855153706
273.22,0.0011721407010944133,0.0010035921994590723,0.0001799876401442885,0.00018307244857070212
273.24,0.0011713205123259432,0.0010023574143717656,0.00017979936316970822,0.0001830628118598225
273.26,0.0011704831205112574,0.0010011207519785785,0.0001797115364298891,0.00018305317538266314
273.28,0.0011696718421017871,0.0009998821814045384,0.0001796273068319077,0.00018304353913915574
273.3,0.0011688775422534303,0.000998641673295632,0.0001795727409786805,0.00018303390312923183
273.32,0.001168129132485365,0.0009973991996336184,0.00017952533064737316,0.00018302426735282312
273.34,0.0011673884055171963,0.0009961547335816572,0.00017941006815841112,0.00018301463180986124
273.36,0.0011666118318832935,0.000994908249337528,0.00017929482791750886,0.00018300499650027768
273.38,0.0011658387456943587,0.0009936597220128215,0.00017921896577660694,0.0001829953614240045
273.4,0.0011650949962199273,0.0009924091275292396,0.00017913439721090356,0.00018298572658097321
273.42,0.0011643640577786577,0.0009911564425110625,0.0001790244742590847,0.00018297609197111557
273.44,0.0011636342559293218,0.0009899016442083133,0.00017889421156787262,0.00018296645759436348
273.46,0.0011629171901447316,0.000988644710407345,0.0001787508592001024,0.00018295682345064858
273.48,0.0011622038395118475,0.0009873856193627303,0.00017854390429114102,0.0001829471895399029
273.5,0.0011614282626847016,0.0009861243497254605,0.00017825678444352024,0.00018293755586205814
273.52,0.0011605432766621751,0.000984860880476538,0.00017796919214091732,0.00018292792241704622
273.54,0.0011595922477559645,0.00098359519086378,0.00017777420158308004,0.00018291828920479915
273.56,0.001158661181403077,0.0009823272603367188,0.00017766496916910194,0.0001829086562252487
273.58,0.001157757930093931,0.0009810570684798672,0.00017755030538469372,0.00018289902347832688
273.6,0.0011568555869228105,0.0009797845949436068,0.00017745529232743927,0.00018288939096396584
273.62,0.0011560159172286971,0.000978509819373113,0.00017740529478652895,0.00018287975868209737
273.64,0.001155162567109003,0.0009772327213164265,0.0001771954357471203,0.00018287012663265357
273.66,0.0011541986264666136,0.0009759532801345657,0.00017702210696257962,0.00018286049481556636
273.68,0.0011531850227248829,0.000974671474885884,0.0001769233488736997,0.0001828508632307682
273.7,0.0011521625819302297,0.0009733872841875543,0.00017690627080012386,0.0001828412318781909
273.72,0.0011511601875206557,0.0009721006860405663,0.00017696880802516523,0.00018283160075776653
273.74,0.0011502016260594335,0.000970811657616924,0.00017711558270949292,0.00018282196986942745
273.76,0.0011494133222740661,0.0009695201749682704,0.00017740238473200893,0.00018281233921310587
273.78,0.0011488251396488962,0.0009682262126498855,0.00017754163571876338,0.00018280270878873376
273.8,0.0011482653279925792,0.0009669297432053975,0.0001774713663789766,0.00018279307859624352
273.82,0.0011476193770315966,0.0009656307364513144,0.00017727762982014587,0.0001827834486355674
273.84,0.0011468409876012736,0.0009643291584574205,0.00017704191777017514,0.00018277381890663763
273.86,0.0011460203572481362,0.0009630249700666949,0.00017692972360198385,0.0001827641894093865
273.88,0.0011452140355401527,0.0009617181246660541,0.00017678213379755992,0.00018275456014374628
273.9,0.0011443868109774432,0.0009604085647311578,0.0001766558698163377,0.00018274493110964957
273.92,0.001143567578666216,0.0009590962162752975,0.0001765482864664844,0.0001827353023070285
273.94,0.0011427695413423699,0.0009577809794920767,0.0001764359164850647,0.00018272567373581563
273.96,0.0011419776373419125,0.0009564627121414513,0.00017628845763035237,0.0001827160453959433
273.98,0.0011411817656373244,0.0009551411979689116,0.00017611808648217514,0.00018270641728734393
274.0,0.0011403362027004535,0.0009538160811484579,0.00017587581819899793,0.0001826967894099501
274.02,0.0011394065735245236,0.0009524867128684817,0.00017566086213171181,0.00018268716176369424
274.04,0.0011384283633005894,0.0009511517221170407,0.00017551259622413247,0.0001826775343485089
274.06,0.0011375168524449537,0.0009498073764873041,0.00017548785046328475,0.00018266790716432664
274.08,0.0011366370588616489,0.0009484289612594898,0.0001753272221982182,0.00018265828021108013
274.1,0.001135680924508573,0.0009470734025148479,0.00017519307373685248,0.00018275430616418968
274.12,0.00113471546764512,0.0009458222624447004,0.0001751368783095734,0.00018284321182002148
274.14,0.0011337776973251899,0.0009446040570193705,0.0001751083253839659,0.00018280198315428678
274.16,0.001132870911595349,0.0009433003537603168,0.00017510856426660162,0.0001826764529989341
274.18,0.001132014677057904,0.0009419177424438186,0.0001751262615882184,0.00018261014890652368
274.2,0.0011312470584780314,0.0009405365797329104,0.00017513652458811744,0.00018260052333747646
274.22,0.0011304901891174707,0.0009391730940016852,0.00017498132732896238,0.0001825908979988936
274.24,0.001129639771681699,0.0009378119705600356,0.00017478206931301053,0.00018258127289070793
274.26,0.0011286097967324864,0.0009364504707132386,0.00017456489118055545,0.00018257164801285206
274.28,0.001127713643675548,0.0009350875169753687,0.00017480412501487096,0.00018256202336525905
274.3,0.0011270593833064804,0.0009337225764390936,0.00017471079227928708,0.00018255239894786167
274.32,0.0011263003392711379,0.0009323553471457369,0.00017445367141622425,0.0001825427747605928
274.34,0.001125427502642555,0.000930985640662219,0.00017420780634608247,0.00018253315080338518
274.36,0.001124492549382962,0.0009296133301969238,0.00017397763382329492,0.00018252352707617193
274.38,0.0011235060364765965,0.000928238324934626,0.0001737772569027186,0.00018251390357888587
274.4,0.001122484107453097,0.0009268605562688959,0.00017362753203456553,0.00018250428031146005
274.42,0.0011214560248094623,0.0009254799699265188,0.0001735407324047319,0.0001824946572738274
274.44,0.0011204522518433913,0.0009240965212157441,0.00017350660268133924,0.000182485034465921
274.46,0.0011194946049297612,0.0009227101720463798,0.00017350569428190317,0.0001824754118876738
274.48,0.0011186227331574294,0.0009213208889901111,0.0001735187796553259,0.0001824657895390189
274.5,0.0011177678363395395,0.0009199286419817304,0.00017339160032867336,0.00018245616741988945
274.52,0.001116846464062065,0.0009185334034183092,0.00017325097163202788,0.00018244654553021855
274.54,0.001115885900769978,0.0009171351475305261,0.00017312693297961095,0.00018243692386993928
274.56,0.0011149075501350892,0.0009157338499302918,0.0001730295275398126,0.0001824273024389849
274.58,0.0011139278707507406,0.0009143294872734733,0.00017295576882467092,0.00018241768123728846
274.6,0.0011129570354735036,0.0009129220370156989,0.00017289821033629222,0.0001824080602647833
274.62,0.0011120105036221217,0.000911511477225041,0.0001728494702420676,0.00018239843952140263
274.64,0.001111059953516701,0.000910097786437362,0.00017274905548592115,0.0001823888190070796
274.66,0.0011100457874049729,0.0009086809435430284,0.0001726385209872985,0.00018237919872174764
274.68,0.001109021460280368,0.0009072609277043107,0.00017263036332444738,0.00018236957866533997
274.7,0.0011080370984394416,0.0009058377182820101,0.00017262220556618925,0.00018235995883778992
274.72,0.0011070660377500965,0.0009044112947789271,0.00017261404771255173,0.00018235033923903095
274.74,0.001106103002946766,0.0009029816367976381,0.0001726058897635627,0.00018234071986899633
274.76,0.001105145529357217,0.0009015487240012323,0.0001725977317192499,0.00018233110072761956
274.78,0.001104192122186789,0.0009001125360818533,0.000172589573579641,0.00018232148181483395
274.8,0.0011032416734687305,0.0008986730527353235,0.00017258141534476378,0.00018231186313057303
274.82,0.0011022930990667657,0.0008972302536408069,0.00017257325701464606,0.00018230224467477032
274.84,0.0011013446011800267,0.0008957841184411076,0.00017256509858931543,0.0001822926264473593
274.86,0.0011003843911526745,0.0008943346267220741,0.00017255694006879972,0.00018228300844827335
274.88,0.0010994666251605105,0.0008928817580087493,0.00017260828052272998,0.0001822733906774462
274.9,0.0010985413551698863,0.000891425491744329,0.0001725406227423236,0.00018226377313481143
274.92,0.0010975849949744724,0.0008899658072779739,0.0001725639170692521,0.0001822541558203025
274.94,0.0010966678228250142,0.0008885026838640623,0.00017257371352876358,0.00018224453873385315
274.96,0.0010957594807398249,0.0008870361006480145,0.00017256066945999665,0.00018223492187539704
274.98,0.0010948346986091428,0.0008855660366515427,0.00017252293639925313,0.00018222530524486768
275.0,0.001093890657209008,0.0008840924707748899,0.00017249982776233134,0.00018221568884219905
275.02,0.0010929481369750674,0.0008826153817889554,0.00017249166848133085,0.00018220607266732455
275.04,0.0010920115106089806,0.0008811347483169015,0.00017248350910539423,0.0001821964567201781
275.06,0.0010910766589000067,0.0008796505488409309,0.00017247534963454905,0.00018218684100069354
275.08,0.0010901427789705986,0.0008781627616927531,0.00017246719006882286,0.00018217722550880442
275.1,0.0010892095143161323,0.0008766713650364131,0.00017245903040824336,0.00018216761024444485
275.12,0.0010882766601417039,0.0008751763368773282,0.000172450870652838,0.00018215799520754846
275.14,0.001087344079454756,0.000873677655047792,0.00017244271080263436,0.0001821483803980492
275.16,0.0010864116709786078,0.0008721752971997015,0.00017243455085766014,0.0001821387658158809
275.18,0.001085479354567635,0.0008706692408000587,0.00017242639081794272,0.00018212915146097753
275.2,0.001084547063726211,0.0008691594631253243,0.00017241823068350973,0.000182119537333273
275.22,0.0010836147414117403,0.0008676459412538328,0.00017241007045438867,0.00018210992343270128
275.24,0.0010826823374978612,0.0008661286520558709,0.00017240191013060714,0.00018210030975919638
275.26,0.0010817498071468267,0.0008646075721900351,0.00017239374971219257,0.0001820906963126923
275.28,0.0010808171097134605,0.0008630826780943958,0.00017238558919917247,0.00018208108309312302
275.3,0.0010798842079692407,0.0008615539459731615,0.00017237742859157427,0.00018207147010042258
275.32,0.0010789510675377762,0.0008600213517971534,0.00017236926788942567,0.0001820618573345253
275.34,0.0010780176564656975,0.0008584848712860843,0.00017236110709275393,0.00018205224479536495
275.36,0.0010770839448897662,0.0008569444798985393,0.00017235294620158656,0.00018204263248287582
275.38,0.0010761499047748726,0.0008554001528282565,0.00017234478521595105,0.0001820330203969921
275.4,0.001075215509697225,0.0008538518649849581,0.00017233662413587478,0.0001820234085376479
275.42,0.0010742807346676316,0.0008522995909790965,0.0001723284629613852,0.0001820137969047774
275.44,0.0010733455559846419,0.0008507433051187025,0.00017232030169250982,0.0001820041854983149
275.46,0.0010724099511053072,0.0008491829813795215,0.00017231214032927588,0.00018199457431819464
275.48,0.0010714738985402141,0.000847618593397662,0.000172303978871711,0.0001819849633643508
275.5,0.0010705373777577763,0.0008460501144448985,0.00017229581731984233,0.00018197535263671775
275.52,0.0010696003691028377,0.0008444775174073346,0.0001722876556736974,0.00018196574213522987
275.54,0.0010686628537239606,0.0008429007747634975,0.00017227949393330358,0.00018195613185982134
275.56,0.0010677248135099156,0.0008413198585533049,0.00017227133209868817,0.00018194652181042668
275.58,0.0010667862310332552,0.0008397347403483662,0.00017226317016987857,0.00018193691198698016
275.6,0.0010658470894975253,0.0008381453912181764,0.0001722550081469021,0.0001819273023894163
275.62,0.0010649073726937438,0.0008365517816873869,0.0001722468460297861,0.0001819176930176695
275.64,0.0010639670649560148,0.000834953881688077,0.0001722386838185579,0.00018190808387167422
275.66,0.001063026151127062,0.0008333516605132159,0.0001722305215132448,0.00018189847495136497
275.68,0.0010620846165217857,0.0008317450867441604,0.00017222235911387403,0.00018188886625667612
275.7,0.0010611424468964122,0.000830134128187603,0.00017221419662047312,0.00018187925778754248
275.72,0.001060199628421,0.0008285187517879329,0.00017220603403306903,0.00018186964954389835
275.74,0.001059256147652512,0.0008268989235228102,0.00017219787135168925,0.00018186004152567843
275.76,0.0010583119915103332,0.0008252746082915713,0.00017218970857636092,0.00018185043373281732
275.78,0.0010573671472545905,0.0008236457697699746,0.0001721815457071114,0.00018184082616524953
275.8,0.0010564216024660435,0.0008220123702385448,0.00017217338274396783,0.00018183121882290993
275.82,0.0010554753450264505,0.0008203743703758816,0.00017216521968695765,0.00018182161170573308
275.84,0.0010545283631013527,0.0008187317290086404,0.00017215705653610773,0.00018181200481365363
275.86,0.0010535806451235103,0.0008170844027944674,0.00017214889329144557,0.00018180239814660637
275.88,0.0010526321797777196,0.0008154323458323915,0.00017214072995299832,0.00018179279170452606
275.9,0.0010516829559877197,0.0008137755091783841,0.00017213256652079308,0.00018178318548734744
275.92,0.001050732962900626,0.000812113840218131,0.0001721244029948571,0.0001817735794950052
275.94,0.0010497821898777092,0.0008104472818587405,0.00017211623937521758,0.0001817639737274344
275.96,0.001048830626480173,0.0008087757714891853,0.0001721080756619016,0.0001817543681845697
275.98,0.0010478782624601893,0.0008070992395858078,0.00017209991185493636,0.00018174476286634598
276.0,0.0010469250877497911,0.0008054176078307152,0.00017209174795434899,0.00018173515777269815
276.02,0.0010459710924513124,0.0008037307865464973,0.00017208358396016672,0.00018172555290356122
276.04,0.0010450162668296915,0.000802038671071951,0.00017207541987241656,0.00018171594825886996
276.06,0.001044060601301958,0.0008003411365371752,0.0001720672556911256,0.00018170634383855947
276.08,0.0010431040864318528,0.0007986380301194741,0.0001720590914163211,0.0001816967396425647
276.1,0.0010421467129201431,0.0007969291590604368,0.00017205092704802993,0.00018168713567082054
276.12,0.0010411884715990699,0.0007952142712794593,0.00017204276258627935,0.00018167753192326213
276.14,0.0010402293534246398,0.0007934930219706133,0.00017203459803109635,0.0001816679283998245
276.16,0.0010392693494707284,0.0007917649107923511,0.0001720264333825081,0.00018165832510044278
276.18,0.0010383084509243197,0.0007900291476443845,0.00017201826864054153,0.00018164872202505204
276.2,0.0010373466490768998,0.0007882843001956401,0.00017201010380522378,0.00018163911917358733
276.22,0.0010363839353225508,0.0007865269441976195,0.00017200193887658184,0.00018162951654598388
276.24,0.001035420301150798,0.0007847333138440061,0.00017199377385464272,0.0001816199141421769
276.26,0.001034455738142291,0.0007830092943799153,0.0001719856087394335,0.00018172778165359018
276.28,0.0010334902379632433,0.0007812628408351533,0.00017197744353098112,0.00018160071000569272
276.3,0.0010325237923635327,0.0007793873399386518,0.00017196927822931256,0.00018159110827288614
276.32,0.0010315563931698713,0.0007773236388722395,0.00017196111283445493,0.00018158150676361666
276.34,0.0010305880322842402,0.0007756263830486489,0.00017195294734643509,0.00018236648814971365
276.36,0.0010296187016772319,0.0007743075456814287,0.00017194478176528003,0.00018235025304834745
276.38,0.0010286483933873124,0.000772822283679615,0.00017193661609101667,0.0001823047383156631
276.4,0.001027677099515571,0.0007713715346628819,0.00017192845032367205,0.00018214718236535588
276.42,0.0010267048122236566,0.0007695710754816258,0.0001719202844632731,0.0001815335025680665
276.44,0.0010257315237294574,0.000767527683126952,0.0001719121185098467,0.00018152390239866312
276.46,0.001024757226304289,0.000765644683467285,0.0001719039524634198,0.00018151430245234458
276.48,0.0010237819122721366,0.0007637884098544477,0.00017189578632401925,0.00018150470272904634
276.5,0.001022805574002943,0.0007619391672986089,0.00017188762009167198,0.0001814951032287038
276.52,0.001021828203913221,0.0007600885348750835,0.00017187945376640496,0.00018148550395125256
276.54,0.0010208497944627704,0.0007582287840695212,0.000171871287348245,0.00018147590489662812
276.56,0.0010198703381513066,0.0007563193735736391,0.0001718631208372189,0.00018146630606476617
