energy,n_xx,n_ixx,n_zz,n_izz
10.0,-0.2204654350764022,0.24033561840410245,-0.21204943186976696,0.24033561840410245
10.1617,-0.23400405620559317,0.24266043411959062,-0.22520037184998337,0.24266043411959062
10.18225,-0.22545838462190645,0.2429895991069732,-0.21693241962659443,0.2429895991069732
10.2028,-0.2179567808165015,0.24331414595489145,-0.20967523299452667,0.24331414595489145
10.2439,-0.20536211823903375,0.24394957533797235,-0.19749255884094305,0.24394957533797235
10.285,-0.19515628163789497,0.24456709711085356,-0.18762246251071746,0.24456709711085356
10.3261,-0.1867271132191838,0.24516707767929763,-0.17947229482981694,0.24516707767929763
10.36785,-0.17950411414754677,0.24586805429783717,-0.17248989965194136,0.24586805429783717
10.4096,-0.1732905839166836,0.2465499203244838,-0.16648468090866936,0.2465499203244838
10.4931,-0.16328740561086402,0.24785787190688208,-0.15682051967127214,0.24785787190688208
10.57795,-0.1555022730624373,0.24933049607749763,-0.14930356350110238,0.24933049607749763
10.6628,-0.14948778466935145,0.2507250425125018,-0.14350035141929454,0.2507250425125018
10.74905,-0.14469092054331711,0.2524228043937281,-0.13887581305152757,0.2524228043937281
10.8353,-0.1409809903393308,0.2540349506279311,-0.1353031099710843,0.2540349506279311
11.0106,-0.13532414334234244,0.25831422345693145,-0.12986378782569866,0.25831422345693145
11.1886,-0.13113721720895138,0.2629583077851241,-0.1258463428907613,0.2629583077851241
11.3696,-0.12778363064621245,0.268069158193457,-0.12263456760704604,0.268069158193457
11.5535,-0.12478762146500058,0.2733831059879546,-0.11976786645181621,0.2733831059879546
11.7404,-0.121887446132402,0.27889719439158117,-0.11699288101673598,0.27889719439158117
11.9303,-0.11857195928771097,0.2845850496165663,-0.11381477902865123,0.2845850496165663
12.1232,-0.11524184941743373,0.28935802693399637,-0.11062150654747166,0.28935802693399637
12.3193,-0.1124082322308349,0.2942284957920333,-0.1079079479207356,0.2942284957920333
12.5186,-0.10964617930428631,0.2994975747734156,-0.10526273700405754,0.2994975747734156
12.721,-0.10640530709504446,0.3053128595720496,-0.10215303716340074,0.3053128595720496
12.9268,-0.10236243222963734,0.31125836348474806,-0.09826602626681227,0.31125836348474806
13.1359,-0.09730745258860364,0.31738701123079627,-0.09339830397208933,0.31738701123079627
13.2421,-0.0941530037038548,0.3205941631814204,-0.09035719621587228,0.3205941631814204
13.2952,-0.0922786817255668,0.3221442002259711,-0.0885488969706799,0.3221442002259711
13.3483,-0.08997553259248912,0.3236594752729202,-0.08632536027710083,0.3236594752729202
13.45625,-0.08565147472561895,0.3250096612256091,-0.08215151233550642,0.3250096612256091
13.5642,-0.08202314731701961,0.32627603747789213,-0.07865092977049143,0.32627603747789213
13.7836,-0.07578804048964978,0.32826004319003926,-0.07263828162618748,0.32826004319003926
14.0066,-0.07005130262797722,0.3310539508028819,-0.0671073760340357,0.3310539508028819
14.2331,-0.06379973412633226,0.3340093288288414,-0.06107730716322075,0.3340093288288414
14.3482,-0.060364949165729466,0.335558005218198,-0.05776289809123539,0.335558005218198
14.4633,-0.05652913293626765,0.33701527360342054,-0.05405997692446313,0.33701527360342054
14.5803,-0.05244692258598217,0.3379941279685297,-0.050118431265188966,0.3379941279685297
14.6973,-0.04809113833012596,0.3388992225612813,-0.045911777448182804,0.3388992225612813
14.81615,-0.0438291036646105,0.3386909692113853,-0.041795799615169764,0.3386909692113853
14.935,-0.04027187160996728,0.33844639561013584,-0.03836192200358428,0.33844639561013584
15.1765,-0.03375773767971542,0.338218192094046,-0.03207496794284151,0.338218192094046
15.422,-0.027612214005666998,0.33810219993837687,-0.026144266401510904,0.33810219993837687
15.6714,-0.02162785422423246,0.33805778833347405,-0.020368988146675718,0.33805778833347405
15.9,-0.016140969270743828,0.33808744429043747,-0.015073044517045026,0.33808744429043747
15.9249,-0.015499670142054106,0.33808215753315146,-0.014453892507658602,0.33808215753315146
16.1,-0.011321483931812317,0.3376035808060742,-0.010420660502951238,0.3376035808060742
16.1825,-0.009244957108503348,0.3373578187425698,-0.00841573713670074,0.3373578187425698
16.247925000000002,-0.007751795717398429,0.33651965203608525,-0.0069744066223093966,0.33651965203608525
16.31335,-0.0068007722499795545,0.3356840519975094,-0.006057887597287235,0.3356840519975094
16.378774999999997,-0.006286469952337914,0.3348510374772285,-0.005564123257902105,0.3348510374772285
16.4114875,-0.006243433418893658,0.33443550537912786,-0.0055245142898335325,0.33443550537912786
