,energy_list,2.0,-2.0,3.0,-3.0,4.0,-4.0,5.0,-5.0,6.0,-6.0,7.0,-7.0,8.0,-8.0,9.0,-9.0,10.0,-10.0,11.0,-11.0
0,820.0,98436.07605235324,89852.0298068897,88524.97242497053,97281.05820545505,48238.259209720236,54662.31276539063,8984.249797678202,20325.061285063082,15325.849690109157,16679.70284617728,9607.084906254859,15252.594576204428,6272.477460111392,6313.337682880815,5604.716103334747,5441.475180720851,3537.775405362395,3747.942260814259,3177.6322020619155,5389.55003628793
1,825.0,72125.10612494164,80652.43586384106,89214.57347509617,80507.88003447863,40764.61077170426,41961.78860714221,8705.695126878845,13745.582205285245,14954.473588590503,15520.783695425145,3834.8558415574144,10231.650953592285,3652.430644373991,4976.727095871899,3731.230875481315,5004.34710930901,3686.6395284864607,4447.088380371831,2913.0794894996197,6271.207243707577
2,830.0,57710.82495308173,61621.94512518378,81303.50069830033,79091.97027928362,31438.349524326182,34130.132214347876,8953.635873138144,10886.228530093424,11509.944017624051,13215.059268144048,3627.7220687379977,5030.5992668096005,3395.251742934076,4404.021172174288,2934.1722823046493,4138.131572729597,3449.9741392143806,4704.528345908225,2943.891832008937,4137.865283696603
3,835.0,37097.20466164418,39686.6408522668,59743.50002657372,63505.018539932695,20798.734008129835,23824.37129045263,8039.95196927931,8634.983534827572,7492.802630438289,9248.994842533783,2652.036041950583,4743.803414515881,3427.408455792599,5593.563098499744,4142.4452682483015,4189.661539090351,3660.959177715125,5012.316819360938,2853.221308824819,4280.364727929383
4,840.0,16018.179885546358,17419.61823734752,43054.60839000957,40794.06707748074,8410.295555442406,10116.110568810314,7699.283931695015,8724.331795894499,5120.442840447453,5100.39088703717,3652.386703230059,4716.4725896834525,3334.686484580074,3702.1501889359806,3890.145579380574,2938.8436036368525,2867.4959554560737,3850.5746148433354,2813.9352559814274,4957.89544403186
5,845.0,15661.96982974051,19612.948322246128,17969.9948788135,21659.276357757022,7785.2029315962145,8965.671711387144,7990.1889294869725,11598.902114721155,2325.4182042906414,5545.817537213559,7027.234550578824,8612.67729304275,4099.053553400697,5244.136258783306,4486.567720414599,5293.583466336929,2619.502472395946,2935.578086178738,2210.7966450019208,2715.1981463137386
6,845.3,18766.996967446594,19559.58657995674,14025.923336277272,16249.186857030447,7659.144495359193,13048.50057302365,8004.615184253324,11237.362321310105,3624.0761770910176,8093.132466686548,8219.442896062272,8209.97794568161,3912.5571999607446,3470.6373335960743,5717.029993659739,5275.176781875215,3088.1733527211927,4548.241930808383,4337.280184647875,4819.859344901299
7,845.6,22731.42660751146,22563.59398263655,13068.891306803465,15078.552070639049,10619.227901175951,16317.342064406079,9676.92666512759,10256.911976575022,4137.5172706358635,5447.064806132609,7354.253725165647,8313.27825968308,5060.963154227057,4737.357334847373,6116.796265141172,6874.408324471291,3991.6714525131274,3613.031989565888,4103.537660200689,4974.8814744579495
8,845.9,25489.959261450484,29058.089266128703,12834.21281370268,14494.621843507271,10544.415504112378,16584.73371493263,8444.658599864262,10203.513481928716,4225.9212431902615,7108.788295178519,7998.525943710935,7406.5869982646145,4608.862304987594,3988.6534357504343,7062.159550290567,8212.845224779376,3409.5523615785432,3545.580583113291,4256.585795819855,5759.74753187963
9,846.2,34350.568999636125,36037.90841683428,10282.765088957534,11899.987184529491,16625.18949742051,18131.31488794906,10847.429060459583,11673.80227605789,6197.1338672565125,10131.553825146959,9150.110897299444,10069.286450344187,3479.389142024046,3160.202321186768,6752.2847676081365,5758.401669794684,4446.994875470948,3304.2288879047146,4412.867564280967,3685.0178338139654
10,846.5,35824.15073152546,42456.796128848386,7898.791797263365,11647.389001312597,19342.354319203627,23681.269740200958,9594.417824323978,12219.207785918063,6620.534258163356,9775.352919790317,8552.726767159547,10925.911139949574,3855.468025424349,4654.20430747013,5503.381487773905,8794.217558423745,4362.472252109911,4836.536842070267,3626.154918040382,5029.782710858149
11,846.8,49260.879942084495,52483.995928789576,9640.065660882336,10401.405440938624,21659.118482400354,26323.189794086113,10366.998739339928,9623.294889503471,7948.413924059709,8953.994699990699,11379.900090079154,8704.42964971001,6067.0927490237555,3560.3282826443565,6027.561645059294,8761.130829133781,3400.806302504941,4125.609759200139,4037.2304560607363,4954.498479532403
12,847.1,72090.46671869827,77927.07990269855,9668.24683108078,13771.994828512474,34440.97016027529,38212.62948503036,10587.098712746076,12312.375583282352,8204.633735307345,11513.00639703789,13264.509552808602,10331.159457095317,3054.2306388242823,5280.402931667959,6422.644187055997,7867.552749451574,3573.764030333817,3767.332653333142,4994.3101044151745,5573.817818250154
13,847.4,77785.24388508855,80686.95345966356,12912.288035319772,15391.031362481175,38533.07067241091,46378.61853349513,10667.031663876865,10824.15433724317,13434.188305030992,15062.871338319092,10737.603712083763,11951.243209030532,3648.30858268084,4534.254097293308,10758.042975102178,11273.285504416514,4947.69977593939,5316.472016522426,5586.5099670197715,5273.196703942723
14,847.7,108128.29056477944,119400.72381093564,14714.686351526028,18939.58452914294,55031.563053151905,54209.292911300756,11544.547589689331,10573.367102233668,16395.3220767836,19702.450364965796,15861.61567710797,14023.611818279958,4211.112649200031,7122.389821875366,10089.941253064037,13277.261977855107,3252.052771270317,3772.439819818528,5733.780870086428,5229.243849379844
15,848.0,136419.83658741513,128681.52266501878,15904.765438337006,22417.212464469703,58412.34114038312,63640.3753858829,10969.194194276699,8742.718855602332,19808.823472811044,20665.698105814685,14812.308560721327,16445.798679214473,4698.323871906481,4670.7493598144865,12653.10437473516,11117.79017610578,4346.582329979375,4170.078810549942,5926.655156931991,6183.484428977232
