energy,delta
10.0,0.058484951733614794
10.1617,0.05488022264821005
10.2439,0.0652634566805994
10.3261,0.07177652349590508
10.4931,0.07927309184215268
10.6628,0.08276373742932858
10.8353,0.08383563790985621
11.0106,0.08278503216248471
11.1886,0.08102809988375062
11.3696,0.07964276144978369
11.5535,0.07821117488759435
11.7404,0.0767135818266156
11.9303,0.07515869872515198
12.1232,0.07357824336741507
12.3193,0.07201033678225484
12.5186,0.07047147330816315
12.721,0.06897463928628732
12.9268,0.06753707328882068
13.1359,0.06616256700910973
13.3483,0.06484769904034238
13.5642,0.06360566767471082
13.7836,0.0624595915923521
14.0066,0.06145152512451558
14.2331,0.06065709241068804
14.4633,0.059896418075418574
14.6973,0.05904090005657189
14.935,0.05820027709595842
15.1765,0.05741176129942766
15.422,0.056728769923644326
15.6714,0.0561825841316997
15.9249,0.05562427216958987
16.1825,0.05498268072075407
16.4442,0.05434176288769812
16.7102,0.05373028471536139
16.9805,0.05317640730176494
17.2551,0.05275737725000008
17.5342,0.05241639765591822
17.8178,0.05200940694157895
18.106,0.05155847103900817
18.3989,0.05114203916931164
18.6964,0.05083755543715233
18.9988,0.05099409244264977
19.3061,0.05093279442200593
19.6184,0.049965091961085235
19.9357,0.048772983400870475
20.2582,0.04764678750666381
20.5858,0.04642637983668143
20.9188,0.04494919480110618
21.2571,0.04347421919376502
21.6009,0.042209494566880966
21.9503,0.040840264881005624
22.3053,0.039557924159565654
22.6661,0.03865818734806777
23.0327,0.03805861797638651
23.4053,0.03772997775704113
23.7838,0.03785387832508523
24.1685,0.038175582121909135
24.5594,0.03825064259477506
24.9566,0.038152275060693214
25.3603,0.038027908609256506
25.7705,0.038023639534927295
26.1873,0.038012516878487966
26.6109,0.03778127445358689
27.0413,0.037400037056318315
27.4786,0.03695647466670095
27.9231,0.03647731340016268
28.3747,0.03592147749466923
28.8337,0.03527876676787601
29.3,0.03458492046679581
29.7739,0.03385184856143171
30.2555,0.0330814291697584
30.7449,0.03229105796334933
31.2421,0.03149897658097351
31.7475,0.03070287228540319
