Beamline Energy,20 deg,40 deg,55 deg,70 deg,90 deg
290.1029569,2.792515913,2.963230857,3.079656384,3.139327256,3.33101827
290.2021639,2.764318588,2.94622108,3.052259751,3.09608444,3.294478603
290.2988925,2.753899027,2.932542293,3.017726317,3.075627207,3.298143613
290.4007818,2.74780829,2.875348057,3.002685057,3.026773056,3.206957171
290.5001927,2.726213958,2.870894112,2.971650231,3.011854547,3.216836763
290.59712,2.720192488,2.856484586,2.97822129,2.977266895,3.143959234
290.6941121,2.727000536,2.878139937,2.956226591,2.999314157,3.155334798
290.793724,2.722963339,2.841856551,2.927728467,2.967546791,3.104778608
290.9010746,2.714658663,2.853854711,2.957136329,2.973458197,3.127220508
291.0033871,2.755002321,2.861813709,2.948684337,2.983599531,3.119630172
291.103211,2.736450454,2.865567098,2.954300729,2.979317632,3.104969315
291.195417,2.736843556,2.845175592,2.927008526,2.954785789,3.101416186
291.2953727,2.769000097,2.862989533,2.921336352,2.980909827,3.015805154
291.4005284,2.77012683,2.845617448,2.945556699,2.974205461,3.099835977
291.50576,2.77631282,2.887457318,2.935198645,2.990711431,2.999507703
291.5930829,2.774718376,2.8942834,2.970776565,2.992738395,3.100179305
291.6931144,2.809861497,2.917775408,2.944135124,2.95864561,3.032294774
291.7955161,2.820740512,2.918848741,2.995082068,3.01889062,3.127386959
291.9031156,2.820423362,2.910608848,2.988682661,2.995140839,3.132067022
291.9979718,2.820481748,2.920091352,3.012628847,2.954138016,3.076028342
292.0980223,2.832151034,2.896567807,2.988261123,3.016150408,3.128727439
292.2058461,2.845173641,2.943665713,2.97792584,3.018976853,3.141710448
292.3034699,2.828986536,2.88537547,2.996302885,3.009414212,3.057224879
292.3985876,2.829358099,2.92208342,2.976068054,2.968196286,3.068081968
292.5014875,2.812088065,2.902693412,3.004464228,3.011935544,3.063792278
292.5967347,2.841040685,2.905358784,2.963094381,2.937317771,3.070113429
292.7075057,2.841465302,2.940284603,2.994491275,3.016767746,3.057927314
292.8054666,2.842154878,2.904530472,2.984696656,2.905800766,3.037161231
292.9009128,2.825293715,2.899424527,2.968194104,2.973267719,3.037264618
293.0015859,2.827228393,2.89218248,2.930323838,2.950954675,2.968544842
293.0945767,2.815207488,2.898117856,2.969677929,2.942603053,3.013918574
293.2031409,2.80156578,2.857790059,2.925379328,2.925215679,2.959228182
293.3014353,2.805291119,2.875130079,2.943345345,2.931836447,2.918449045
293.4049747,2.795770401,2.880929886,2.884164604,2.936533056,2.927941382
293.4982229,2.758777875,2.852278405,2.913270683,2.877290455,2.942715382
293.5941234,2.778418986,2.841073837,2.864912994,2.900455024,2.956513829
293.700465,2.752207222,2.834640206,2.885333992,2.87080791,2.838555409
293.7990947,2.776898824,2.792406339,2.878946997,2.911987228,2.873695827
293.9003891,2.768620116,2.844430735,2.882310461,2.901672893,2.930394831
293.9991537,2.731738785,2.779240668,2.859145894,2.828983912,2.865862921
294.4887613,2.736418634,2.787422217,2.840259547,2.861974728,2.869542585
295.0009502,2.758003188,2.804418702,2.865810911,2.840644536,2.882918116
295.5017977,2.74568905,2.7929693,2.814367346,2.82742726,2.7920089
296.0043564,2.708997785,2.764919871,2.819605184,2.778063429,2.809125871
296.5033456,2.698320221,2.746882198,2.808688895,2.790552906,2.825692079
297.0040274,2.632375639,2.685315345,2.722738944,2.74623111,2.729033821
297.5064106,2.614393309,2.628536962,2.702077762,2.7058976,2.709033272
297.9891316,2.574105026,2.615551764,2.62646695,2.63007738,2.675489118
298.5002314,2.508894284,2.545135322,2.585355561,2.576046817,2.563967147
298.9942679,2.445362875,2.465540368,2.502126763,2.518729514,2.547488303
299.4899495,2.402873024,2.438257724,2.473891069,2.473221481,2.492661097
300.0035301,2.296121032,2.307595757,2.351644535,2.340096157,2.318154253
301.0087546,2.205037719,2.240842245,2.262846458,2.259640409,2.267830586
301.9905824,2.128685324,2.164311635,2.197454565,2.174189308,2.187257041
303.0092483,1.996510188,2.025064861,2.048012735,2.061006134,2.045963826
303.9931261,1.875101043,1.907568364,1.946760127,1.940377274,1.924082776
305.0170304,1.773659338,1.81036416,1.847142462,1.837476586,1.841820681
305.985893,1.68893058,1.728622309,1.748618753,1.734213443,1.758360667
306.9921484,1.626105803,1.653111243,1.681292125,1.683325252,1.694215649
308.0022176,1.555747993,1.587325374,1.594861314,1.618641833,1.625225316
308.9988698,1.534700766,1.550567125,1.571853585,1.590129349,1.578467273
309.9991285,1.473220543,1.495999271,1.518151957,1.50509241,1.52326283
311.0146443,1.45064254,1.484751627,1.495927287,1.501051889,1.506604112
311.9841278,1.414295935,1.43120765,1.445094234,1.453044644,1.448495722
313.0039214,1.374102253,1.406554023,1.416571693,1.413695425,1.415503666
313.9918527,1.366434091,1.394238541,1.404768638,1.409260651,1.394682687
315.0039842,1.329133772,1.357867173,1.376298631,1.37944338,1.346127162
315.9926327,1.319176686,1.326739489,1.344160817,1.347700952,1.326473399
316.9875324,1.291410834,1.31246412,1.320604741,1.32761924,1.308593507
317.9917863,1.2763019,1.296270022,1.299383628,1.30228911,1.278312817
319.0177662,1.257105539,1.263697648,1.270965627,1.286004334,1.249836317
319.9764321,1.166592357,1.171880753,1.175423845,1.174189924,1.142924935
324.9786412,1.075278372,1.073020485,1.071776011,1.073917212,1.031271819
329.9829453,0.993661884,0.992526737,0.994503424,0.996573434,0.972438065
334.9922827,0.937781012,0.932590721,0.933173971,0.924813876,0.919884662
339.9755674,0.898259246,0.888089465,0.888251514,0.876706189,0.893349222
344.9808509,0.842310701,0.842249385,0.845283008,0.848830726,0.86982652
349.9665055,0.80254624,0.796832391,0.794514412,0.783999781,0.836333238
354.9736218,0.750162749,0.742842392,0.72672456,0.732675414,0.805822405
359.9626034,-0.561580144,-0.593714165,-0.615830782,-0.641247999,-0.768322368
