Date: 11/15/2024

From File
Beamline Energy
Y:\Collins\2024Nov\Macros\carbon_nexafs.txt
: -3.00000000
: 3.00000000
: 0.50000000
Delay After Move (s): 0.10000000
Count Time (s): 5.00000000
Scan Number: 1
Bi-directional: No
Stay at End: 0
Description Length: 7
pol=100
Time of Day	Time (s)	Beamline Energy	EPU Polarization	Coolstage Temp C	CCD Temperature	Beam Current	TEY signal	Izero	Photodiode	AI 0	AI 3 Izero	AI 5	AI 6 BeamStop	AI 7	Temperature Controller	PZT Shutter	Pause Trigger	LV Memory	Time Stamp Error	Time Stamp Transmit Time	Time Stamp Server Time	Camera Temp Setpoint
21:46:55	496.02700000	288.29359408	100.00000000	0.00000000	-40.00000000	500.75898743	0.02598586	-0.13494884	-5.30301697E-6	0.04171533	0.14913532	0.14911698	-0.90755451	0.00013311	0.00000000	8.50000000	0.00000000	1212604.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:47:01	502.23600000	288.39659347	100.00000000	0.00000000	-40.00000000	500.73213196	0.02652585	-0.13267092	9.47435602E-6	0.03821192	0.14774750	0.14770022	-0.90215312	0.00013627	0.00000000	8.50000000	0.00000000	1212604.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:47:07	508.61300000	288.50218138	100.00000000	0.00000000	-40.00000000	500.54817200	0.02708518	-0.13246512	9.87543262E-6	0.02995882	0.14676552	0.14698003	-0.90289281	0.00013900	0.00000000	8.50000000	0.00000000	1212616.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:47:14	515.05000000	288.60532989	100.00000000	0.00000000	-40.00000000	500.36408997	0.02757524	-0.13310125	6.34464322E-6	0.03890657	0.14627535	0.14625644	-0.90612115	0.00012789	0.00000000	8.50000000	0.00000000	1213504.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:47:20	521.62100000	288.70099682	100.00000000	0.00000000	-40.00000000	500.17617798	0.02807314	-0.12969572	6.32820561E-6	0.04133325	0.14535902	0.14553184	-0.90274816	0.00013078	0.00000000	8.50000000	0.00000000	1212632.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:47:27	528.01900000	288.79924727	100.00000000	0.00000000	-40.00000000	500.15185547	0.02882902	-0.13363679	-2.33767984E-6	0.04499455	0.14470737	0.14468061	-0.90693317	0.00013762	0.00000000	8.50000000	0.00000000	1212616.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:47:33	534.31900000	288.90260833	100.00000000	0.00000000	-40.00000000	500.89212036	0.02942611	-0.13212355	-3.31407134E-6	0.04319168	0.14360783	0.14378289	-0.90472067	0.00013828	0.00000000	8.50000000	0.00000000	1212604.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:47:39	540.72500000	288.99847246	100.00000000	0.00000000	-40.00000000	500.70935059	0.02971134	-0.12976508	-1.02267445E-6	0.03442648	0.14188477	0.14200776	-0.90108468	0.00012828	0.00000000	8.50000000	0.00000000	1212636.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:47:46	546.99300000	289.10702705	100.00000000	0.00000000	-40.00000000	500.52502441	0.02939817	-0.13035388	-2.33671218E-7	0.02905192	0.13971294	0.14006050	-0.89934559	0.00012197	0.00000000	8.50000000	0.00000000	1212652.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:47:52	553.02600000	289.20302690	100.00000000	0.00000000	-40.00000000	500.35725403	0.02902609	-0.13366013	1.35377226E-5	0.03286143	0.13757662	0.13764477	-0.89811606	0.00011868	0.00000000	8.50000000	0.00000000	1213128.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:47:58	558.98600000	289.30161938	100.00000000	0.00000000	-40.00000000	500.18774414	0.02795819	-0.13211336	4.12557163E-6	0.04288259	0.13519998	0.13543349	-0.90308020	0.00013837	0.00000000	8.50000000	0.00000000	1212624.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:48:04	564.96800000	289.39268749	100.00000000	0.00000000	-40.00000000	500.01686096	0.02695003	-0.13159426	1.51528591E-6	0.03981899	0.13276373	0.13294063	-0.90283693	0.00016017	0.00000000	8.50000000	0.00000000	1212644.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:48:10	570.99700000	289.49900612	100.00000000	0.00000000	-40.00000000	501.08816528	0.02600842	-0.13345499	1.82102471E-6	0.03324423	0.13014332	0.13035237	-0.90290925	0.00014331	0.00000000	8.50000000	0.00000000	1212664.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:48:16	577.63400000	289.60033460	100.00000000	0.00000000	-40.00000000	500.89920044	0.02505135	-0.13499585	7.43281015E-6	0.03634185	0.12732329	0.12763281	-0.90403358	0.00013380	0.00000000	8.50000000	0.00000000	1212660.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:48:22	583.62200000	289.70173403	100.00000000	0.00000000	-40.00000000	500.73200989	0.02434816	-0.13136906	6.07506708E-6	0.03265362	0.12449389	0.12459679	-0.90392509	0.00015415	0.00000000	8.50000000	0.00000000	1212684.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:48:29	589.97400000	289.80066686	100.00000000	0.00000000	-40.00000000	500.54850769	0.02358703	-0.13187238	4.59239855E-6	0.04216092	0.12124885	0.12126273	-0.90286323	0.00014847	0.00000000	8.50000000	0.00000000	1212688.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:48:35	596.18400000	289.90220663	100.00000000	0.00000000	-40.00000000	500.36958313	0.02243122	-0.13128129	1.10326374E-5	0.04398407	0.11731465	0.11719479	-0.89857631	0.00013282	0.00000000	8.50000000	0.00000000	1212704.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:48:41	602.28100000	290.00635877	100.00000000	0.00000000	-40.00000000	500.19616699	0.02177022	-0.13322223	6.10465474E-6	0.03969347	0.11358931	0.11383094	-0.90790298	0.00013410	0.00000000	8.50000000	0.00000000	1212696.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:48:47	608.35300000	290.10549979	100.00000000	0.00000000	-40.00000000	500.02507019	0.02106438	-0.13299803	-4.04061180E-6	0.03931071	0.11051328	0.11038668	-0.90186053	0.00015070	0.00000000	8.50000000	0.00000000	1212696.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:48:53	614.41900000	290.19707475	100.00000000	0.00000000	-40.00000000	501.15112305	0.02074145	-0.13485284	1.62137586E-5	0.03344243	0.10922688	0.10924795	-0.90499354	0.00015409	0.00000000	8.50000000	0.00000000	1212680.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:48:59	620.48300000	290.30143889	100.00000000	0.00000000	-40.00000000	500.98348999	0.02044923	-0.13204300	1.35311476E-5	0.03826797	0.10895947	0.10910458	-0.90375086	0.00014689	0.00000000	8.50000000	0.00000000	1213632.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:49:05	626.72800000	290.39823367	100.00000000	0.00000000	-40.00000000	500.79023473	0.02013479	-0.13244507	1.61480083E-5	0.03555216	0.10956848	0.10950776	-0.89978283	0.00015159	0.00000000	8.50000000	0.00000000	1212704.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:49:12	632.96500000	290.50274256	100.00000000	0.00000000	-40.00000000	500.27937317	0.02005349	-0.13082827	8.88917862E-6	0.04072273	0.11015836	0.11037892	-0.90457602	0.00013417	0.00000000	8.50000000	0.00000000	1212720.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:49:18	639.17000000	290.59456850	100.00000000	0.00000000	-40.00000000	500.17123413	0.02003695	-0.12933672	-1.02079870E-5	0.03878839	0.11055355	0.11058544	-0.90319198	0.00013782	0.00000000	8.50000000	0.00000000	1213060.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:49:24	645.48000000	290.69666542	100.00000000	0.00000000	-40.00000000	500.04505920	0.02010742	-0.12965199	-2.70259385E-6	0.04130781	0.11077122	0.11066214	-0.90200190	0.00014465	0.00000000	8.50000000	0.00000000	1212732.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:49:30	651.63800000	290.79627901	100.00000000	0.00000000	-40.00000000	500.98132324	0.01999538	-0.13056395	5.69700306E-6	0.04446750	0.11117401	0.11107597	-0.89871767	0.00012407	0.00000000	8.50000000	0.00000000	1212708.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:49:37	657.95000000	290.90107462	100.00000000	0.00000000	-40.00000000	501.06115723	0.01990504	-0.13390045	8.24482598E-6	0.04268866	0.11131422	0.11148888	-0.89896424	0.00013078	0.00000000	8.50000000	0.00000000	1212688.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:49:43	664.12300000	291.00594578	100.00000000	0.00000000	-40.00000000	500.88430786	0.02002202	-0.13461482	2.14902176E-5	0.04003846	0.11161151	0.11152659	-0.90518421	0.00014462	0.00000000	8.50000000	0.00000000	1212692.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:49:49	670.31400000	291.10065054	100.00000000	0.00000000	-40.00000000	500.70945740	0.02016714	-0.13238819	-2.95901990E-6	0.03610216	0.11204408	0.11184002	-0.90230764	0.00014324	0.00000000	8.50000000	0.00000000	1212704.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:49:55	676.63200000	291.19285488	100.00000000	0.00000000	-40.00000000	500.52886963	0.02023973	-0.13264758	1.51387417E-5	0.03318646	0.11230146	0.11250762	-0.90092688	0.00014455	0.00000000	8.50000000	0.00000000	1212700.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:50:01	682.64500000	291.29793655	100.00000000	0.00000000	-40.00000000	500.35583496	0.02024423	-0.13126945	2.41399535E-5	0.03146969	0.11305354	0.11308218	-0.90686413	0.00014653	0.00000000	8.50000000	0.00000000	1212692.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:50:07	688.87200000	291.40052835	100.00000000	0.00000000	-40.00000000	500.17910767	0.02037527	-0.13164456	1.00365208E-5	0.04145134	0.11374655	0.11391208	-0.90125892	0.00013837	0.00000000	8.50000000	0.00000000	1212696.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:50:13	694.89100000	291.50575997	100.00000000	0.00000000	-40.00000000	500.00538635	0.02046700	-0.13465164	-2.97545745E-6	0.03152068	0.11480398	0.11481105	-0.90283364	0.00014768	0.00000000	8.50000000	0.00000000	1212680.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:50:20	701.18400000	291.59565198	100.00000000	0.00000000	-40.00000000	501.24517822	0.02064430	-0.13215281	2.03921882E-5	0.03830131	0.11584599	0.11586575	-0.90462533	0.00015386	0.00000000	8.50000000	0.00000000	1212716.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:50:26	707.52100000	291.69567359	100.00000000	0.00000000	-40.00000000	501.06826782	0.02089047	-0.13234940	2.57409725E-5	0.03545143	0.11685835	0.11698462	-0.90302431	0.00014265	0.00000000	8.50000000	0.00000000	1212704.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:50:32	713.76400000	291.79551611	100.00000000	0.00000000	-40.00000000	500.88866888	0.02124533	-0.12932817	1.43793261E-5	0.03958206	0.11826235	0.11829591	-0.90513490	0.00014160	0.00000000	8.50000000	0.00000000	1212704.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:50:39	719.93700000	291.90055281	100.00000000	0.00000000	-40.00000000	500.71054077	0.02117540	-0.12946198	1.11115377E-5	0.04204618	0.11955868	0.11952840	-0.90004911	0.00013229	0.00000000	8.50000000	0.00000000	1212704.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:50:44	725.87500000	292.00053629	100.00000000	0.00000000	-40.00000000	500.53830016	0.02137663	-0.13038938	1.29492577E-5	0.04479652	0.12079511	0.12061229	-0.90563460	0.00014051	0.00000000	8.50000000	0.00000000	1213376.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:50:51	732.09600000	292.50148749	100.00000000	0.00000000	-40.00000000	500.32577515	0.02215445	-0.13145092	1.63715592E-5	0.03358705	0.12676869	0.12699194	-0.89907930	0.00012608	0.00000000	8.50000000	0.00000000	1212712.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:50:57	738.35800000	293.01191532	100.00000000	0.00000000	-40.00000000	499.78602600	0.02276502	-0.13234644	1.28835075E-5	0.04232670	0.13256464	0.13258677	-0.90287966	0.00013160	0.00000000	8.50000000	0.00000000	1212680.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:51:03	744.57700000	293.50081395	100.00000000	0.00000000	-40.00000000	499.95234680	0.02313108	-0.13168368	1.20090289E-5	0.03131774	0.13705519	0.13714510	-0.90529599	0.00013755	0.00000000	8.50000000	0.00000000	1212816.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:51:10	751.09400000	293.99915373	100.00000000	0.00000000	-40.00000000	500.70005798	0.02351800	-0.12949880	3.93160832E-6	0.03644899	0.14144652	0.14155662	-0.90318540	0.00015090	0.00000000	8.50000000	0.00000000	1212688.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:51:16	757.37100000	294.49397866	100.00000000	0.00000000	-40.00000000	500.51623535	0.02376906	-0.13211566	1.09570246E-5	0.03963532	0.14487375	0.14497862	-0.90453657	0.00015254	0.00000000	8.50000000	0.00000000	1212700.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:51:22	763.69900000	295.00356802	100.00000000	0.00000000	-40.00000000	500.33509827	0.02379544	-0.13379426	1.19202660E-5	0.04136475	0.14874825	0.14884372	-0.89737965	0.00014534	0.00000000	8.50000000	0.00000000	1212700.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:51:29	770.10100000	295.49917106	100.00000000	0.00000000	-40.00000000	500.15264893	0.02393194	-0.13532131	7.96209978E-6	0.04132375	0.15238881	0.15241984	-0.90235366	0.00012877	0.00000000	8.50000000	0.00000000	1212696.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:51:35	776.24200000	296.00435639	100.00000000	0.00000000	-40.00000000	500.38595162	0.02420355	-0.13039267	6.22300519E-6	0.03839073	0.15684191	0.15700622	-0.90820215	0.00014051	0.00000000	8.50000000	0.00000000	1212712.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:51:41	782.59200000	296.50334559	100.00000000	0.00000000	-40.00000000	501.17671204	0.02407943	-0.13252265	8.14948806E-6	0.03251653	0.16308628	0.16307819	-0.89932915	0.00014557	0.00000000	8.50000000	0.00000000	1212712.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:51:48	789.10100000	297.00668107	100.00000000	0.00000000	-40.00000000	500.99009705	0.02428559	-0.13511847	6.27231791E-6	0.03701855	0.17061245	0.17083574	-0.90493436	0.00013883	0.00000000	8.50000000	0.00000000	1212704.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:51:54	795.33700000	297.50641056	100.00000000	0.00000000	-40.00000000	500.81440944	0.02450481	-0.13036177	1.74761638E-5	0.04095778	0.17450421	0.17463186	-0.90205121	0.00012914	0.00000000	8.50000000	0.00000000	1212704.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:52:00	801.75300000	297.99447431	100.00000000	0.00000000	-40.00000000	500.62733459	0.02502710	-0.13128589	1.08814118E-5	0.04429448	0.17359712	0.17377816	-0.90796873	0.00013923	0.00000000	8.50000000	0.00000000	1212700.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:52:07	808.66500000	298.50023138	100.00000000	0.00000000	-40.00000000	500.42898560	0.02558242	-0.13523090	1.48494405E-5	0.03720831	0.17567325	0.17569136	-0.90046663	0.00014600	0.00000000	8.50000000	0.00000000	1212684.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:52:14	815.14100000	298.99426785	100.00000000	0.00000000	-40.00000000	500.24504089	0.02614046	-0.13631677	1.64701846E-5	0.04256327	0.18101118	0.18116001	-0.90175533	0.00013039	0.00000000	8.50000000	0.00000000	1212680.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:52:20	821.43600000	299.48994954	100.00000000	0.00000000	-40.00000000	500.06755066	0.02658132	-0.13081282	9.18176730E-6	0.04063653	0.18924657	0.18917004	-0.89779059	0.00012384	0.00000000	8.50000000	0.00000000	1212832.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:52:26	827.82500000	300.00082237	100.00000000	0.00000000	-40.00000000	500.97230530	0.02743109	-0.13110738	2.02442501E-5	0.03903360	0.19581095	0.19581999	-0.90552611	0.00014281	0.00000000	8.50000000	0.00000000	1212720.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:52:33	834.40800000	301.00602869	100.00000000	0.00000000	-40.00000000	501.10197449	0.02835760	-0.13155809	3.10972993E-6	0.04010448	0.19789559	0.19815744	-0.90909635	0.00014853	0.00000000	8.50000000	0.00000000	1212676.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:52:40	840.96900000	301.99332627	100.00000000	0.00000000	-40.00000000	500.91377258	0.02976394	-0.12901553	-3.48173450E-6	0.03745418	0.20483435	0.20504100	-0.91128584	0.00014584	0.00000000	8.50000000	0.00000000	1213196.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:52:48	849.18800000	303.01753597	100.00000000	0.00000000	-40.00000000	500.67893982	0.03132573	-0.13264265	7.36377237E-6	0.04206988	0.21295931	0.21296148	-0.90010500	0.00015465	0.00000000	8.50000000	0.00000000	1212688.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:52:56	857.30900000	304.00146787	100.00000000	0.00000000	-40.00000000	500.44453430	0.03298037	-0.13467827	1.74531511E-5	0.03300115	0.21995589	0.22014519	-0.90673592	0.00015853	0.00000000	8.50000000	0.00000000	1212700.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:53:04	865.52500000	305.01703038	100.00000000	0.00000000	-40.00000000	499.93684387	0.03479075	-0.13523912	-7.80152719E-6	0.04021185	0.22809519	0.22818234	-0.90440507	0.00014498	0.00000000	8.50000000	0.00000000	1212732.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:53:11	872.07800000	305.98871025	100.00000000	0.00000000	-40.00000000	499.80978394	0.03573478	-0.13622636	5.12168820E-6	0.03645317	0.23685003	0.23692966	-0.90048964	0.00014952	0.00000000	8.50000000	0.00000000	1212716.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:53:17	878.76100000	306.99782026	100.00000000	0.00000000	-40.00000000	500.40666199	0.03738761	-0.13398822	-6.55227205E-6	0.03784799	0.24642485	0.24684808	-0.90495080	0.00014242	0.00000000	8.50000000	0.00000000	1212700.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:53:24	885.36500000	307.99936293	100.00000000	0.00000000	-40.00000000	500.79147339	0.03831928	-0.13141575	1.42652309E-6	0.04137425	0.25495749	0.25527727	-0.90296185	0.00012374	0.00000000	8.50000000	0.00000000	1212720.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:53:30	891.80500000	308.99599654	100.00000000	0.00000000	-40.00000000	500.60087615	0.03889056	-0.13149728	4.88827473E-6	0.03814624	0.26129171	0.26165252	-0.89916149	0.00012887	0.00000000	8.50000000	0.00000000	1212732.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:53:37	898.45600000	310.00202043	100.00000000	0.00000000	-40.00000000	500.40861511	0.03984101	-0.13286291	-1.41388853E-6	0.04009386	0.26603793	0.26622988	-0.90546365	0.00012874	0.00000000	8.50000000	0.00000000	1212892.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:53:44	904.92900000	311.00882239	100.00000000	0.00000000	-40.00000000	500.22312927	0.04039437	-0.13503957	1.51255916E-5	0.04585888	0.26940391	0.26968930	-0.89970393	0.00013236	0.00000000	8.50000000	0.00000000	1212736.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:53:50	911.24500000	311.98705706	100.00000000	0.00000000	-40.00000000	500.04576111	0.04050884	-0.13356972	-4.40784590E-7	0.04225757	0.27146992	0.27175429	-0.90410919	0.00012979	0.00000000	8.50000000	0.00000000	1212744.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:53:56	917.54300000	312.99802442	100.00000000	0.00000000	-40.00000000	500.93353271	0.04087270	-0.13209297	-2.72560640E-6	0.03901989	0.27369974	0.27384860	-0.90031540	0.00013371	0.00000000	8.50000000	0.00000000	1212728.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:54:02	923.80100000	313.99778730	100.00000000	0.00000000	-40.00000000	500.82106018	0.04093422	-0.13055113	9.98063307E-6	0.03515644	0.27433739	0.27464819	-0.89916477	0.00011454	0.00000000	8.50000000	0.00000000	1212732.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:54:09	930.16000000	315.00099771	100.00000000	0.00000000	-40.00000000	500.63955688	0.04102395	-0.13042062	3.73764504E-6	0.03404095	0.27593121	0.27617928	-0.90393496	0.00011267	0.00000000	8.50000000	0.00000000	1212732.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:54:15	936.74800000	315.99263273	100.00000000	0.00000000	-40.00000000	500.44955444	0.04141044	-0.13414175	-1.59940107E-5	0.04175977	0.27664920	0.27684625	-0.90096962	0.00012190	0.00000000	8.50000000	0.00000000	1212732.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:54:22	943.43400000	316.99055683	100.00000000	0.00000000	-40.00000000	499.93464661	0.04105379	-0.13069710	-7.79495216E-6	0.03997926	0.27737331	0.27773773	-0.90151863	0.00013193	0.00000000	8.50000000	0.00000000	1212732.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:54:30	951.43900000	317.99483002	100.00000000	0.00000000	-40.00000000	499.65608215	0.04106274	-0.13306509	-1.32555120E-5	0.03887735	0.27568560	0.27599909	-0.90971440	0.00014416	0.00000000	8.50000000	0.00000000	1212740.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:54:38	959.37200000	319.01470284	100.00000000	0.00000000	-40.00000000	500.60917664	0.04041033	-0.12988870	6.34464318E-6	0.03722133	0.27430300	0.27472676	-0.90285336	0.00013782	0.00000000	8.50000000	0.00000000	1212768.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
21:54:46	967.48200000	319.97643208	100.00000000	0.00000000	-40.00000000	500.37503052	0.04035163	-0.12993341	-9.39268369E-6	0.04284847	0.27054708	0.27059337	-0.90411906	0.00013203	0.00000000	8.50000000	0.00000000	1212800.00000000	-0.00500488	0.00010000	0.00779983	-40.00000000
