Date: 11/15/2024

From File
Beamline Energy
Y:\Collins\2024Nov\Macros\carbon_nexafs.txt
: -3.00000000
: 3.00000000
: 0.50000000
Delay After Move (s): 0.10000000
Count Time (s): 5.00000000
Scan Number: 1
Bi-directional: No
Stay at End: 0
Description Length: 7
pol=100
Time of Day	Time (s)	Beamline Energy	EPU Polarization	Coolstage Temp C	CCD Temperature	Beam Current	TEY signal	Izero	Photodiode	AI 0	AI 3 Izero	AI 5	AI 6 BeamStop	AI 7	Temperature Controller	PZT Shutter	Pause Trigger	LV Memory	Time Stamp Error	Time Stamp Transmit Time	Time Stamp Server Time	Camera Temp Setpoint
21:40:36	116.92200000	281.00168871	100.00000000	0.00000000	-40.00000000	497.91848755	0.01509536	-0.13037558	-1.71577905E-5	0.03795642	0.18177188	0.18147380	-0.90118002	0.00017865	0.00000000	8.50000000	0.00000000	1212276.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:40:42	123.07500000	281.20702276	100.00000000	0.00000000	-40.00000000	497.85939026	0.01519589	-0.13172148	-7.76536454E-6	0.03357377	0.18088294	0.18064785	-0.90277446	0.00016356	0.00000000	8.50000000	0.00000000	1212280.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:40:48	129.31400000	281.39351563	100.00000000	0.00000000	-40.00000000	499.01560974	0.01507585	-0.13606758	-2.16386713E-5	0.03658404	0.18005225	0.17984829	-0.90541762	0.00015274	0.00000000	8.50000000	0.00000000	1212284.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:40:54	135.57200000	281.60181892	100.00000000	0.00000000	-40.00000000	498.83306885	0.01502122	-0.13338135	-9.20858295E-6	0.03608329	0.17885490	0.17880549	-0.90075922	0.00017062	0.00000000	8.50000000	0.00000000	1212320.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:41:00	141.67400000	281.79843325	100.00000000	0.00000000	-40.00000000	500.27734375	0.01501666	-0.13460102	-1.53881405E-6	0.04615127	0.17810052	0.17796823	-0.90314924	0.00018183	0.00000000	8.50000000	0.00000000	1212420.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:41:06	147.66400000	282.00012791	100.00000000	0.00000000	-40.00000000	500.10334778	0.01496960	-0.13180334	-1.48894062E-5	0.04057117	0.17669892	0.17659855	-0.90626909	0.00018443	0.00000000	8.50000000	0.00000000	1212316.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:41:13	154.15800000	282.20211149	100.00000000	0.00000000	-40.00000000	500.61830139	0.01506331	-0.13416049	5.88207157E-7	0.04455722	0.17490913	0.17480978	-0.90301116	0.00017858	0.00000000	8.50000000	0.00000000	1212284.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:41:19	160.59200000	282.39956519	100.00000000	0.00000000	-40.00000000	500.98759460	0.01491281	-0.13269294	-3.75788565E-6	0.03608227	0.17309949	0.17273687	-0.90740328	0.00017769	0.00000000	8.50000000	0.00000000	1212300.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:41:26	166.96600000	282.60212153	100.00000000	0.00000000	-40.00000000	500.80181885	0.01478663	-0.13441757	-3.31078383E-6	0.04235968	0.17064164	0.17053924	-0.90278104	0.00016333	0.00000000	8.50000000	0.00000000	1212300.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:41:32	173.02800000	282.80255206	100.00000000	0.00000000	-40.00000000	500.62835693	0.01471587	-0.13310027	-5.31616702E-6	0.03725302	0.16792412	0.16776125	-0.90797860	0.00016836	0.00000000	8.50000000	0.00000000	1212296.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:41:38	179.23000000	283.00084714	100.00000000	0.00000000	-40.00000000	500.45373535	0.01459498	-0.12982590	-1.84358513E-7	0.03538933	0.16444889	0.16457740	-0.90288624	0.00015820	0.00000000	8.50000000	0.00000000	1212328.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:41:44	185.32900000	283.20184381	100.00000000	0.00000000	-40.00000000	500.21902466	0.01436395	-0.13241844	-1.09082274E-5	0.05143473	0.15706204	0.15694514	-0.90222874	0.00015583	0.00000000	8.50000000	0.00000000	1212328.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:41:50	191.51900000	283.40312617	100.00000000	0.00000000	-40.00000000	500.19793701	0.01442633	-0.13405003	-8.56751784E-6	0.03714864	0.15507882	0.15483206	-0.90147261	0.00015810	0.00000000	8.50000000	0.00000000	1213248.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:41:56	197.80300000	283.50023192	100.00000000	0.00000000	-40.00000000	500.42030334	0.01437364	-0.13168335	8.05183023E-7	0.04723233	0.15224301	0.15213034	-0.90476341	0.00016714	0.00000000	8.50000000	0.00000000	1212308.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:42:02	203.84200000	283.59254403	100.00000000	0.00000000	-40.00000000	500.26031494	0.01439034	-0.13254468	-1.00896365E-5	0.04204848	0.14904840	0.14901263	-0.90706138	0.00017155	0.00000000	8.50000000	0.00000000	1212300.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:42:09	210.01300000	283.69464317	100.00000000	0.00000000	-40.00000000	499.76303101	0.01443667	-0.13099067	-2.94563783E-5	0.04601983	0.14578416	0.14572840	-0.90096304	0.00015754	0.00000000	8.50000000	0.00000000	1212280.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:42:15	216.36600000	283.79924942	100.00000000	0.00000000	-40.00000000	499.54968262	0.01485966	-0.13329193	-1.86404591E-5	0.04196557	0.14270708	0.14246739	-0.91052313	0.00016244	0.00000000	8.50000000	0.00000000	1212284.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:42:21	222.63500000	283.90393284	100.00000000	0.00000000	-40.00000000	500.82464600	0.01664247	-0.13105839	-1.93275493E-5	0.03399306	0.14004853	0.14007000	-0.90564446	0.00015784	0.00000000	8.50000000	0.00000000	1212284.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:42:28	229.04500000	284.00138211	100.00000000	0.00000000	-40.00000000	500.63648987	0.02032020	-0.13579636	-1.84563583E-5	0.04305127	0.13759763	0.13733962	-0.90678852	0.00016579	0.00000000	8.50000000	0.00000000	1212284.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:42:34	235.48900000	284.09889830	100.00000000	0.00000000	-40.00000000	500.44679260	0.02461734	-0.13257131	-1.21476200E-5	0.04118515	0.13525024	0.13529301	-0.90536174	0.00016780	0.00000000	8.50000000	0.00000000	1212292.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:42:40	241.72000000	284.19404108	100.00000000	0.00000000	-40.00000000	500.26765442	0.02778042	-0.13251838	-2.52943863E-5	0.03916823	0.13298541	0.13305635	-0.90007213	0.00016970	0.00000000	8.50000000	0.00000000	1212292.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:42:46	247.77300000	284.29901598	100.00000000	0.00000000	-40.00000000	500.08912659	0.02929582	-0.13239279	-2.38971931E-5	0.03546954	0.13094209	0.13099840	-0.90103537	0.00015616	0.00000000	8.50000000	0.00000000	1212292.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:42:52	253.78700000	284.40651246	100.00000000	0.00000000	-40.00000000	500.89462280	0.02796143	-0.13306969	-1.70558776E-5	0.03847275	0.12920276	0.12931217	-0.90208080	0.00015547	0.00000000	8.50000000	0.00000000	1212292.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:42:59	259.95900000	284.49697017	100.00000000	0.00000000	-40.00000000	500.95957947	0.02657388	-0.13253876	-1.18879064E-5	0.04286924	0.12767703	0.12774630	-0.90594034	0.00015738	0.00000000	8.50000000	0.00000000	1212776.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
21:43:05	266.00500000	284.59727431	100.00000000	0.00000000	-40.00000000	500.78387451	0.02481837	-0.13011521	-1.05531760E-5	0.04097038	0.12641426	0.12644993	-0.90706138	0.00015642	0.00000000	8.50000000	0.00000000	1212316.00000000	-0.00577021	0.00010000	0.00820961	-40.00000000
