{1=sample1,2=KM3245432}
CCD
Scan Type: One Motor From File
Y:\Collins\2024Nov\XRR\znpc\.macro\2024 11 15\znpc(1).txt
X Motor: Beamline Energy
Delay After Move (s): 0.00000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\241116\CCD Scan 85250
Time	Frame #	Beamline Energy	EPU Polarization	Coolstage Temp C	CCD Temperature	Beam Current	TEY signal	Izero	Photodiode	AI 0	AI 3 Izero	AI 5	AI 6 BeamStop	AI 7	Temperature Controller	PZT Shutter	Pause Trigger	LV Memory	Time Stamp Error	Time Stamp Transmit Time	Time Stamp Server Time	Camera Temp Setpoint	Total Flux	Counts	Background	Filename
00:44:10	1.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.09857178	0.00257637	-0.13758213	-0.00001430	-0.01024589	-0.01083545	-0.01208010	-0.91142720	0.00006720	0.00000000	7.48952888	0.00000000	1033284.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	55390070.00000000	0.00000000	znpc_85250-00001
00:44:13	2.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.01647949	0.01038368	-0.13538443	0.00020772	0.01478770	-0.01519864	-0.01746702	-0.77031068	0.00025689	0.00000000	0.00000000	0.00000000	1037648.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45758521.00000000	0.00000000	znpc_85250-00002
00:44:16	3.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	501.06704712	0.01039304	-0.14442509	0.00011074	0.02662275	-0.01937378	-0.01646433	-0.78017322	-0.00005542	0.00000000	0.00000000	0.00000000	1039060.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45742133.00000000	0.00000000	znpc_85250-00003
00:44:19	4.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.96252441	0.01021108	-0.07785295	0.00024882	0.08576511	-0.01830534	-0.01082624	-0.91660503	0.00005964	0.00000000	0.00000000	0.00000000	1039804.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45724025.00000000	0.00000000	znpc_85250-00004
00:44:23	5.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.87707520	0.01049348	-0.12683690	0.00040662	0.06490584	-0.01731908	-0.01552739	-0.92482382	0.00012539	0.00000000	0.00000000	0.00000000	1040224.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45718828.00000000	0.00000000	znpc_85250-00005
00:44:26	6.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.76950073	0.01026943	-0.10333118	-0.00016376	0.03663323	-0.01779577	-0.01728621	-0.86564857	0.00024045	0.00000000	0.00000000	0.00000000	1038640.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45707541.00000000	0.00000000	znpc_85250-00006
00:44:29	7.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.69702148	0.01057386	-0.12453564	-0.00020815	0.08229679	-0.01605339	-0.01661227	-0.88044238	-0.00010474	0.00000000	0.00000000	0.00000000	1038656.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45706729.00000000	0.00000000	znpc_85250-00007
00:44:32	8.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.58410645	0.01072081	-0.20064157	0.00006143	0.06674685	-0.01800946	-0.02159285	-0.92318006	0.00012539	0.00000000	0.00000000	0.00000000	1039464.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45696790.00000000	0.00000000	znpc_85250-00008
00:44:35	9.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.50094604	0.01053835	-0.14146633	0.00026690	0.11998813	-0.01957103	-0.02206954	-0.86071730	-0.00013761	0.00000000	0.00000000	0.00000000	1039876.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45692020.00000000	0.00000000	znpc_85250-00009
00:44:38	10.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.40100098	0.01032992	-0.13768569	-0.00008322	0.04983259	-0.01861765	-0.01577395	-0.77031068	0.00022401	0.00000000	0.00000000	0.00000000	1040284.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45691589.00000000	0.00000000	znpc_85250-00010
00:44:41	11.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.30563354	0.01060756	-0.20902473	0.00008444	0.08343098	-0.01878203	-0.01176319	-0.99714911	0.00001033	0.00000000	0.00000000	0.00000000	1038676.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45690028.00000000	0.00000000	znpc_85250-00011
00:44:45	12.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.21179199	0.01066952	-0.16875269	0.00003020	0.00088152	-0.02091891	-0.01113856	-0.70949169	-0.00015405	0.00000000	0.00000000	0.00000000	1039084.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45690636.00000000	0.00000000	znpc_85250-00012
00:44:48	13.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.12634277	0.01019431	-0.15050699	0.00011403	0.05103253	-0.01442607	-0.01158237	-1.18618113	0.00024045	0.00000000	0.00000000	0.00000000	1039588.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45688184.00000000	0.00000000	znpc_85250-00013
00:44:51	14.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.03173828	0.01056942	-0.14031570	0.00019129	0.01664514	-0.01672733	-0.00942905	-0.74236682	0.00020758	0.00000000	0.00000000	0.00000000	1039996.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45683682.00000000	0.00000000	znpc_85250-00014
00:44:54	15.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.89614868	0.01063238	-0.20968224	0.00009595	-0.01752856	-0.01741771	-0.02216817	-0.88537365	0.00002676	0.00000000	0.00000000	0.00000000	1038732.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45690117.00000000	0.00000000	znpc_85250-00015
00:44:57	16.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.81604004	0.01056153	-0.15790390	0.00032279	0.03184989	-0.01802590	-0.01151662	-1.00865541	0.00002676	0.00000000	0.00000000	0.00000000	1038860.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45671646.00000000	0.00000000	znpc_85250-00016
00:45:00	17.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.71456909	0.01064487	-0.17417709	0.00021101	0.06130601	-0.01608627	-0.02229967	-1.10563706	0.00002676	0.00000000	0.00000000	0.00000000	1039592.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45688475.00000000	0.00000000	znpc_85250-00017
00:45:04	18.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.61614990	0.01021733	-0.14590447	0.00024389	-0.00235668	-0.01661227	-0.01603695	-1.01687419	0.00014183	0.00000000	0.00000000	0.00000000	1040068.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45690454.00000000	0.00000000	znpc_85250-00018
00:45:07	19.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.52001953	0.01042707	-0.01045892	0.00019457	0.08632399	-0.01940665	-0.01807521	-0.75058560	0.00019114	0.00000000	0.00000000	0.00000000	1038752.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45687238.00000000	0.00000000	znpc_85250-00019
00:45:10	20.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.40634155	0.01041408	-0.16299954	0.00030306	0.06189777	-0.01662871	-0.01896284	-0.89852371	0.00009251	0.00000000	0.00000000	0.00000000	1039364.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45670095.00000000	0.00000000	znpc_85250-00020
00:45:14	21.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.52459717	0.01028538	-0.16760206	-0.00014075	0.07325612	-0.01751633	-0.01828890	-0.62894761	0.00024045	0.00000000	0.00000000	0.00000000	1039824.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45683432.00000000	0.00000000	znpc_85250-00021
00:45:17	22.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.43533325	0.01049052	-0.15609577	-0.00018185	0.07582038	-0.01616845	-0.01853546	-0.81962339	0.00045414	0.00000000	0.00000000	0.00000000	1039852.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45671428.00000000	0.00000000	znpc_85250-00022
00:45:20	23.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.32546997	0.01022505	-0.18338213	0.00008444	-0.01404379	-0.01846971	-0.02068878	-0.82291090	0.00009251	0.00000000	0.00000000	0.00000000	1038484.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45671240.00000000	0.00000000	znpc_85250-00023
00:45:23	24.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.21942139	0.01061906	-0.16069829	0.00014362	-0.00135399	-0.01657939	-0.02065591	-0.73414804	0.00010895	0.00000000	0.00000000	0.00000000	1039100.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45677727.00000000	0.00000000	znpc_85250-00024
00:45:27	25.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.14541626	0.01065555	-0.14557572	-0.00015555	0.00550047	-0.01616845	-0.02141204	-0.88701741	0.00007608	0.00000000	0.00000000	0.00000000	1039400.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45673092.00000000	0.00000000	znpc_85250-00025
00:45:30	26.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.03173828	0.01041803	-0.09708490	0.00015348	0.03390459	-0.01488632	-0.01746702	-1.06947441	-0.00008830	0.00000000	0.00000000	0.00000000	1039804.00000000	-0.00504065	0.98684833	0.01315167	-40.00000000	0.00000000	45681197.00000000	0.00000000	znpc_85250-00026
