energy,os,wid,mu_x,mu_y,mu_z,theta,sym,xx,yy,zz,xy,xz,yz,atom,mo,cluster
290.87943,0.000405,0.54474312,0.70710242,0.70710242,0.0035234087,89.798126,1,0.00020271896,0.00020271896,5.0333342e-09,0,0,0,2,195,12,1
290.88904,0.00030799999,0.59154534,0.70696145,0.70696145,0.020272912,88.838371,1,0.00015373695,0.00015373695,1.2642096e-07,0,0,0,4,201,12,1
290.94476,4.5000001e-05,0.31554371,0.49359009,0.49359009,0.716057,44.270107,1,1.0995377e-05,1.0995377e-05,2.3140483e-05,0,0,0,1,175,12,1
290.95499,5.1999999e-05,0.31732062,0.055962052,0.055962052,0.99686331,4.5392838,1,1.638883e-07,1.638883e-07,5.2003419e-05,0,0,0,1,176,12,1
290.96722,0.000124,0.55925602,0.7070713,0.7070713,0.01001795,89.426003,1,6.2047598e-05,6.2047598e-05,1.2455359e-08,0,0,0,2,197,12,1
290.98087,6.9000002e-05,0.59488535,0.01867442,0.01867442,0.99965119,1.5133607,1,2.4229259e-08,2.4229259e-08,6.9429312e-05,0,0,0,3,201,12,1
291.00137,0.000136,0.59824377,0.0067436956,0.0067436956,0.99995452,0.54643887,1,6.1622032e-09,6.1622032e-09,0.00013548795,0,0,0,3,202,12,1
291.01596,0.000447,0.61229664,0.023834899,0.023834899,0.99943173,1.9316828,1,2.5401226e-07,2.5401226e-07,0.00044661609,0,0,0,4,203,12,1
291.05643,0.00021100001,0.57400036,0.035894703,0.035894703,0.99871075,2.9097295,1,2.7229092e-07,2.7229092e-07,0.00021079088,0,0,0,2,198,12,1
291.05707,0.000535,0.60736877,0.0035322043,0.0035322043,0.99998754,0.28599027,1,6.6771797e-09,6.6771797e-09,0.00053516851,0,0,0,3,203,12,1
291.07867,7.0000002e-05,0.33886987,0.70703977,0.70703977,0.01376669,89.211205,1,3.4814148e-05,3.4814148e-05,1.3198577e-08,0,0,0,1,179,12,1
291.08865,5.1999999e-05,0.62418491,0.70709151,0.70709151,0.0065758401,89.62323,1,2.5938116e-05,2.5938116e-05,2.243312e-09,0,0,0,4,205,12,1
291.09225,9.2000002e-05,0.62477356,0.70053387,0.70053387,0.13603176,82.181717,1,4.5265777e-05,4.5265777e-05,1.7068381e-06,0,0,0,4,206,12,1
291.10303,0.00060299999,0.58170313,0.7070989,0.7070989,0.0047236648,89.729355,1,0.00030138393,0.00030138393,1.3449864e-08,0,0,0,2,199,12,1
291.11127,0.000118,0.61624807,0.37022731,0.37022731,0.85197622,31.572731,1,1.6214126e-05,1.6214126e-05,8.58641e-05,0,0,0,3,204,12,1
291.13028,0.000186,0.61936074,0.70705718,0.70705718,0.011845574,89.321281,1,9.2905771e-05,9.2905771e-05,2.6076291e-08,0,0,0,3,205,12,1
291.14648,0.00017299999,0.6220147,0.70012796,0.70012796,0.14014886,81.943542,1,8.4738487e-05,8.4738487e-05,3.3955102e-06,0,0,0,3,206,12,1
291.17917,5.0999999e-05,0.35637754,0.70710385,0.70710385,0.0028707976,89.835518,1,2.5494275e-05,2.5494275e-05,4.2022452e-10,0,0,0,1,180,12,1
291.18524,0.00075900002,0.59529042,0.70710671,0.70710671,0.00039574315,89.977325,1,0.00037926348,0.00037926348,1.1879493e-10,0,0,0,2,202,12,1
291.20816,0.00096899999,0.64372611,0.70710295,0.70710295,0.0032775153,89.81221,1,0.00048468032,0.00048468032,1.0413088e-08,0,0,0,4,207,12,1
291.23004,0.000275,0.64730728,0.014780895,0.014780895,0.99978149,1.1977931,1,6.0158335e-08,6.0158335e-08,0.00027523559,0,0,0,4,208,12,1
291.27667,0.00030099999,0.64334464,0.043520153,0.043520153,0.99810421,3.5285871,1,5.6987454e-07,5.6987454e-07,0.00029974376,0,0,0,3,207,12,1
291.27686,0.00018800001,0.65496027,0.70676601,0.70676601,0.031042317,88.221123,1,9.3811192e-05,9.3811192e-05,1.8097211e-07,0,0,0,4,209,12,1
291.29224,5.7000001e-05,0.61297703,0.037333157,0.037333157,0.99860525,3.026468,1,7.9172565e-08,7.9172565e-08,5.6646484e-05,0,0,0,2,203,12,1
291.31137,0.00026,0.64902937,0.70147294,0.70147294,0.12598176,82.762543,1,0.00012808734,0.00012808734,4.1314233e-06,0,0,0,3,208,12,1
291.31339,0.000164,0.37975597,0.70710671,0.70710671,0.00036808112,89.978912,1,8.1763079e-05,8.1763079e-05,2.2155135e-11,0,0,0,1,181,12,1
291.31403,0.002329,0.61658049,0.70710647,0.70710647,0.00095101085,89.945511,1,0.0011644122,0.0011644122,2.1062412e-09,0,0,0,2,204,12,1
291.34564,5.0999999e-05,0.66621077,0.013053118,0.013053118,0.99982959,1.0577692,1,8.6782332e-09,8.6782332e-09,5.091606e-05,0,0,0,4,210,12,1
291.37775,0.000202,0.67145991,0.70709044,0.70709044,0.0068027219,89.610229,1,0.00010095622,0.00010095622,9.3443386e-09,0,0,0,4,211,12,1
291.39307,0.00017100001,0.39364016,0.70708519,0.70708519,0.0078128837,89.552353,1,8.5601889e-05,8.5601889e-05,1.0451113e-08,0,0,0,1,182,12,1
291.42957,0.00025499999,0.66839343,0.70695305,0.70695305,0.020850457,88.805267,1,0.00012761212,0.00012761212,1.1100484e-07,0,0,0,3,210,12,1
291.43515,0.00082999998,0.63659775,0.70710582,0.70710582,0.0016583623,89.904984,1,0.00041502097,0.00041502097,2.2827591e-09,0,0,0,2,206,12,1
291.44797,0.000149,0.40320405,0.70710438,0.70710438,0.0026149459,89.850174,1,7.4722811e-05,7.4722811e-05,1.0219074e-09,0,0,0,1,183,12,1
291.47247,5.0999999e-05,0.67542154,0.42165127,0.42165127,0.80275798,36.605717,1,9.0346921e-06,9.0346921e-06,3.2747324e-05,0,0,0,3,211,12,1
291.48975,0.000428,0.68977469,0.70710677,0.70710677,4.8012629e-05,89.997246,1,0.0002141313,0.0002141313,9.8723612e-13,0,0,0,4,212,12,1
291.51093,0.000302,0.64912719,0.39616042,0.39616042,0.82831991,34.073463,1,4.7410995e-05,4.7410995e-05,0.00020726836,0,0,0,2,207,12,1
291.52185,0.00012,0.65092885,0.58121723,0.58121723,0.56953758,55.282013,1,4.0601459e-05,4.0601459e-05,3.8986062e-05,0,0,0,2,208,12,1
291.53949,0.00076999998,0.68639779,0.70710653,0.70710653,0.00085123227,89.951225,1,0.00038505116,0.00038505116,5.580138e-10,0,0,0,3,212,12,1
291.56766,0.001655,0.70251328,0.70710677,0.70710677,2.209002e-07,89.999985,1,0.00082759419,0.00082759419,8.0768059e-17,0,0,0,4,213,12,1
291.58484,0.000161,0.7053259,0.70702863,0.70702863,0.014868665,89.148056,1,8.04929e-05,8.04929e-05,3.5598159e-08,0,0,0,4,214,12,1
291.59293,0.0037140001,0.6626814,0.70710415,0.70710415,0.0027240766,89.843925,1,0.0018568736,0.0018568736,2.7558414e-08,0,0,0,2,209,12,1
291.62317,0.00082800002,0.7001099,0.70708573,0.70708573,0.0077178031,89.5578,1,0.00041394855,0.00041394855,4.931621e-08,0,0,0,3,213,12,1
291.64734,0.0014759999,0.67167348,0.70710677,0.70710677,3.4693418e-05,89.998009,1,0.00073814421,0.00073814421,1.77691e-12,0,0,0,2,210,12,1
291.65268,0.00042,0.70494276,0.70709825,0.70709825,0.0049184742,89.718193,1,0.00020984211,0.00020984211,1.015299e-08,0,0,0,3,214,12,1
291.66278,0.00042,0.44062346,0.0020619875,0.0020619875,0.99999577,0.16668902,1,1.786329e-09,1.786329e-09,0.00042013192,0,0,0,1,187,12,1
291.68549,7.5999997e-05,0.71031618,0.64781672,0.64781672,0.4008328,66.369751,1,3.1773849e-05,3.1773849e-05,1.2164436e-05,0,0,0,3,215,12,1
291.68716,0.00030700001,0.72205448,0.70708734,0.70708734,0.0074201194,89.574852,1,0.00015331976,0.00015331976,1.6883941e-08,0,0,0,4,215,12,1
291.72916,0.001304,0.72892249,0.70710647,0.70710647,0.0009173986,89.947433,1,0.00065202097,0.00065202097,1.097509e-09,0,0,0,4,216,12,1
291.75677,0.000111,0.7219969,0.70707691,0.70707691,0.0091961706,89.473091,1,5.5524823e-05,5.5524823e-05,9.3922141e-09,0,0,0,3,216,12,1
291.76852,0.00013299999,0.69170725,0.70623666,0.70623666,0.049594417,87.15728,1,6.6456443e-05,6.6456443e-05,3.2771939e-07,0,0,0,2,211,12,1
291.78864,0.001162,0.69502974,0.70710647,0.70710647,0.00090216228,89.948311,1,0.00058086077,0.00058086077,9.4552233e-10,0,0,0,2,212,12,1
291.81866,0.000104,0.46778214,0.70710528,0.70710528,0.0020598662,89.881981,1,5.1961451e-05,5.1961451e-05,4.409518e-10,0,0,0,1,190,12,1
291.81894,8.0999998e-05,0.70003814,0.7071014,0.7071014,0.0038969263,89.776726,1,4.0513842e-05,4.0513842e-05,1.2305079e-09,0,0,0,2,213,12,1
291.84314,0.00067500002,0.74756432,0.70710188,0.70710188,0.0037309572,89.786232,1,0.00033740132,0.00033740132,9.3934123e-09,0,0,0,4,218,12,1
291.84589,0.001714,0.73659366,0.70710647,0.70710647,0.00091189909,89.947754,1,0.0008570315,0.0008570315,1.4253473e-09,0,0,0,3,217,12,1
291.92593,0.00098400004,0.71772474,0.70710462,0.70710462,0.0024645682,89.858788,1,0.00049218064,0.00049218064,5.9791407e-09,0,0,0,2,214,12,1
291.96994,0.00067199999,0.76829928,0.70709449,0.70709449,0.0059029437,89.661781,1,0.00033573798,0.00033573798,2.3398227e-08,0,0,0,4,219,12,1
292.00067,0.000124,0.49948761,0.70636076,0.70636076,0.045923945,87.367828,1,6.175306e-05,6.175306e-05,2.6102597e-07,0,0,0,1,192,12,1
292.04279,0.00098000001,0.76885074,0.70710647,0.70710647,0.00093489466,89.946434,1,0.00048994762,0.00048994762,8.5645663e-10,0,0,0,3,219,12,1
292.04538,0.000141,0.50727457,0.70631105,0.70631105,0.047427926,87.281563,1,7.0185524e-05,7.0185524e-05,3.1646366e-07,0,0,0,1,193,12,1
292.08075,0.00061599998,0.74331248,0.70710677,0.70710677,0.00023379961,89.986603,1,0.00030819411,0.00030819411,3.3693177e-11,0,0,0,2,216,12,1
292.08664,0.00042,0.7873826,0.70710677,0.70710677,0.00017925937,89.989731,1,0.0002099179,0.0002099179,1.349097e-11,0,0,0,4,220,12,1
292.11865,0.001728,0.79261541,0.70708853,0.70708853,0.0071862275,89.588257,1,0.00086408522,0.00086408522,8.9250555e-08,0,0,0,4,221,12,1
292.13257,0.00047200001,0.78356218,0.70710677,0.70710677,3.4468689e-05,89.998024,1,0.00023616862,0.00023616862,5.6117941e-13,0,0,0,3,220,12,1
292.19116,0.002295,0.53267378,0.0027520452,0.0027520452,0.99999243,0.2229358,1,1.7379952e-08,1.7379952e-08,0.0022947264,0,0,0,1,194,12,1
292.19186,7.9999998e-05,0.79327697,0.70705462,0.70705462,0.012149616,89.303864,1,3.9804971e-05,3.9804971e-05,1.1753211e-08,0,0,0,3,221,12,1
292.19547,0.00031500001,0.80517411,0.70709789,0.70709789,0.0050075538,89.713089,1,0.00015751374,0.00015751374,7.8997004e-09,0,0,0,4,222,12,1
292.23035,0.00034900001,0.76804072,0.70704395,0.70704395,0.01333171,89.23613,1,0.00017451282,0.00017451282,6.2044926e-08,0,0,0,2,218,12,1
292.26035,0.000287,0.8157869,0.70690131,0.70690131,0.024103887,88.618813,1,0.00014323743,0.00014323743,1.6653787e-07,0,0,0,4,223,12,1
292.26239,0.000153,0.80482662,0.70710671,0.70710671,0.00041492045,89.976227,1,7.6581651e-05,7.6581651e-05,2.6368444e-11,0,0,0,3,223,12,1
292.27625,0.000229,0.81838691,0.70641398,0.70641398,0.044256054,87.463486,1,0.00011452369,0.00011452369,4.4949221e-07,0,0,0,4,224,12,1
292.27722,0.00034100001,0.77579308,0.70709276,0.70709276,0.0062926281,89.639458,1,0.0001704489,0.0001704489,1.3499123e-08,0,0,0,2,219,12,1
292.31976,0.000113,0.81423014,0.30409765,0.30409765,0.9028008,25.471302,1,1.044076e-05,1.044076e-05,9.2021619e-05,0,0,0,3,224,12,1
292.31995,0.00063099997,0.82553297,0.70710176,0.70710176,0.0037607709,89.784523,1,0.00031534478,0.00031534478,8.9202192e-09,0,0,0,4,225,12,1
292.35687,0.00073700002,0.56153971,0.024664873,0.024664873,0.99939144,1.998999,1,4.4844592e-07,4.4844592e-07,0.00073624711,0,0,0,1,195,12,1
292.36066,0.00053399999,0.83218843,0.70710653,0.70710653,0.00080161943,89.954071,1,0.00026709735,0.00026709735,3.4327038e-10,0,0,0,4,226,12,1
292.36743,0.00028800001,0.7907027,0.70710677,0.70710677,0.00027388395,89.984306,1,0.00014401544,0.00014401544,2.1605894e-11,0,0,0,2,220,12,1
292.39526,0.000107,0.82659894,0.70710641,0.70710641,0.0010286483,89.941063,1,5.3582047e-05,5.3582047e-05,1.1339234e-10,0,0,0,3,225,12,1
292.39597,4.8000002e-05,0.56835115,0.70655215,0.70655215,0.039598942,87.730553,1,2.371576e-05,2.371576e-05,7.4493038e-08,0,0,0,1,196,12,1
292.42206,0.00030399999,0.84222883,0.69379753,0.69379753,0.19310614,78.865891,1,0.00014623826,0.00014623826,1.1328899e-05,0,0,0,4,228,13,1
292.42883,7.4000003e-05,0.80085182,0.70710498,0.70710498,0.0022715447,89.86985,1,3.679673e-05,3.679673e-05,3.7973799e-10,0,0,0,2,221,13,1
292.44165,0.000159,0.84543395,0.27331358,0.27331358,0.92227942,22.738375,1,1.191036e-05,1.191036e-05,0.0001356212,0,0,0,4,229,13,1
292.44388,0.00030300001,0.57669562,0.70629263,0.70629263,0.047973562,87.250259,1,0.0001510624,0.0001510624,6.96933e-07,0,0,0,1,197,13,1
292.46045,0.000252,0.84850818,0.70517379,0.70517379,0.073890626,85.76252,1,0.00012537221,0.00012537221,1.3765364e-06,0,0,0,4,230,13,1
292.47827,0.00050299999,0.84019637,0.7071057,0.7071057,0.0017514945,89.899643,1,0.00025167988,0.00025167988,1.5441782e-09,0,0,0,3,228,13,1
292.48099,5.9000002e-05,0.58315861,0.00015535261,0.00015535261,1,0,1,1.4248209e-12,1.4248209e-12,5.9036851e-05,0,0,0,1,198,13,1
292.49274,0.000332,0.85379004,0.70705718,0.70705718,0.011844268,89.321358,1,0.00016614361,0.00016614361,4.6622009e-08,0,0,0,4,231,13,1
292.49948,9.7999997e-05,0.84366941,0.70708191,0.70708191,0.0083828736,89.519691,1,4.8950755e-05,4.8950755e-05,6.8802746e-09,0,0,0,3,229,13,1
292.51096,0.000237,0.85676622,0.70691979,0.70691979,0.022995874,88.68232,1,0.00011824828,0.00011824828,1.2512797e-07,0,0,0,4,232,13,1
292.52612,8.2999999e-05,0.81693512,0.70703274,0.70703274,0.014473102,89.170723,1,4.1342213e-05,4.1342213e-05,1.7323593e-08,0,0,0,2,223,13,1
292.54657,0.000374,0.85138559,0.68762136,0.68762136,0.23313881,76.518059,1,0.0001769638,0.0001769638,2.0342994e-05,0,0,0,3,230,13,1
292.56607,0.000371,0.85458016,0.70710528,0.70710528,0.0020657349,89.881645,1,0.0001854447,0.0001854447,1.5826886e-09,0,0,0,3,231,13,1
292.56976,8.6e-05,0.86638147,0.68613285,0.68613285,0.24175063,76.010117,1,4.054873e-05,4.054873e-05,5.0338008e-06,0,0,0,4,233,13,1
292.57797,0.00059100002,0.85652965,0.70691526,0.70691526,0.023274537,88.666344,1,0.00029559023,0.00029559023,3.2041845e-07,0,0,0,3,232,13,1
292.61285,0.00029900001,0.87342936,0.70710677,0.70710677,0.00021296825,89.987801,1,0.00014936939,0.00014936939,1.354944e-11,0,0,0,4,234,13,1
292.61566,0.000235,0.60662413,0.70386493,0.70386493,0.095647193,84.511429,1,0.00011656018,0.00011656018,2.1523651e-06,0,0,0,1,201,13,1
292.62354,0.000137,0.83303487,0.70709562,0.70709562,0.0056119831,89.678459,1,6.8452398e-05,6.8452398e-05,4.3118646e-09,0,0,0,2,225,13,1
292.62747,0.000317,0.86463898,0.70469373,0.70469373,0.082543872,85.265198,1,0.00015762789,0.00015762789,2.1627279e-06,0,0,0,3,233,13,1
292.67145,0.00047999999,0.84095252,0.70514458,0.70514458,0.074445859,85.730614,1,0.00023863383,0.00023863383,2.6598473e-06,0,0,0,2,226,13,1
292.67188,0.00014,0.87191284,0.37474146,0.37474146,0.84801984,32.003056,1,1.9612138e-05,1.9612138e-05,0.00010043233,0,0,0,3,234,13,1
292.67679,0.001143,0.87271553,0.70710677,0.70710677,0.00017979539,89.9897,1,0.00057170709,0.00057170709,3.696244e-11,0,0,0,3,235,13,1
292.69156,0.00017499999,0.88629878,0.7071051,0.7071051,0.0021728713,89.875504,1,8.7522028e-05,8.7522028e-05,8.2645152e-10,0,0,0,4,235,13,1
292.69592,0.00033499999,0.84500223,0.66676956,0.66676956,0.33292142,70.55381,1,0.0001487667,0.0001487667,3.7088361e-05,0,0,0,2,227,13,1
292.72635,0.000272,0.89198941,0.70707685,0.70707685,0.0092026563,89.472717,1,0.00013605891,0.00013605891,2.3047305e-08,0,0,0,4,236,13,1
292.72809,0.00026100001,0.88111973,0.70708352,0.70708352,0.0081121698,89.535202,1,0.00013026023,0.00013026023,1.7145279e-08,0,0,0,3,236,13,1
292.73016,0.00025000001,0.6265707,0.70668483,0.70668483,0.034541547,88.020523,1,0.00012501189,0.00012501189,2.9866436e-07,0,0,0,1,202,13,1
292.74194,0.00062800001,0.85260582,0.70624632,0.70624632,0.049318533,87.173111,1,0.00031319101,0.00031319101,1.5272748e-06,0,0,0,2,228,13,1
292.76364,0.000894,0.89808893,0.70708877,0.70708877,0.0071387608,89.590973,1,0.00044685256,0.00044685256,4.5547235e-08,0,0,0,4,237,13,1
292.77444,0.00060299999,0.85797793,0.70554888,0.70554888,0.066344135,86.195969,1,0.00029996005,0.00029996005,2.6522491e-06,0,0,0,2,229,13,1
292.79736,0.000102,0.63827735,0.21197774,0.21197774,0.9540078,17.444496,1,4.562974e-06,4.562974e-06,9.2421149e-05,0,0,0,1,203,13,1
292.81027,9.9999997e-05,0.89458615,0.7043618,0.7043618,0.088028096,84.949821,1,4.960526e-05,4.960526e-05,7.7478069e-07,0,0,0,3,237,13,1
292.83563,7.0000002e-05,0.86809403,0.27821991,0.27821991,0.91934073,23.170109,1,5.3888371e-06,5.3888371e-06,5.8839854e-05,0,0,0,2,231,13,1
292.85104,0.000193,0.87063956,0.70367074,0.70367074,0.098462902,84.349335,1,9.5611416e-05,9.5611416e-05,1.8720436e-06,0,0,0,2,232,13,1
292.85986,0.00111,0.64916521,0.70709318,0.70709318,0.006205786,89.644432,1,0.00055513764,0.00055513764,4.276032e-08,0,0,0,1,204,13,1
292.89124,0.000216,0.87728447,0.7070874,0.7070874,0.0074042031,89.575768,1,0.00010805565,0.00010805565,1.1848351e-08,0,0,0,2,233,13,1
292.89346,0.00019200001,0.91931444,0.70710677,0.70710677,6.5121239e-05,89.996269,1,9.5963114e-05,9.5963114e-05,8.1391615e-13,0,0,0,4,239,13,1
292.89389,0.00096600002,0.65508819,0.59628367,0.59628367,0.53748637,57.487312,1,0.00034343224,0.00034343224,0.00027904235,0,0,0,1,205,13,1
292.93182,0.000159,0.88399547,0.68261027,0.68261027,0.26093376,74.874527,1,7.4293705e-05,7.4293705e-05,1.0855928e-05,0,0,0,2,234,13,1
292.93414,0.000128,0.9259699,0.70681578,0.70681578,0.028684942,88.356247,1,6.3949621e-05,6.3949621e-05,1.0532548e-07,0,0,0,4,240,13,1
292.93469,0.00027700001,0.91496593,0.64175373,0.64175373,0.41988602,65.172607,1,0.0001142019,0.0001142019,4.8887672e-05,0,0,0,3,239,13,1
292.94046,0.0040310002,0.66320622,0.70633292,0.70633292,0.046772499,87.319153,1,0.0020110698,0.0020110698,8.8183924e-06,0,0,0,1,206,13,1
292.94946,0.00013499999,0.9284718,0.31284705,0.31284705,0.89680177,26.259192,1,1.320708e-05,1.320708e-05,0.00010852645,0,0,0,4,241,13,1
292.96426,0.000344,0.91981512,0.0092752399,0.0092752399,0.99991399,0.75147402,1,2.9580473e-08,2.9580473e-08,0.0003437796,0,0,0,3,240,13,1
292.96716,0.00022099999,0.66785747,0.56516874,0.56516874,0.60097307,53.060379,1,7.0492802e-05,7.0492802e-05,7.9707388e-05,0,0,0,1,207,13,1
292.99448,0.000108,0.92476267,0.50582397,0.50582397,0.69877338,45.671326,1,2.7705799e-05,2.7705799e-05,5.2874304e-05,0,0,0,3,241,13,1
293.00275,5.8000001e-05,0.93718767,0.5822618,0.5822618,0.56739974,55.430901,1,1.9769619e-05,1.9769619e-05,1.8773273e-05,0,0,0,4,244,13,1
293.00488,0.001187,0.67442507,0.70710647,0.70710647,0.00097135268,89.944344,1,0.00059361686,0.00059361686,1.1201868e-09,0,0,0,1,208,13,1
293.01123,4.6000001e-05,0.89711994,0.69089425,0.69089425,0.21290919,77.707108,1,2.1793623e-05,2.1793623e-05,2.0696414e-06,0,0,0,2,236,13,1
293.04764,0.000183,0.94452995,0.70599556,0.70599556,0.056039918,86.787468,1,9.143816e-05,9.143816e-05,5.7612738e-07,0,0,0,4,245,13,1
293.05869,0.00017499999,0.9352802,0.70330131,0.70330131,0.10360781,84.05304,1,8.6597582e-05,8.6597582e-05,1.8793512e-06,0,0,0,3,243,13,1
293.07443,5.9999998e-05,0.90756661,0.70677727,0.70677727,0.030524375,88.250809,1,2.9808929e-05,2.9808929e-05,5.5599997e-08,0,0,0,2,237,13,1
293.08517,0.001556,0.93962151,0.70710564,0.70710564,0.0017971618,89.897034,1,0.00077783637,0.00077783637,5.0245137e-09,0,0,0,3,244,13,1
293.10135,0.00023200001,0.95331126,0.70595568,0.70595568,0.057036627,86.73027,1,0.00011540597,0.00011540597,7.5332275e-07,0,0,0,4,246,13,1
293.12723,0.00018,0.91629416,0.70710677,0.70710677,0.00025515645,89.985382,1,8.983977e-05,8.983977e-05,1.1698005e-11,0,0,0,2,238,13,1
293.13788,0.0010629999,0.6975944,0.7071057,0.7071057,0.0017619703,89.899048,1,0.00053153356,0.00053153356,3.300344e-09,0,0,0,1,209,13,1
293.15167,0.00018,0.95051587,0.70688969,0.70688969,0.024777027,88.580238,1,8.9866793e-05,8.9866793e-05,1.1040642e-07,0,0,0,3,246,13,1
293.15979,7.7999997e-05,0.70140952,0.51866978,0.51866978,0.67967886,47.181446,1,2.1050551e-05,2.1050551e-05,3.6148409e-05,0,0,0,1,210,13,1
293.17584,0.00049599999,0.96549386,0.58307064,0.58307064,0.565736,55.546585,1,0.00016849533,0.00016849533,0.00015862555,0,0,0,4,247,13,1
293.19174,5.9000002e-05,0.92695576,0.094995581,0.094995581,0.99093473,7.7206993,1,5.3558841e-07,5.3558841e-07,5.8279322e-05,0,0,0,2,239,13,1
293.20105,0.00013499999,0.92849296,0.70258266,0.70258266,0.11293885,83.515244,1,6.6611887e-05,6.6611887e-05,1.7212487e-06,0,0,0,2,240,13,1
293.20224,0.000245,0.9698109,0.26251972,0.26251972,0.92852938,21.79328,1,1.68973e-05,1.68973e-05,0.0002113902,0,0,0,4,248,13,1
293.20749,0.0045699999,0.70971912,0.70710623,0.70710623,0.0012216677,89.93,1,0.0022851534,0.0022851534,6.821065e-09,0,0,0,1,211,13,1
293.20892,0.00012899999,0.92979884,0.70641637,0.70641637,0.04417922,87.467896,1,6.4563079e-05,6.4563079e-05,2.5252177e-07,0,0,0,2,241,13,1
293.22867,0.00089600001,0.71341228,0.70666385,0.70666385,0.035388984,87.971939,1,0.00044760041,0.00044760041,1.1225375e-06,0,0,0,1,212,13,1
293.23645,6.1999999e-05,0.93434447,0.68232447,0.68232447,0.26242447,74.786026,1,2.8933335e-05,2.8933335e-05,4.2798179e-06,0,0,0,2,242,13,1
293.23846,0.001042,0.96473587,0.70527035,0.70527035,0.0720241,85.869743,1,0.00051810592,0.00051810592,5.4033476e-06,0,0,0,3,247,13,1
293.26785,0.001784,0.98053813,0.012324017,0.012324017,0.99984813,0.99858004,1,2.7091056e-07,2.7091056e-07,0.0017831563,0,0,0,4,249,13,1
293.29474,0.00054199999,0.94398117,0.70710617,0.70710617,0.0012851272,89.926369,1,0.00027103309,0.00027103309,8.9525209e-10,0,0,0,2,243,13,1
293.31506,0.001081,0.72846371,0.70710069,0.70710069,0.0041534919,89.762024,1,0.00054066593,0.00054066593,1.8654914e-08,0,0,0,1,213,13,1
293.32199,0.00047200001,0.97841519,0.052410077,0.052410077,0.99724942,4.2505879,1,1.2971404e-06,1.2971404e-06,0.00046963984,0,0,0,3,248,13,1
293.32303,5.6000001e-05,0.948659,0.69698024,0.69698024,0.16863327,80.291634,1,2.7288859e-05,2.7288859e-05,1.5974638e-06,0,0,0,2,244,13,1
293.35248,0.00057999999,0.98341185,0.12031602,0.12031602,0.98541772,9.7966919,1,8.3948617e-06,8.3948617e-06,0.00056312827,0,0,0,3,249,13,1
293.36264,0.00094300002,0.99604028,0.0013330106,0.0013330106,0.99999821,0.10835236,1,1.675699e-09,1.675699e-09,0.0009430339,0,0,0,4,250,13,1
293.38263,0.00045799999,0.95851064,0.70710492,0.70710492,0.0023031929,89.868034,1,0.00022898473,0.00022898473,2.4294022e-09,0,0,0,2,245,13,1
293.39255,4.3e-05,0.96014708,0.70194042,0.70194042,0.12066169,83.06971,1,2.0987714e-05,2.0987714e-05,6.201596e-07,0,0,0,2,246,13,1
293.40018,0.00021300001,0.99122632,0.69739115,0.69739115,0.16520025,80.491135,1,0.00010361837,0.00010361837,5.8144042e-06,0,0,0,3,250,13,1
293.44287,0.002662,0.75072718,0.70710164,0.70710164,0.003811748,89.781601,1,0.0013311706,0.0013311706,3.8682838e-08,0,0,0,1,214,13,1
293.44907,0.00049000001,1.0101688,0.70421773,0.70421773,0.090303734,84.818916,1,0.00024298055,0.00024298055,3.9954803e-06,0,0,0,4,252,13,1
293.46704,0.000703,0.97246158,0.7070986,0.7070986,0.0048070597,89.724571,1,0.00035152055,0.00035152055,1.6246123e-08,0,0,0,2,247,13,1
293.47446,0.00058200001,1.0143223,0.70701349,0.70701349,0.016244862,89.069199,1,0.0002907473,0.0002907473,1.5349436e-07,0,0,0,4,253,13,1
293.48318,5.1999999e-05,1.0048237,0.70421815,0.70421815,0.090297714,84.819267,1,2.5603171e-05,2.5603171e-05,4.2095226e-07,0,0,0,3,251,13,1
293.52219,0.00075800001,1.0112129,0.031564958,0.031564958,0.99900317,2.5584908,1,7.5494427e-07,7.5494427e-07,0.0007562025,0,0,0,3,252,13,1
293.52594,0.000256,1.0227438,0.12550573,0.12550573,0.98412228,10.2237,1,4.0253908e-06,4.0253908e-06,0.00024750218,0,0,0,4,254,13,1
293.54004,0.00017499999,0.98452812,0.70710516,0.70710516,0.0021546991,89.876541,1,8.7605054e-05,8.7605054e-05,8.1345675e-10,0,0,0,2,248,13,1
293.56555,0.000202,1.0292194,0.59672183,0.59672183,0.53651285,57.553432,1,7.1757888e-05,7.1757888e-05,5.8007761e-05,0,0,0,4,255,13,1
293.56918,0.00042,0.7727294,0.70268303,0.70268303,0.1116831,83.587654,1,0.00020723593,0.00020723593,5.2350533e-06,0,0,0,1,215,13,1
293.57739,0.000416,1.020256,0.70593911,0.70593911,0.0574448,86.706841,1,0.0002073701,0.0002073701,1.3731344e-06,0,0,0,3,253,13,1
293.58847,0.00019799999,0.77609152,0.63376099,0.63376099,0.44350195,63.672466,1,7.9714817e-05,7.9714817e-05,3.9037237e-05,0,0,0,1,216,13,1
293.66437,8.9000001e-05,1.0345087,0.70560259,0.70560259,0.065191589,86.262146,1,4.4175151e-05,4.4175151e-05,3.7708637e-07,0,0,0,3,254,13,1
293.67279,0.000174,0.79077709,0.70695424,0.70695424,0.020770602,88.809845,1,8.6935615e-05,8.6935615e-05,7.5043538e-08,0,0,0,1,217,13,1
