energy,os,wid,mu_x,mu_y,mu_z,theta,sym,xx,yy,zz,xy,xz,yz,atom,mo,cluster
296.11877,0.000489,1.4366,0.70710534,0.70710534,0.0020036474,89.885201,1,0.0002444915,0.0002444915,1.9630804e-09,0,0,0,3,302,14,1
296.13464,0.00072299998,1.449331,0.70604694,0.70604694,0.054730564,86.862602,1,0.00036034134,0.00036034134,2.165244e-06,0,0,0,4,303,14,1
296.15756,0.000287,1.2236437,0.70707285,0.70707285,0.0097935069,89.438866,1,0.00014339463,0.00014339463,2.7509392e-08,0,0,0,1,269,14,1
296.21945,0.00047500001,1.4631979,0.49186954,0.49186954,0.71842098,44.075733,1,0.00011500335,0.00011500335,0.00024534017,0,0,0,4,304,14,1
296.22989,0.000243,1.2362387,0.70669729,0.70669729,0.034028109,88.049957,1,0.0001211376,0.0001211376,2.8085864e-07,0,0,0,1,270,14,1
296.23447,0.000103,1.4555545,0.69978899,0.69978899,0.14349501,81.749863,1,5.0455459e-05,5.0455459e-05,2.1215226e-06,0,0,0,3,303,14,1
296.23654,0.00087699998,1.4659941,0.049710255,0.049710255,0.99752581,4.0312862,1,2.166327e-06,2.166327e-06,0.00087232888,0,0,0,4,305,14,1
296.28174,0.000216,1.4377186,0.70691544,0.70691544,0.023261927,88.667068,1,0.0001078878,0.0001078878,1.1682311e-07,0,0,0,2,300,14,1
296.29749,9.0000001e-05,1.248015,0.70565355,0.70565355,0.064079612,86.325989,1,4.4714914e-05,4.4714914e-05,3.6873053e-07,0,0,0,1,271,14,1
296.31259,0.00088900002,1.4683492,0.15310261,0.15310261,0.97627825,12.504701,1,2.0842752e-05,2.0842752e-05,0.00084749504,0,0,0,3,304,14,1
296.31558,0.000214,1.2511681,0.70694035,0.70694035,0.02169646,88.75679,1,0.00010705985,0.00010705985,1.008414e-07,0,0,0,1,272,14,1
296.35419,0.00094300002,1.2578925,0.70709997,0.70709997,0.0043862676,89.748688,1,0.0004715065,0.0004715065,1.81433e-08,0,0,0,1,273,15,1
296.36957,0.000505,1.4776872,0.70181996,0.70181996,0.12205516,82.989273,1,0.00024880495,0.00024880495,7.5252315e-06,0,0,0,3,305,15,1
296.38095,0.00036100001,1.454116,0.70708764,0.70708764,0.0073609576,89.578247,1,0.00018046866,0.00018046866,1.9557978e-08,0,0,0,2,301,15,1
296.39108,0.000416,1.2643207,0.21769318,0.21769318,0.95143014,17.930595,1,1.9694178e-05,1.9694178e-05,0.00037618549,0,0,0,1,274,15,1
296.41064,0.00059399998,1.4590253,0.70708227,0.70708227,0.0083212033,89.523224,1,0.00029708032,0.00029708032,4.1143974e-08,0,0,0,2,302,15,1
296.43314,7.9999998e-05,1.4981432,0.70708627,0.70708627,0.007623035,89.563225,1,3.9871276e-05,3.9871276e-05,4.6341619e-09,0,0,0,4,307,15,1
296.44592,0.000185,1.4648602,0.707102,0.707102,0.0036747588,89.789452,1,9.2316586e-05,9.2316586e-05,2.4932927e-09,0,0,0,2,303,15,1
296.46558,0.001103,1.4934144,0.2356783,0.2356783,0.94282103,19.46916,1,6.1267092e-05,6.1267092e-05,0.00098049769,0,0,0,3,306,15,1
296.54587,0.00036400001,1.2912878,0.69998485,0.69998485,0.14157109,81.861229,1,0.00017831584,0.00017831584,7.2939329e-06,0,0,0,1,276,15,1
296.56787,0.000371,1.2951202,0.70692563,0.70692563,0.022635633,88.702965,1,0.00018558597,0.00018558597,1.9027556e-07,0,0,0,1,277,15,1
296.60684,0.00064599997,1.5265474,0.70691901,0.70691901,0.023043469,88.679588,1,0.00032289737,0.00032289737,3.4310006e-07,0,0,0,4,308,15,1
296.61008,0.0024560001,1.517087,0.70696229,0.70696229,0.020215958,88.841629,1,0.0012274655,0.0012274655,1.0037036e-06,0,0,0,3,307,15,1
296.63159,4.6000001e-05,1.5206093,0.66829634,0.66829634,0.32674146,70.928886,1,2.0574897e-05,2.0574897e-05,4.9182199e-06,0,0,0,3,308,15,1
296.63977,4.9999999e-05,1.3076457,0.70584404,0.70584404,0.059735693,86.575356,1,2.4999803e-05,2.4999803e-05,1.7905516e-07,0,0,0,1,278,15,1
296.64447,0.00013499999,1.3084644,0.68709052,0.68709052,0.23624822,76.334785,1,6.3788495e-05,6.3788495e-05,7.5413936e-06,0,0,0,1,279,15,1
296.67017,0.00047299999,1.5368985,0.70710021,0.70710021,0.0043006586,89.753593,1,0.00023647479,0.00023647479,8.7476781e-09,0,0,0,4,309,15,1
296.67816,0.00019000001,1.3143351,0.69999504,0.69999504,0.1414706,81.86705,1,9.3015216e-05,9.3015216e-05,3.7992377e-06,0,0,0,1,280,15,1
296.69833,0.00093899999,1.5065807,0.70690417,0.70690417,0.023936765,88.628395,1,0.00046948236,0.00046948236,5.3830576e-07,0,0,0,2,304,15,1
296.70816,0.00021899999,1.5431125,0.70710671,0.70710671,0.00036500613,89.979088,1,0.00010965746,0.00010965746,2.9219217e-11,0,0,0,4,310,15,1
296.73267,0.00027799999,1.537172,0.68858951,0.68858951,0.22735208,76.858772,1,0.0001318486,0.0001318486,1.4373172e-05,0,0,0,3,309,15,1
296.73538,0.00023400001,1.3242997,0.009370097,0.009370097,0.9999122,0.75924551,1,2.0510203e-08,2.0510203e-08,0.0002335638,0,0,0,1,281,15,1
296.76929,4.7000001e-05,1.5431679,0.68872476,0.68872476,0.2265313,76.907059,1,2.2481259e-05,2.2481259e-05,2.4321237e-06,0,0,0,3,310,15,1
296.78735,0.00031500001,1.5560637,0.70706582,0.70706582,0.010766746,89.383102,1,0.00015768218,0.00015768218,3.6562163e-08,0,0,0,4,311,15,1
296.78867,0.00017,1.3335849,0.70666093,0.70666093,0.035506137,87.965218,1,8.4691987e-05,8.4691987e-05,2.1380953e-07,0,0,0,1,282,15,1
296.79718,0.000107,1.5477386,0.70708525,0.70708525,0.0078054997,89.552773,1,5.3319123e-05,5.3319123e-05,6.4974186e-09,0,0,0,3,311,15,1
296.79813,0.00014,1.5230772,0.62514669,0.62514669,0.4673149,62.139858,1,5.4538774e-05,5.4538774e-05,3.0476194e-05,0,0,0,2,305,15,1
296.83636,0.00054799998,1.3418945,0.70707959,0.70707959,0.0087716766,89.497414,1,0.00027421367,0.00027421367,4.2200515e-08,0,0,0,1,283,15,1
296.84473,0.00047999999,1.53078,0.69908035,0.69908035,0.15024449,81.358902,1,0.00023441257,0.00023441257,1.082739e-05,0,0,0,2,306,15,1
296.85266,0.00044500001,1.5667418,0.70710677,0.70710677,1.95231e-05,89.998878,1,0.00022270242,0.00022270242,1.6976668e-13,0,0,0,4,312,15,1
296.87619,0.000178,1.348828,0.70710677,0.70710677,0.00014523287,89.991676,1,8.9021749e-05,8.9021749e-05,3.7553979e-12,0,0,0,1,284,15,1
296.89294,0.00066000002,1.5387472,0.10304358,0.10304358,0.98932505,8.3793001,1,7.0052688e-06,7.0052688e-06,0.00064574491,0,0,0,2,307,15,1
296.90787,0.00031100001,1.3543502,0.70668346,0.70668346,0.034598529,88.017258,1,0.00015531342,0.00015531342,3.7228403e-07,0,0,0,1,285,15,1
296.93579,0.00035300001,1.5704447,0.25921562,0.25921562,0.9303841,21.505232,1,2.3704795e-05,2.3704795e-05,0.00030537849,0,0,0,3,312,15,1
296.94293,4.3e-05,1.547012,0.69617695,0.69617695,0.17514364,79.912979,1,2.0609663e-05,2.0609663e-05,1.3044288e-06,0,0,0,2,308,15,1
296.95618,0.00025000001,1.5737867,0.17724834,0.17724834,0.96807337,14.516987,1,7.8379026e-06,7.8379026e-06,0.00023380406,0,0,0,3,313,15,1
296.96075,0.00045299999,1.5844188,0.16848691,0.16848691,0.97119737,13.784839,1,1.2863186e-05,1.2863186e-05,0.00042739682,0,0,0,4,313,15,1
296.97217,0.00073099998,1.3655517,0.70707053,0.70707053,0.010123655,89.419945,1,0.00036564961,0.00036564961,7.4957363e-08,0,0,0,1,286,15,1
296.98917,0.000138,1.3685131,0.70709258,0.70709258,0.0063375593,89.636879,1,6.8949405e-05,6.8949405e-05,5.5388809e-09,0,0,0,1,287,15,1
297.03186,0.00015000001,1.3759518,0.65939885,0.65939885,0.36109051,68.832817,1,6.5332708e-05,6.5332708e-05,1.9591444e-05,0,0,0,1,288,15,1
297.03574,0.000252,1.5623513,0.62507123,0.62507123,0.46751678,62.126774,1,9.8403259e-05,9.8403259e-05,5.5048426e-05,0,0,0,2,310,15,1
297.06879,0.0018729999,1.5922334,0.70710474,0.70710474,0.0024102542,89.8619,1,0.00093651761,0.00093651761,1.0881136e-08,0,0,0,3,314,15,1
297.06924,0.0035319999,1.6021613,0.70710194,0.70710194,0.0037040345,89.787773,1,0.0017660299,0.0017660299,4.8460066e-08,0,0,0,4,314,15,1
297.07022,0.001365,1.5680541,0.007727169,0.007727169,0.99994028,0.62620091,1,8.1526515e-08,8.1526515e-08,0.0013652314,0,0,0,2,311,15,1
297.11057,0.00044900001,1.3896618,0.70597935,0.70597935,0.056447454,86.764076,1,0.00022387244,0.00022387244,1.4312163e-06,0,0,0,1,289,15,1
297.12628,0.000149,1.3923968,0.70139706,0.70139706,0.12682378,82.713913,1,7.3392563e-05,7.3392563e-05,2.3995265e-06,0,0,0,1,290,15,1
297.12784,0.000612,1.6117438,0.70699137,0.70699137,0.018068144,88.964714,1,0.0003057741,0.0003057741,1.9970987e-07,0,0,0,4,315,15,1
297.13806,0.00023400001,1.6134118,0.70698857,0.70698857,0.018282676,88.952423,1,0.00011700652,0.00011700652,7.824648e-08,0,0,0,4,316,15,1
297.14984,0.00032200001,1.5812116,0.69290841,0.69290841,0.19938865,78.498787,1,0.00015467872,0.00015467872,1.2807955e-05,0,0,0,2,312,15,1
297.16248,0.00024199999,1.398703,0.70710659,0.70710659,0.00074668764,89.957214,1,0.00012084551,0.00012084551,1.347531e-10,0,0,0,1,291,15,1
297.18008,0.000596,1.6104671,0.70352453,0.70352453,0.10053124,84.23024,1,0.00029490472,0.00029490472,6.0217872e-06,0,0,0,3,315,15,1
297.22919,0.00086899998,1.6185108,0.70649111,0.70649111,0.041721579,87.608833,1,0.00043363404,0.00043363404,1.5122773e-06,0,0,0,3,316,15,1
297.26068,0.000206,1.6236713,0.70408338,0.70408338,0.092375368,84.699722,1,0.00010193913,0.00010193913,1.7547088e-06,0,0,0,3,317,15,1
297.27606,0.000158,1.6359782,0.70710295,0.70710295,0.003293195,89.81131,1,7.9062178e-05,7.9062178e-05,1.7148983e-09,0,0,0,4,317,15,1
297.28906,6.9000002e-05,1.4207574,0.70710367,0.70710367,0.0029801182,89.829254,1,3.4617042e-05,3.4617042e-05,6.1488054e-10,0,0,0,1,292,15,1
297.30185,0.00022099999,1.6063365,0.46720153,0.46720153,0.75063002,41.355019,1,4.822218e-05,4.822218e-05,0.00012447729,0,0,0,2,313,15,1
297.31165,0.000102,1.6079564,0.28212479,0.28212479,0.91695762,23.514717,1,8.0884574e-06,8.0884574e-06,8.5444037e-05,0,0,0,2,314,15,1
297.33908,0.0011690001,1.6365151,0.7070992,0.7070992,0.0046337754,89.734505,1,0.00058437855,0.00058437855,2.5095945e-08,0,0,0,3,318,15,1
297.34576,0.00013,1.430635,0.70710677,0.70710677,0.00020786675,89.988091,1,6.4815409e-05,6.4815409e-05,5.6011636e-12,0,0,0,1,293,15,1
297.34784,0.00033099999,1.6477193,0.70710677,0.70710677,8.7981622e-05,89.994957,1,0.00016534016,0.00016534016,2.5597183e-12,0,0,0,4,318,15,1
297.37845,0.000143,1.6189982,0.69946605,0.69946605,0.14660972,81.569496,1,7.0181901e-05,7.0181901e-05,3.0833116e-06,0,0,0,2,315,15,1
297.38287,0.000155,1.437098,0.70709783,0.70709783,0.0050371531,89.711388,1,7.747412e-05,7.747412e-05,3.9315871e-09,0,0,0,1,294,15,1
297.39569,0.000333,1.6457876,0.69837308,0.69837308,0.15668488,80.985474,1,0.00016218578,0.00016218578,8.1637927e-06,0,0,0,3,319,15,1
297.45364,0.00079600001,1.6650202,0.70710158,0.70710158,0.0038314329,89.780472,1,0.00039824279,0.00039824279,1.1692483e-08,0,0,0,4,320,15,1
297.45844,0.000172,1.6322218,0.7030583,0.7030583,0.10685506,83.865944,1,8.4932486e-05,8.4932486e-05,1.9619199e-06,0,0,0,2,316,15,1
297.48608,7.9999998e-05,1.455076,0.061306678,0.061306678,0.99623442,4.9738207,1,3.0206678e-07,3.0206678e-07,7.976465e-05,0,0,0,1,295,15,1
297.50098,0.00026299999,1.4576716,0.70681906,0.70681906,0.028525516,88.365387,1,0.00013122639,0.00013122639,2.1373309e-07,0,0,0,1,296,15,1
297.51376,0.000359,1.6651354,0.60546082,0.60546082,0.51656014,58.898205,1,0.00013155233,0.00013155233,9.5756484e-05,0,0,0,3,320,15,1
297.53729,0.00070999999,1.6689852,0.70665628,0.70665628,0.035690643,87.954643,1,0.00035460058,0.00035460058,9.0454819e-07,0,0,0,3,321,15,1
297.54373,0.00017299999,1.6463215,0.70709747,0.70709747,0.0051297774,89.706085,1,8.6442975e-05,8.6442975e-05,4.5495474e-09,0,0,0,2,317,15,1
297.58347,0.000688,1.6862457,0.70702046,0.70702046,0.015624774,89.104729,1,0.00034399508,0.00034399508,1.6800249e-07,0,0,0,4,321,15,1
297.60147,0.00070799998,1.4751793,0.70710677,0.70710677,0.00032081534,89.981621,1,0.00035399504,0.00035399504,7.28681e-11,0,0,0,1,297,15,1
297.62714,0.00054199999,1.6601071,0.52837086,0.52837086,0.6645664,48.350929,1,0.00015126866,0.00015126866,0.00023930291,0,0,0,2,318,15,1
297.63516,0.000336,1.6946999,0.69460291,0.69460291,0.18722612,79.209053,1,0.00016208213,0.00016208213,1.1775917e-05,0,0,0,4,322,15,1
297.64056,0.000231,1.6859083,0.70704359,0.70704359,0.013371306,89.233856,1,0.00011534073,0.00011534073,4.1251329e-08,0,0,0,3,322,15,1
297.64774,0.00070099998,1.6635122,0.39868328,0.39868328,0.82589543,34.320621,1,0.00011136074,0.00011136074,0.00047788804,0,0,0,2,319,15,1
297.65088,0.00073099998,1.4837852,0.70656717,0.70656717,0.039058935,87.76152,1,0.00036513706,0.00036513706,1.1158086e-06,0,0,0,1,298,15,1
297.67657,4.6000001e-05,1.691806,0.38343087,0.38343087,0.84021515,32.837154,1,6.7386118e-06,6.7386118e-06,3.2357675e-05,0,0,0,3,323,15,1
297.67764,0.0015519999,1.7016498,0.70691812,0.70691812,0.023098972,88.676407,1,0.00077581976,0.00077581976,8.2833861e-07,0,0,0,4,323,15,1
297.69028,0.00038700001,1.4906489,0.22632141,0.22632141,0.94739497,18.666967,1,1.9842273e-05,1.9842273e-05,0.00034769805,0,0,0,1,299,15,1
297.76645,0.0011089999,1.6831328,0.6960932,0.6960932,0.17580803,79.874313,1,0.00053747557,0.00053747557,3.4284774e-05,0,0,0,2,320,15,1
297.77979,0.000106,1.5062402,0.58159822,0.58159822,0.5687592,55.336254,1,3.5972291e-05,3.5972291e-05,3.4401615e-05,0,0,0,1,300,15,1
297.79523,0.0010329999,1.6878933,0.69086254,0.69086254,0.2131148,77.695053,1,0.00049323426,0.00049323426,4.6935034e-05,0,0,0,2,321,15,1
297.82169,0.000336,1.5135394,0.70701104,0.70701104,0.016454209,89.057198,1,0.00016803286,0.00016803286,9.1011408e-08,0,0,0,1,301,15,1
297.83087,0.00017499999,1.5151422,0.68960947,0.68960947,0.22108287,77.227356,1,8.3009356e-05,8.3009356e-05,8.5316069e-06,0,0,0,1,302,15,1
297.84799,0.00278,1.7198856,0.0066872109,0.0066872109,0.9999553,0.54176372,1,1.243169e-07,1.243169e-07,0.0027797217,0,0,0,3,324,15,1
297.86185,0.00055400003,1.698902,0.70104951,0.70104951,0.13061069,82.495117,1,0.00027233487,0.00027233487,9.4528623e-06,0,0,0,2,322,15,1
297.87585,0.001241,1.7340604,0.70575666,0.70575666,0.06176563,86.458839,1,0.00061810663,0.00061810663,4.734205e-06,0,0,0,4,324,15,1
297.89706,0.000719,1.7279294,0.70102715,0.70102715,0.13085032,82.48127,1,0.00035324812,0.00035324812,1.2307211e-05,0,0,0,3,325,15,1
297.90854,0.0029810001,1.7394077,0.012713558,0.012713558,0.99983835,1.0302162,1,4.8182062e-07,4.8182062e-07,0.0029799624,0,0,0,4,325,15,1
297.92966,0.000439,1.7428579,0.68847972,0.68847972,0.22801623,76.819695,1,0.00020830934,0.00020830934,2.2848513e-05,0,0,0,4,326,15,1
297.96576,0.001693,1.7487612,0.70692557,0.70692557,0.022638511,88.702797,1,0.00084626558,0.00084626558,8.678706e-07,0,0,0,4,327,15,1
297.99496,0.00063700002,1.5437293,0.70710647,0.70710647,0.00093930855,89.946182,1,0.00031849541,0.00031849541,5.6201782e-10,0,0,0,1,303,15,1
298.00787,0.00033899999,1.7460811,0.7069816,0.7069816,0.01881437,88.921951,1,0.00016951734,0.00016951734,1.2005417e-07,0,0,0,3,326,15,1
298.03885,0.00046800001,1.7607149,0.70710468,0.70710468,0.0024197907,89.861359,1,0.00023398228,0.00023398228,2.7401295e-09,0,0,0,4,328,15,1
298.05225,0.000681,1.7303742,0.70710653,0.70710653,0.0008863472,89.949219,1,0.00034036633,0.00034036633,5.3479177e-10,0,0,0,2,323,15,1
298.07309,0.00025700001,1.7567625,0.69875091,0.69875091,0.15327859,81.183029,1,0.00012558411,0.00012558411,6.0430048e-06,0,0,0,3,327,15,1
298.12369,0.00033400001,1.5661496,0.7069605,0.7069605,0.020340275,88.834511,1,0.00016687663,0.00016687663,1.3813981e-07,0,0,0,1,304,15,1
298.17209,0.00036000001,1.5745811,0.70507723,0.70507723,0.075710721,85.657944,1,0.00017888851,0.00017888851,2.0626419e-06,0,0,0,1,305,15,1
298.17953,9.1000002e-05,1.7514163,0.04346934,0.04346934,0.99810863,3.5244787,1,1.7143469e-07,1.7143469e-07,9.0383313e-05,0,0,0,2,324,15,1
298.22299,0.00052,1.7813197,0.70668215,0.70668215,0.03465075,88.014259,1,0.00025982218,0.00025982218,6.2467376e-07,0,0,0,3,328,15,1
298.25317,0.001762,1.7862673,0.70710629,0.70710629,0.0011578541,89.933662,1,0.00088101334,0.00088101334,2.3622224e-09,0,0,0,3,329,15,1
298.26315,0.000478,1.7973936,0.70710522,0.70710522,0.0020912576,89.88018,1,0.00023904188,0.00023904188,2.0908406e-09,0,0,0,4,329,15,1
298.27924,0.001511,1.7678963,0.70710599,0.70710599,0.0015006537,89.914017,1,0.00075576385,0.00075576385,3.4039098e-09,0,0,0,2,325,15,1
298.28958,0.000588,1.5950503,0.70597583,0.70597583,0.056534901,86.759064,1,0.00029297482,0.00029297482,1.8788144e-06,0,0,0,1,306,15,1
298.29626,0.000268,1.7933282,0.054164544,0.054164544,0.99706191,4.3931565,1,7.8722616e-07,7.8722616e-07,0.00026675561,0,0,0,3,330,15,1
298.30804,0.00078300002,1.8047358,0.70708042,0.70708042,0.0086309472,89.505478,1,0.00039140999,0.00039140999,5.8319152e-08,0,0,0,4,330,15,1
298.30847,0.00045799999,1.5983429,0.45141873,0.45141873,0.76970273,39.672798,1,9.3269518e-05,9.3269518e-05,0.00027116068,0,0,0,1,307,15,1
298.32013,0.000352,1.7746569,0.70110703,0.70110703,0.1299917,82.530884,1,0.00017319281,0.00017319281,5.9537756e-06,0,0,0,2,326,15,1
298.34375,0.000359,1.8105736,0.70706105,0.70706105,0.011370438,89.348511,1,0.00017931713,0.00017931713,4.6372691e-08,0,0,0,4,331,15,1
298.34473,0.0032860001,1.7787231,0.68855911,0.68855911,0.22753623,76.847939,1,0.0015579389,0.0015579389,0.00017012535,0,0,0,2,327,15,1
298.34738,0.00064899999,1.6051195,0.69631141,0.69631141,0.17407145,79.975372,1,0.00031458205,0.00031458205,1.965993e-05,0,0,0,1,308,15,1
298.36862,0.001867,1.7826737,0.36626399,0.36626399,0.85539544,31.196552,1,0.00025047635,0.00025047635,0.0013661933,0,0,0,2,328,15,1
298.38147,0.00096199999,1.807286,0.70548815,0.70548815,0.067623645,86.12249,1,0.00047882262,0.00047882262,4.3993887e-06,0,0,0,3,331,15,1
298.42068,0.000505,1.6178887,0.70552361,0.70552361,0.06687931,86.165237,1,0.00025131687,0.00025131687,2.2583022e-06,0,0,0,1,309,15,1
298.43808,0.00026199999,1.8165585,0.70698106,0.70698106,0.018856132,88.919556,1,0.00013097617,0.00013097617,9.3171259e-08,0,0,0,3,332,15,1
298.46597,0.000864,1.6257802,0.70710564,0.70710564,0.0018052359,89.896568,1,0.00043184037,0.00043184037,2.8146383e-09,0,0,0,1,310,15,1
298.49667,0.00076600001,1.8261585,0.70710599,0.70710599,0.0015062407,89.913696,1,0.00038307329,0.00038307329,1.7382074e-09,0,0,0,3,333,15,1
298.51785,0.000245,1.8390433,0.70706904,0.70706904,0.010331498,89.408035,1,0.00012267237,0.00012267237,2.6190856e-08,0,0,0,4,332,15,1
298.52026,0.00021499999,1.6352396,0.69018579,0.69018579,0.21745607,77.440338,1,0.00010233347,0.00010233347,1.015848e-05,0,0,0,1,311,15,1
298.54163,0.00064899999,1.8112698,0.70524114,0.70524114,0.072594292,85.83699,1,0.00032262353,0.00032262353,3.4184218e-06,0,0,0,2,329,15,1
298.58884,0.000137,1.8190718,0.093455426,0.093455426,0.99122763,7.5947623,1,1.2002043e-06,1.2002043e-06,0.0001350184,0,0,0,2,330,15,1
298.62054,0.00076600001,1.8558372,0.70710647,0.70710647,0.00093994889,89.946144,1,0.00038294098,0.00038294098,6.7666034e-10,0,0,0,4,333,15,1
298.62497,6.8000001e-05,1.8471773,0.70699477,0.70699477,0.017799649,88.980103,1,3.4181052e-05,3.4181052e-05,2.166586e-08,0,0,0,3,334,15,1
298.63113,0.00079800002,1.8260638,0.70710677,0.70710677,5.5089196e-05,89.996841,1,0.00039889646,0.00039889646,2.4211572e-12,0,0,0,2,331,15,1
298.64389,0.00179,1.6567714,0.70710486,0.70710486,0.0023467196,89.86554,1,0.00089524832,0.00089524832,9.8604849e-09,0,0,0,1,312,15,1
298.66934,0.002169,1.832378,0.70710582,0.70710582,0.0016775421,89.903885,1,0.0010843085,0.0010843085,6.1028254e-09,0,0,0,2,332,15,1
298.66986,0.00021899999,1.6613008,0.039787799,0.039787799,0.99841565,3.2256756,1,3.4685385e-07,3.4685385e-07,0.00021840846,0,0,0,1,313,15,1
298.70209,0.001153,1.6669103,0.70710278,0.70710278,0.0033553028,89.807755,1,0.00057643407,0.00057643407,1.2979201e-08,0,0,0,1,314,15,1
298.72046,4.9999999e-05,1.8721734,0.7070896,0.7070896,0.0069750384,89.600357,1,2.4824605e-05,2.4824605e-05,2.4156095e-09,0,0,0,4,334,15,1
298.73535,0.00097499997,1.8746099,0.70709628,0.70709628,0.0054431441,89.688126,1,0.00048773168,0.00048773168,2.8901706e-08,0,0,0,4,335,15,1
298.82608,0.000237,1.8801224,0.70709783,0.70709783,0.0050269226,89.711975,1,0.000118675,0.000118675,5.9979737e-09,0,0,0,3,335,15,1
298.83667,0.000294,1.6903584,0.70397717,0.70397717,0.093980439,84.607361,1,0.0001459077,0.0001459077,2.6003754e-06,0,0,0,1,315,15,1
298.87604,7.5000004e-05,1.8976178,0.70664507,0.70664507,0.036132142,87.929329,1,3.7452952e-05,3.7452952e-05,9.7919866e-08,0,0,0,4,336,15,1
298.89597,0.000252,1.7006887,0.32182619,0.32182619,0.89042449,27.073364,1,2.612089e-05,2.612089e-05,0.0001999583,0,0,0,1,316,15,1
298.93124,0.0021790001,1.8756689,0.70710665,0.70710665,0.00066862872,89.961693,1,0.0010896327,0.0010896327,9.7427233e-10,0,0,0,2,334,15,1
298.95016,7.9999998e-05,1.7101307,0.70708966,0.70708966,0.0069552734,89.601486,1,4.0141404e-05,4.0141404e-05,3.883935e-09,0,0,0,1,317,15,1
298.99564,0.00025400001,1.9171754,0.70710665,0.70710665,0.00067322428,89.961426,1,0.00012677847,0.00012677847,1.1491991e-10,0,0,0,4,337,15,1
299.03156,0.00053700001,1.923046,0.70710522,0.70710522,0.0020897524,89.880264,1,0.0002684863,0.0002684863,2.3450042e-09,0,0,0,4,338,15,1
299.07239,5.5e-05,1.9204724,0.63255692,0.63255692,0.44692674,63.453323,1,2.1842663e-05,2.1842663e-05,1.090383e-05,0,0,0,3,337,15,1
299.09747,0.000711,1.7357912,0.70629126,0.70629126,0.048014164,87.247932,1,0.00035462374,0.00035462374,1.6388486e-06,0,0,0,1,318,15,1
299.09802,0.000378,1.9032402,0.65792388,0.65792388,0.36643201,68.504265,1,0.00016350909,0.00016350909,5.0719787e-05,0,0,0,2,335,15,1
299.17075,0.000126,1.9458086,0.7071017,0.7071017,0.0037898764,89.782852,1,6.3122963e-05,6.3122963e-05,1.8133165e-09,0,0,0,4,339,15,1
299.19965,0.000474,1.9200342,0.69697064,0.69697064,0.16871245,80.287033,1,0.00023003596,0.00023003596,1.3479106e-05,0,0,0,2,336,15,1
299.20038,0.000405,1.7537169,0.069937944,0.069937944,0.99509668,5.6762328,1,1.9831257e-06,1.9831257e-06,0.00040147183,0,0,0,1,319,15,1
299.24725,0.00013,1.9583182,0.70109528,0.70109528,0.13011831,82.523567,1,6.4016444e-05,6.4016444e-05,2.2050287e-06,0,0,0,4,340,15,1
299.30005,0.00050899998,1.9669523,0.70708644,0.70708644,0.0075822072,89.565567,1,0.00025461568,0.00025461568,2.9277325e-08,0,0,0,4,341,15,1
299.31516,0.000151,1.9694216,0.70709229,0.70709229,0.0064064562,89.632935,1,7.5527634e-05,7.5527634e-05,6.1999681e-09,0,0,0,4,342,15,1
299.32074,0.000117,1.9400514,0.70694923,0.70694923,0.021108782,88.790466,1,5.867493e-05,5.867493e-05,5.2312135e-08,0,0,0,2,337,15,1
299.32498,0.000104,1.9618546,0.70144093,0.70144093,0.12633808,82.741966,1,5.1014613e-05,5.1014613e-05,1.6549349e-06,0,0,0,3,340,15,1
299.34048,0.00072800001,1.7781233,0.70700043,0.70700043,0.017343454,89.006241,1,0.0003640363,0.0003640363,2.1906676e-07,0,0,0,1,320,15,1
299.37259,0.000109,1.9696525,0.44654053,0.44654053,0.77537286,39.161152,1,2.17138e-05,2.17138e-05,6.5468943e-05,0,0,0,3,341,15,1
299.40503,0.0012159999,1.9539859,0.70710677,0.70710677,0.0002779295,89.984077,1,0.00060799049,0.00060799049,9.3928219e-11,0,0,0,2,338,15,1
299.42679,0.001022,1.7931572,0.70710677,0.70710677,0.00017247465,89.99012,1,0.00051107665,0.00051107665,3.0406511e-11,0,0,0,1,321,15,1
299.46014,0.000102,1.9931327,0.70706534,0.70706534,0.010823458,89.379852,1,5.0957562e-05,5.0957562e-05,1.1940473e-08,0,0,0,4,344,15,1
299.46448,0.00093899999,1.9847081,0.7069931,0.7069931,0.017930726,88.972588,1,0.00046956693,0.00046956693,3.0203893e-07,0,0,0,3,342,15,1
299.49026,0.000128,1.9889348,0.70708942,0.70708942,0.0070077954,89.59848,1,6.3761981e-05,6.3761981e-05,6.2629071e-09,0,0,0,3,343,15,1
299.50168,0.0023080001,1.8062052,0.12192994,0.12192994,0.98502088,9.9294329,1,3.4309622e-05,3.4309622e-05,0.0022391647,0,0,0,1,322,15,1
299.53506,0.00068699999,1.8120236,0.7070089,0.7070089,0.016640354,89.046532,1,0.00034361123,0.00034361123,1.9034557e-07,0,0,0,1,323,15,1
299.55847,0.000314,2.0001075,0.70710653,0.70710653,0.00083104026,89.952385,1,0.00015678623,0.00015678623,2.1656203e-10,0,0,0,3,344,15,1
299.56674,0.000291,2.0105643,0.70710671,0.70710671,0.00037374947,89.978584,1,0.00014525725,0.00014525725,4.0581587e-11,0,0,0,4,345,15,1
299.60098,0.00077799999,1.8235039,0.63961828,0.63961828,0.42635304,64.763664,1,0.00031846794,0.00031846794,0.00014150204,0,0,0,1,324,15,1
