{1=sample1,2=KM3245432}
CCD
Scan Type: From File
Y:\Collins\2024Nov\XRR\znpc\.macro\2024 11 17\znpc.txt
Delay After Move (s): 0.00000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\241117\CCD Scan 85301
Time	Frame #	Sample X	Sample Y	Sample Z	Sample Theta	CCD Theta	Higher Order Suppressor	Horizontal Exit Slit Size	Beamline Energy	EPU Polarization	Coolstage Temp C	CCD Temperature	Beam Current	TEY signal	Izero	Photodiode	AI 0	AI 3 Izero	AI 5	AI 6 BeamStop	AI 7	Temperature Controller	PZT Shutter	Pause Trigger	LV Memory	Time Stamp Error	Time Stamp Transmit Time	Time Stamp Server Time	Camera Temp Setpoint	Total Flux	Counts	Background	Filename
07:05:51	1.00000000	1.80000000	10.80000000	-5.00000000	0.00000000	0.00100000	8.74998333	2999.99218750	280.99214558	100.00000000	0.00000000	-45.00000000	500.75576782	0.81727106	-0.06453852	0.00036881	0.02243117	-0.01766427	-0.01761496	-1088.85452119	0.00014183	0.00000000	0.00000000	0.00000000	985220.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45580558.00000000	0.00000000	znpc_85301-00001
07:05:56	2.00000000	1.80000000	10.80000000	-5.00000000	0.00000000	0.00100000	8.74998333	2999.99218750	280.99214558	100.00000000	0.00000000	-45.00000000	500.58639526	0.81785296	-0.22595543	0.00035731	0.04013443	-0.01692458	-0.01496851	-1088.85452119	-0.00020336	0.00000000	0.00000000	0.00000000	985264.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45605633.00000000	0.00000000	znpc_85301-00002
07:06:01	3.00000000	1.80000000	10.80000000	-5.00000000	0.00000000	0.00100000	8.74998333	2999.99218750	280.99214558	100.00000000	0.00000000	-45.00000000	500.44296265	0.81771817	-0.14541135	0.00044278	0.09945761	-0.01745058	-0.02392699	-1088.85452119	0.00002676	0.00000000	0.00000000	0.00000000	985280.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45605013.00000000	0.00000000	znpc_85301-00003
07:06:06	4.00000000	1.80000000	10.80000000	-5.00000000	0.00000000	0.00100000	8.74998333	2999.99218750	280.99214558	100.00000000	0.00000000	-45.00000000	500.29953003	0.81729407	-0.11237184	0.00023731	0.05111472	-0.01945597	-0.01593833	-1088.85452119	0.00009251	0.00000000	0.00000000	0.00000000	985048.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45602500.00000000	0.00000000	znpc_85301-00004
07:06:12	5.00000000	1.80000000	10.80000000	-5.00000000	0.00000000	0.00100000	8.74998333	2999.99218750	280.99214558	100.00000000	0.00000000	-45.00000000	500.15075684	0.81747489	-0.07012729	0.00026854	0.01621777	-0.01848615	-0.01184537	-1088.85452119	0.00022401	0.00000000	0.00000000	0.00000000	985048.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45604225.00000000	0.00000000	znpc_85301-00005
07:06:20	6.00000000	1.80000000	10.40850000	-0.77000000	1.00000000	1.99900000	8.74998333	2999.99218750	280.99214558	100.00000000	0.00000000	-45.00000000	501.07086182	-1.08885452	-0.08935924	0.00034416	0.05104897	-0.01618489	-0.02060660	-1088.85452119	0.00010895	0.00000000	0.00000000	0.00000000	985044.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45433390.00000000	0.00000000	znpc_85301-00006
07:06:25	7.00000000	1.80000000	10.40700000	-0.77000000	1.21200000	2.42350000	8.74998333	2999.99218750	280.99214558	100.00000000	0.00000000	-45.00000000	500.90606689	-1.08885452	-0.12930253	0.00000883	0.08387479	-0.01740127	-0.02714875	599.39374530	-0.00000611	0.00000000	0.00000000	0.00000000	985044.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45685125.00000000	0.00000000	znpc_85301-00007
07:06:30	8.00000000	1.80000000	10.40550000	-0.77000000	1.42400000	2.84750000	8.74998333	2999.99218750	280.99691706	100.00000000	0.00000000	-45.00000000	500.76492310	-1.08885452	-0.13653506	-0.00002733	0.08694862	-0.01646433	-0.02049153	-1088.85452119	0.00032264	0.00000000	0.00000000	0.00000000	985084.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45560784.00000000	0.00000000	znpc_85301-00008
07:06:36	9.00000000	1.80000000	10.40400000	-0.77000000	1.63600000	3.27200000	8.74998333	2999.99218750	280.99930287	100.00000000	0.00000000	-45.00000000	500.62301636	-1.08885452	-0.05944287	0.00016663	0.05859381	-0.01616845	-0.02331880	-1088.85452119	0.00032264	0.00000000	0.00000000	0.00000000	985068.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45476686.00000000	0.00000000	znpc_85301-00009
07:06:41	10.00000000	1.80000000	10.40250000	-0.77000000	1.84800000	3.69600000	8.74998333	2999.99218750	280.99930287	100.00000000	0.00000000	-45.00000000	500.46966553	0.80046813	-0.06601790	0.00004828	0.06896592	-0.01871628	-0.01051393	-1088.85452119	0.00001033	0.00000000	0.00000000	0.00000000	985084.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45459056.00000000	0.00000000	znpc_85301-00010
07:06:46	11.00000000	1.80000000	10.40100000	-0.77000000	2.06000000	4.12050000	8.74998333	2999.99218750	280.99930287	100.00000000	0.00000000	-45.00000000	500.51391602	0.73477216	-0.10365993	0.00026690	0.06084576	-0.01771359	-0.01564245	-1088.85452119	-0.00005542	0.00000000	0.00000000	0.00000000	985092.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45450164.00000000	0.00000000	znpc_85301-00011
07:06:52	12.00000000	1.80000000	10.39950000	-0.76950000	2.27200000	4.54500000	8.74998333	2999.99218750	280.99930287	100.00000000	0.00000000	-45.00000000	500.34683228	0.80354696	-0.20655910	0.00014526	0.04412876	-0.01634927	-0.02259554	-1088.85452119	0.00004320	0.00000000	0.00000000	0.00000000	985060.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45215986.00000000	0.00000000	znpc_85301-00012
07:06:57	13.00000000	1.80000000	10.39850000	-0.76950000	2.48400000	4.96850000	8.74998333	2999.99218750	280.99930287	100.00000000	0.00000000	-45.00000000	500.20645142	0.79603316	-0.04169030	0.00003184	0.08231322	-0.01934090	-0.01054681	-1088.85452119	-0.00013761	0.00000000	0.00000000	0.00000000	985120.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45300112.00000000	0.00000000	znpc_85301-00013
07:07:02	14.00000000	1.80000000	10.39700000	-0.76950000	2.69800000	5.39350000	8.74998333	2999.99218750	280.99930287	100.00000000	0.00000000	-45.00000000	500.03860474	0.81092598	-0.23285921	0.00000719	0.05676924	-0.01809165	-0.01381788	-1088.85452119	0.00007608	0.00000000	0.00000000	0.00000000	985120.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45188486.00000000	0.00000000	znpc_85301-00014
07:07:07	15.00000000	1.80000000	10.39550000	-0.76950000	2.91000000	5.81700000	8.74998333	2999.99218750	281.00168871	100.00000000	0.00000000	-45.00000000	501.30203247	0.79725285	-0.15576701	-0.00009144	-0.01218635	-0.01753277	-0.01666158	-1088.85452119	-0.00003899	0.00000000	0.00000000	0.00000000	985056.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45127133.00000000	0.00000000	znpc_85301-00015
07:07:13	16.00000000	1.80000000	10.39400000	-0.76950000	3.12200000	6.24200000	8.74998333	2999.99218750	280.99930287	100.00000000	0.00000000	-45.00000000	501.12884521	0.82009182	-0.11154996	0.00018800	0.03906598	-0.01782865	-0.01621777	-1088.85452119	0.00009251	0.00000000	0.00000000	0.00000000	985040.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45107070.00000000	0.00000000	znpc_85301-00016
07:07:18	17.00000000	1.80000000	10.39250000	-0.76950000	3.33400000	6.66550000	8.74998333	2999.99218750	280.99930287	100.00000000	0.00000000	-45.00000000	500.97320557	0.77425119	-0.12568627	0.00010088	0.10406012	-0.02004772	-0.01288094	-1088.85452119	0.00007608	0.00000000	0.00000000	0.00000000	985040.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45081089.00000000	0.00000000	znpc_85301-00017
07:07:24	18.00000000	1.80000000	10.39100000	-0.76950000	3.54600000	7.09000000	8.74998333	2999.99218750	281.00168871	100.00000000	0.00000000	-45.00000000	500.82061768	0.79772134	-0.09593427	0.00024389	0.04841896	-0.01948884	-0.01812452	-1088.85452119	0.00004320	0.00000000	0.00000000	0.00000000	985024.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	45102676.00000000	0.00000000	znpc_85301-00018
07:07:29	19.00000000	1.80000000	10.39000000	-0.76900000	3.75800000	7.51450000	8.74998333	2999.99218750	281.00168871	100.00000000	0.00000000	-45.00000000	500.66497803	0.81995538	-0.13522006	-0.00013089	0.04546020	-0.01748346	-0.01756565	-1088.85452119	0.00001033	0.00000000	0.00000000	0.00000000	985040.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	44908841.00000000	0.00000000	znpc_85301-00019
07:07:34	20.00000000	1.80000000	10.38850000	-0.76900000	3.97000000	7.93850000	8.74998333	2999.99218750	281.00168871	100.00000000	0.00000000	-45.00000000	500.51086426	0.81925677	-0.16941020	0.00019129	0.00546760	-0.01699033	-0.02011347	-1088.85452119	0.00015826	0.00000000	0.00000000	0.00000000	985040.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	44937012.00000000	0.00000000	znpc_85301-00020
07:07:40	21.00000000	1.80000000	10.38700000	-0.76900000	4.18200000	8.36300000	8.74998333	2999.99218750	281.00168871	100.00000000	0.00000000	-45.00000000	500.35369873	0.82028414	-0.09379739	-0.00031499	0.01138512	-0.01784509	-0.01866696	-1088.85452119	-0.00023624	0.00000000	0.00000000	0.00000000	985040.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	44956769.00000000	0.00000000	znpc_85301-00021
07:07:45	22.00000000	1.80000000	10.38550000	-0.76900000	4.39400000	8.78700000	8.74998333	2999.99218750	281.00168871	100.00000000	0.00000000	-45.00000000	500.19729614	0.82171754	-0.09494802	0.00048223	0.00928111	-0.01754921	-0.01273300	-1088.85452119	0.00007608	0.00000000	0.00000000	0.00000000	985040.00000000	-0.00503206	0.00010000	0.00883732	-45.00000000	0.00000000	44903516.00000000	0.00000000	znpc_85301-00022
