sam_th,energy,polarization,scan,q,R,R_err
6.222,285.5,100.0,3.0,0.03136195226948617,0.01680329810106369,0.2159133293186301
6.222,286.0,100.0,4.0,0.03141687687941522,0.009264568604830678,0.13073212218573294
6.222,286.5,100.0,5.0,0.03147180148934427,0.0024493213408056575,0.022649938624145577
6.222,287.7,100.0,6.0,0.03160362055317398,0.002813374135028797,0.04067842126357532
6.222,288.6,100.0,7.0,0.031702484851046264,0.018854368282656107,0.30810028333864187
6.25,250.0,100.0,0.0,0.027585400282962753,0.0017593026118117262,0.009911565906421366
6.444,284.0,100.0,1.0,0.03230567301607639,0.002382001859736484,0.042202733168022616
6.444,284.2,100.0,8.0,0.03232842349003137,0.0025757243069628156,0.031765516478283656
6.444,284.6,100.0,9.0,0.03237392443794135,0.0015209461498410745,0.018862161738201537
6.444,285.0,100.0,2.0,0.03241942538585131,0.008418386616640407,0.19253294725498526
6.444,285.5,100.0,3.0,0.03247630157073877,0.011391146896400231,0.14637010165305953
6.444,286.0,100.0,4.0,0.03253317775562623,0.0018678631257130344,0.026357375156099275
6.444,286.5,100.0,5.0,0.03259005394051368,0.0006607893878232289,0.0061106065702101
6.444,287.7,100.0,6.0,0.032726556784243584,0.002696846843284403,0.03899355958689203
6.444,288.6,100.0,7.0,0.03282893391704101,0.016811508907896205,0.27471780439536647
6.5,250.0,100.0,0.0,0.02868417017896197,0.017272142212792697,0.09236122503348979
6.666,284.0,100.0,1.0,0.03341368259558605,0.004021441829779945,0.07274032269196073
6.666,284.2,100.0,8.0,0.03343721335797731,0.004805463688119286,0.05799596297722182
6.666,284.6,100.0,9.0,0.03348427488275983,0.002295119366581409,0.029319844116160437
6.666,285.0,100.0,2.0,0.03353133640754234,0.006647993753168181,0.152256311745451
6.666,285.5,100.0,3.0,0.03359016331352049,0.007000535865924096,0.09730524924931826
6.666,286.0,100.0,4.0,0.03364899021949864,0.00029666228145112136,0.0038177494245241663
6.666,286.5,100.0,5.0,0.033707817125476776,0.001907229832901874,0.018709695486906507
6.666,287.7,100.0,6.0,0.03384900169982433,0.002859164312909475,0.041544659929957053
6.666,288.6,100.0,7.0,0.03395489013058499,0.015121757492377479,0.2480279110286233
6.75,250.0,100.0,0.0,0.029782393969708318,0.035124742511747784,0.1909663990772677
6.888,284.0,100.0,1.0,0.03452119054396147,0.007487522561955583,0.13450802648536744
6.888,284.2,100.0,8.0,0.034545501241527644,0.008221745621819411,0.09994520704604914
6.888,284.6,100.0,9.0,0.03459412263665999,0.0038963176469453227,0.049237488735592076
6.888,285.0,100.0,2.0,0.03464274403179232,0.006280776028987674,0.14377580386708094
6.888,285.5,100.0,3.0,0.03470352077570775,0.0069131749858542795,0.09354761244249735
6.888,286.0,100.0,4.0,0.03476429751962318,0.0028106344218205744,0.03743228790111533
6.888,286.5,100.0,5.0,0.0348250742635386,0.00524620677319272,0.05038182198308269
6.888,287.7,100.0,6.0,0.03497093844893562,0.001971291516100853,0.02862799753251438
6.888,288.6,100.0,7.0,0.03508033658798339,0.014012483746893305,0.22956296398862014
7.0,250.0,100.0,0.0,0.030880050746603882,0.04303239800617871,0.23456435115315805
7.112,284.0,100.0,1.0,0.035638150708446045,0.012035343469336018,0.21627410215218892
7.112,284.2,100.0,8.0,0.035663247997677346,0.011335686085522535,0.13775584160831372
7.112,284.6,100.0,9.0,0.03571344257613995,0.00679575098637153,0.08589057585492581
7.112,285.0,100.0,2.0,0.035763637154602554,0.006439240328795892,0.14740832658773428
7.112,285.5,100.0,3.0,0.0358263803776808,0.00735551205868162,0.10044597772471725
7.112,286.0,100.0,4.0,0.035889123600759056,0.006925768916417491,0.09230813661128025
7.112,286.5,100.0,5.0,0.0359518668238373,0.008711711712411824,0.0834637157984432
7.112,287.7,100.0,6.0,0.036102450559225105,0.0009041456329667498,0.013132764221191187
7.112,288.6,100.0,7.0,0.03621538836076595,0.012184221770642977,0.19959381861643244
7.25,250.0,100.0,0.0,0.031977119611845864,0.03736457398416784,0.2039211869787935
7.334,284.0,100.0,1.0,0.036744600627906,0.014070046294430538,0.25281968781284836
7.334,284.2,100.0,8.0,0.03677047710722143,0.013515777452936752,0.1643379651109047
7.334,284.6,100.0,9.0,0.036822230065852286,0.010385411806895992,0.13128159090643304
7.334,285.0,100.0,2.0,0.03687398302448314,0.006843469308432331,0.15665600847580977
7.334,285.5,100.0,3.0,0.0369386742227717,0.007109551422515285,0.09666196751339318
7.334,286.0,100.0,4.0,0.03700336542106027,0.009178964539209048,0.12226829782340572
7.334,286.5,100.0,5.0,0.03706805661934884,0.011519323881328581,0.1105948735643258
7.334,287.7,100.0,6.0,0.037223315495241396,0.00020084153474738445,0.00293019422031877
7.334,288.6,100.0,7.0,0.03733975965216082,0.009626408597601388,0.1576741748435622
7.5,250.0,100.0,0.0,0.03307357967882446,0.020599584373323265,0.11219560720490962
7.556,284.0,100.0,1.0,0.037850498910004894,0.01742415056160505,0.31272307830123425
7.556,284.2,100.0,8.0,0.03787715419092744,0.015886886565596912,0.1931214469171552
7.556,284.6,100.0,9.0,0.03793046475277252,0.013884016032247119,0.1757050799834794
7.556,285.0,100.0,2.0,0.03798377531461759,0.007330156536934424,0.16780776079761198
7.556,285.5,100.0,3.0,0.03805041351692394,0.0073708230654403895,0.09982448271425129
7.556,286.0,100.0,4.0,0.03811705171923029,0.01121874791087892,0.1497090883567348
7.556,286.5,100.0,5.0,0.03818368992153663,0.014040978128533426,0.13484674710328334
7.556,287.7,100.0,6.0,0.038343621607071866,0.00018932817516514503,0.0027452257101611473
7.556,288.6,100.0,7.0,0.03846357037122329,0.007565058912172752,0.12393542202586352
7.75,250.0,100.0,0.0,0.034169410072520515,0.007994663905111912,0.04355857582087051
7.778,284.0,100.0,1.0,0.038955828952172575,0.01672462853751589,0.3002966160627255
7.778,284.2,100.0,8.0,0.038983262634533264,0.016181702483044822,0.1967751613762973
7.778,284.6,100.0,9.0,0.039038129999254635,0.01663361803994729,0.21043099189181091
7.778,285.0,100.0,2.0,0.039092997363976006,0.008384752604256057,0.19194139139207989
7.778,285.5,100.0,3.0,0.039161581569877715,0.005080098478097941,0.06869698538194721
7.778,286.0,100.0,4.0,0.03923016577577943,0.009532542744794044,0.12714653319918662
7.778,286.5,100.0,5.0,0.03929874998168114,0.013601288846476902,0.13027509615183916
7.778,287.7,100.0,6.0,0.039463352075845254,0.0012898376875024363,0.01875141163865243
7.778,288.6,100.0,7.0,0.039586803646468334,0.006945248715128034,0.1137835320557373
