sam_th,energy,polarization,scan,q,R,R_err
1.0,250.0,100.0,0.0,0.004422204808653363,0.08201583764919988,0.08555893596897317
1.0,284.0,100.0,1.0,0.00502362466263022,0.024984708544699853,0.026213665205141623
1.0,284.2,100.0,2.0,0.005027162426477143,0.009514136767156067,0.009987483129680558
1.0,284.6,100.0,3.0,0.005034237954170988,0.006699762476494102,0.007026176012762453
1.0,285.0,100.0,4.0,0.005041313481864833,0.02421111326630088,0.025364804911684104
1.0,285.5,100.0,5.0,0.00505015789148214,0.03599725988525215,0.037702340213414606
1.0,286.0,100.0,6.0,0.005059002301099447,0.027594112395530977,0.02893612762648289
1.0,286.5,100.0,7.0,0.005067846710716754,0.006353799014711939,0.006674562007411551
1.0,287.0,100.0,8.0,0.005076691120334061,0.010239863468487086,0.010744363605790851
1.0,287.7,100.0,9.0,0.00508907329379829,0.010876663177720887,0.011414798772857018
1.0,288.6,100.0,10.0,0.005104993231109442,0.01678669401298374,0.017609364695842695
1.2080000000000002,285.0,100.0,4.0,0.006089764688066155,0.05289142912681719,0.05541177584630991
1.2080000000000002,285.5,100.0,5.0,0.006100448485764518,0.07656026922292475,0.08018669549500643
1.2080000000000002,286.0,100.0,6.0,0.00611113228346288,0.09023173338291403,0.09462007386581625
1.2080000000000002,286.5,100.0,7.0,0.0061218160811612405,0.01676377848526919,0.017610075282419625
1.2080000000000002,287.0,100.0,8.0,0.006132499878859603,0.024879668271089717,0.026105445948444963
1.2080000000000002,287.7,100.0,9.0,0.006147457195637309,0.023378711996203463,0.024535401036585185
1.2080000000000002,288.6,100.0,10.0,0.00616668803149436,0.055577640816735156,0.05830135137505171
1.2180000000000002,284.0,100.0,1.0,0.006118624631585062,0.056953929133899975,0.059755399097906545
1.2180000000000002,284.2,100.0,2.0,0.006122933522170685,0.03328219820830257,0.03493805074062098
1.2180000000000002,284.6,100.0,3.0,0.006131551303341933,0.019571044080419472,0.02052454858586522
1.238,250.0,100.0,0.0,0.005474541504167618,0.2622959730600029,0.2736272042961843
1.4160000000000001,285.0,100.0,4.0,0.007138135637541365,0.15877985909527553,0.1663459298859283
1.4160000000000001,285.5,100.0,5.0,0.007150658682519508,0.1965367255185379,0.2058460703273192
1.4160000000000001,286.0,100.0,6.0,0.007163181727497651,0.22662114257880028,0.23764266125050543
1.4160000000000001,286.5,100.0,7.0,0.007175704772475793,0.03985263575326448,0.04186454243800311
1.4160000000000001,287.0,100.0,8.0,0.007188227817453936,0.07067639098145358,0.07415849297080228
1.4160000000000001,287.7,100.0,9.0,0.007205760080423336,0.07342567793679414,0.07705849898210579
1.4160000000000001,288.6,100.0,10.0,0.0072283015613839935,0.12935074345274264,0.13568987516993933
1.4340000000000002,284.0,100.0,1.0,0.0072034914152874,0.1541223050532653,0.1617033273805411
1.4340000000000002,284.2,100.0,2.0,0.007208564296565772,0.07396784638149903,0.07764788713404737
1.4340000000000002,284.6,100.0,3.0,0.007218710059122516,0.07673664651033889,0.08047526862368899
1.4760000000000002,250.0,100.0,0.0,0.006526783737977463,0.7271311338747047,0.7585433241605092
1.624,285.0,100.0,4.0,0.008186412513858387,0.2457307343141169,0.2574401295853653
1.624,285.5,100.0,5.0,0.008200774641075683,0.3475888763755997,0.36405310052169754
1.624,286.0,100.0,6.0,0.00821513676829298,0.3713842078332368,0.38944615004406624
1.624,286.5,100.0,7.0,0.008229498895510274,0.0643487843885656,0.06759734617172332
1.624,287.0,100.0,8.0,0.00824386102272757,0.12689164144478074,0.1331433703597807
1.624,287.7,100.0,9.0,0.008263968000831783,0.13332039320911893,0.139916575142042
1.624,288.6,100.0,10.0,0.008289819829822916,0.2706396492715867,0.2839029699053432
1.6520000000000001,284.0,100.0,1.0,0.008298299409697498,0.1979126663617923,0.20764766443375146
1.6520000000000001,284.2,100.0,2.0,0.008304143282521229,0.12113120469403578,0.1271577120412988
1.6520000000000001,284.6,100.0,3.0,0.00831583102816869,0.13300572325628546,0.1394857840978949
1.7140000000000002,250.0,100.0,0.0,0.00757891335393324,1.0181671456847343,1.0621521418333304
1.834,285.0,100.0,4.0,0.009244659481187955,0.3013368646792652,0.3156959657830683
1.834,285.5,100.0,5.0,0.009260878182032143,0.39934512144294976,0.41826088094493863
1.834,286.0,100.0,6.0,0.009277096882876333,0.3954725864371204,0.4147060456191058
1.834,286.5,100.0,7.0,0.009293315583720523,0.06180814848212653,0.06492844968058169
1.834,287.0,100.0,8.0,0.009309534284564712,0.15046999373341688,0.15788338676665636
1.834,287.7,100.0,9.0,0.009332240465746577,0.15044658961659418,0.15789011008943207
1.834,288.6,100.0,10.0,0.00936143412726612,0.32902943844351357,0.3451542854560142
1.87,284.0,100.0,1.0,0.009392987272773812,0.22115805630822385,0.23203645682364651
1.87,284.2,100.0,2.0,0.00939960205254337,0.14667915523978,0.1539767216181188
1.87,284.6,100.0,3.0,0.00941283161208249,0.1674233814642385,0.17558027630782172
1.9520000000000002,250.0,100.0,0.0,0.008630912197828482,1.1306164411126598,1.1794592662014967
2.042,285.0,100.0,4.0,0.010292705529775027,0.22060466618600816,0.2311167709996931
2.042,285.5,100.0,5.0,0.01031076290789744,0.35748521313481546,0.37441819654711295
2.042,286.0,100.0,6.0,0.010328820286019853,0.3756505544790878,0.39391998668260786
2.042,286.5,100.0,7.0,0.010346877664142265,0.06581351621984306,0.06913602301835538
2.042,287.0,100.0,8.0,0.010364935042264677,0.1344008746550046,0.14102257033736063
2.042,287.7,100.0,9.0,0.010390215371636055,0.14762826038628263,0.15493234073370135
2.042,288.6,100.0,10.0,0.010422718652256397,0.33658237329787916,0.35307736931467
2.086,284.0,100.0,1.0,0.01047749806255504,0.1963730905406555,0.20603235941384268
2.086,284.2,100.0,2.0,0.010484876582317402,0.14630392203048895,0.15358281984445207
2.086,284.6,100.0,3.0,0.010499633621842128,0.19237729967207992,0.2017499535391435
2.19,250.0,100.0,0.0,0.009682762117713153,1.0811853306008659,1.127892723197408
2.25,285.0,100.0,4.0,0.011340615931273754,0.21466248680877237,0.22489143889719923
2.25,285.5,100.0,5.0,0.011360511748697042,0.3145079764828987,0.3294052593722242
2.25,286.0,100.0,6.0,0.01138040756612033,0.3011842511651206,0.3158320806220992
2.25,286.5,100.0,7.0,0.011400303383543618,0.04682502437997898,0.04918892272151871
2.25,287.0,100.0,8.0,0.011420199200966905,0.14390474793669417,0.15099468280898523
2.25,287.7,100.0,9.0,0.011448053345359506,0.09127658757492092,0.09579260319239799
2.25,288.6,100.0,10.0,0.011483865816721424,0.2771528434505653,0.2907353581971512
2.304,284.0,100.0,1.0,0.011571899587683038,0.19503325749665015,0.2046266221892717
2.304,284.2,100.0,2.0,0.011580048812744785,0.17885787157602268,0.18775639016907517
2.304,284.6,100.0,3.0,0.011596347262868286,0.2273232012290958,0.23839842520149246
2.428,250.0,100.0,0.0,0.010734444964206866,1.0301862395069432,1.0746904625798417
2.4579999999999997,285.0,100.0,4.0,0.0123883768753216,0.17594280359094647,0.18432671144084722
2.4579999999999997,285.5,100.0,5.0,0.012410110869839707,0.2581194743236173,0.27034580597740926
2.4579999999999997,286.0,100.0,6.0,0.012431844864357815,0.2448067044565767,0.2567126618329436
2.4579999999999997,286.5,100.0,7.0,0.012453578858875923,0.05192397018177145,0.05454528194026205
2.4579999999999997,287.0,100.0,8.0,0.012475312853394031,0.12012106505246595,0.12603921952772257
2.4579999999999997,287.7,100.0,9.0,0.012505740445719383,0.09269171690802444,0.09727774769958764
2.4579999999999997,288.6,100.0,10.0,0.012544861635851978,0.2824161939161253,0.29625665129979506
2.522,284.0,100.0,1.0,0.01266613359080885,0.18059341114726826,0.18947650358215745
2.522,284.2,100.0,2.0,0.012675053403196742,0.17156797902973003,0.18010381163198472
2.522,284.6,100.0,3.0,0.012692893027972533,0.20071015250236687,0.21048878433791524
2.666,250.0,100.0,0.0,0.011785942590812039,0.9754867142391974,1.0176279083944677
2.666,285.0,100.0,4.0,0.013435974553525725,0.14715691601560618,0.15416913815922284
2.666,285.5,100.0,5.0,0.01345954643870735,0.22519486738376682,0.235861660900918
2.666,286.0,100.0,6.0,0.013483118323888973,0.15613077009362453,0.1637240518952827
2.666,286.5,100.0,7.0,0.013506690209070598,0.056912453552849185,0.059785602181129674
2.666,287.0,100.0,8.0,0.013530262094252222,0.10093198757349901,0.10590472981228743
2.666,287.7,100.0,9.0,0.013563262733506495,0.08264564070452765,0.08673463016013909
2.666,288.6,100.0,10.0,0.01360569212683342,0.2636362146705344,0.27655631582813023
2.7399999999999998,284.0,100.0,1.0,0.01376018423112174,0.16865424060509093,0.17695006490628512
2.7399999999999998,284.2,100.0,2.0,0.013769874501707037,0.1885867799827072,0.19796933023499919
2.7399999999999998,284.6,100.0,3.0,0.013789255042877634,0.19744769181836613,0.20706737602964612
2.8739999999999997,285.0,100.0,4.0,0.014483395159644964,0.1403902718178402,0.14708005439445399
2.8739999999999997,285.5,100.0,5.0,0.014508804624837324,0.19254294176591083,0.2016631132283528
2.8739999999999997,286.0,100.0,6.0,0.014534214090029684,0.113919061572763,0.11945941429493125
2.8739999999999997,286.5,100.0,7.0,0.014559623555222043,0.0611829311242811,0.0642716690658051
2.8739999999999997,287.0,100.0,8.0,0.014585033020414404,0.0926040986120185,0.09716654034851535
2.8739999999999997,287.7,100.0,9.0,0.014620606271683706,0.06657818173277792,0.06987221491781193
2.8739999999999997,288.6,100.0,10.0,0.014666343309029954,0.19256212798462474,0.20199907948915313
2.904,250.0,100.0,0.0,0.012837236854227007,1.0238327821881585,1.0680625348100299
2.956,284.0,100.0,1.0,0.014844001289306144,0.16268789791155308,0.17069024764294857
2.956,284.2,100.0,2.0,0.014854454811340866,0.154067793367465,0.16173295851670047
2.956,284.6,100.0,3.0,0.014875361855410314,0.1625873508038041,0.17050863343353453
3.084,285.0,100.0,4.0,0.015540693435033393,0.11527928536327771,0.1207724961440673
3.084,285.5,100.0,5.0,0.01556795780948082,0.1554948611763871,0.16286017814127177
3.084,286.0,100.0,6.0,0.015595222183928246,0.08278003229915595,0.08680596589585139
3.084,286.5,100.0,7.0,0.015622486558375673,0.05509424194328454,0.05787560060529529
3.084,287.0,100.0,8.0,0.0156497509328231,0.0774896334715537,0.08130741198455113
3.084,287.7,100.0,9.0,0.015687921057049498,0.06895810419392989,0.07236988681820673
3.084,288.6,100.0,10.0,0.015736996931054868,0.17197741751491652,0.1804055677745142
3.142,250.0,100.0,0.0,0.013888309614659077,1.0884942107543607,1.135517348233032
3.174,284.0,100.0,1.0,0.015937639737181018,0.1493077259057843,0.1566519270149965
3.174,284.2,100.0,2.0,0.015948863427136778,0.1514559727396365,0.1589911948552573
3.174,284.6,100.0,3.0,0.015971310807048302,0.16265803125191816,0.17058275744477414
3.292,285.0,100.0,4.0,0.01658771645274177,0.10516953686275216,0.11018100472434207
