thick_resist_SOG,thick_resist_SOG_err,rough_resist_SOG,rough_resist_SOG_err,rough_substrate,rough_substrate_err,aoi_offset,aoi_offset_err,a,a_err,b,b_err,n_SOG250.0,n_SOG250.0_err,k_SOG250.0,k_SOG250.0_err,n_SOG284.0,n_SOG284.0_err,k_SOG284.0,k_SOG284.0_err,n_SOG284.2,n_SOG284.2_err,k_SOG284.2,k_SOG284.2_err,n_SOG284.4,n_SOG284.4_err,k_SOG284.4,k_SOG284.4_err,n_SOG284.6,n_SOG284.6_err,k_SOG284.6,k_SOG284.6_err,n_SOG284.8,n_SOG284.8_err,k_SOG284.8,k_SOG284.8_err,n_SOG285.0,n_SOG285.0_err,k_SOG285.0,k_SOG285.0_err,n_SOG286.0,n_SOG286.0_err,k_SOG286.0,k_SOG286.0_err,n_SOG286.5,n_SOG286.5_err,k_SOG286.5,k_SOG286.5_err,n_SOG287.0,n_SOG287.0_err,k_SOG287.0,k_SOG287.0_err,n_SOG287.7,n_SOG287.7_err,k_SOG287.7,k_SOG287.7_err,n_SOG288.0,n_SOG288.0_err,k_SOG288.0,k_SOG288.0_err,n_SOG288.4,n_SOG288.4_err,k_SOG288.4,k_SOG288.4_err,n_SOG288.6,n_SOG288.6_err,k_SOG288.6,k_SOG288.6_err,name,thick_resist_SOC,thick_resist_SOC_err,rough_resist_SOC,rough_resist_SOC_err,n_SOC250.0,n_SOC250.0_err,k_SOC250.0,k_SOC250.0_err,n_SOC284.0,n_SOC284.0_err,k_SOC284.0,k_SOC284.0_err,n_SOC284.4,n_SOC284.4_err,k_SOC284.4,k_SOC284.4_err,n_SOC284.8,n_SOC284.8_err,k_SOC284.8,k_SOC284.8_err,n_SOC285.0,n_SOC285.0_err,k_SOC285.0,k_SOC285.0_err,n_SOC287.7,n_SOC287.7_err,k_SOC287.7,k_SOC287.7_err,n_SOC288.6,n_SOC288.6_err,k_SOC288.6,k_SOC288.6_err,n_SOC284.2,n_SOC284.2_err,k_SOC284.2,k_SOC284.2_err,n_SOC284.6,n_SOC284.6_err,k_SOC284.6,k_SOC284.6_err,n_SOG285.5,n_SOG285.5_err,k_SOG285.5,k_SOG285.5_err,n_SOC285.5,n_SOC285.5_err,k_SOC285.5,k_SOC285.5_err,n_SOC286.0,n_SOC286.0_err,k_SOC286.0,k_SOC286.0_err,n_SOC286.5,n_SOC286.5_err,k_SOC286.5,k_SOC286.5_err,n_SOC287.0,n_SOC287.0_err,k_SOC287.0,k_SOC287.0_err
36.06871838989028,0.0301627610648438,0.1815135898329034,0.0952718301288283,0.018091780832727,0.0340737573294522,0.0263166734164202,0.0125286500511348,0.0134804396913805,0.0006072186741801,9.997886394998165e-06,1.8561583280232592e-08,0.0033652666380848,2.0812859888532168e-05,0.000917489777817,1.6683108477691378e-05,0.00143434622746,1.6586741966115033e-05,0.0006604157787571,9.396269917808973e-06,0.0010468823470025,1.511699154930731e-05,0.0007509826912928,7.78639189221201e-06,0.0009426392283786,1.5874030364452845e-05,0.0008889915612408,8.30587741760245e-06,0.0008088439475203,1.4245500812619589e-05,0.001192999733653,9.555030550474652e-06,0.0006169031942859,1.2646057461903509e-05,0.0013688716948202,6.480794969472635e-06,0.0007603500784149,7.035515280683085e-05,0.0035287233503708,4.510480267325254e-05,0.0020899281997281,1.8763058233250886e-05,0.0009387370774853,1.5076758194784775e-05,0.0019416652482163,1.6120036014521445e-05,0.0007453040460851,9.59704599926242e-06,0.0016216232489746,1.5102306085238988e-05,0.0008826052763554,9.67042926167431e-06,0.0015366482714266,1.9538156231218217e-05,0.0015304357829147,1.889263148406497e-05,0.0014252714166573,1.924337757301968e-05,0.001611107605891,1.7756622134027845e-05,0.0013642679840465,2.002793331888956e-05,0.0016712578389554,1.907965722532448e-05,0.0017140432215275,2.250469534808273e-05,0.0017208814229928,2.3886342158488914e-05,SOG4fixto_results_MCMC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.2800247036558401,0.0111667560377647,0.2,0.0,0.0499999462491897,5.976817403382378e-06,9.998062686611905e-06,7.906177407935539e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOC3fixto_results_MCMC.csv,97.96459766353304,0.0100044979393842,0.0051971174818639,0.0097442810247698,0.0021982649923113,1.693037092356407e-06,0.0002279398997283,1.2626353386789813e-06,-0.0003622167383408,4.982959188812173e-06,0.0001718178468886,8.14693886432385e-07,-0.0007274207309281,2.740795490496111e-06,0.000253708172728,1.012729686403202e-06,-0.0015598193096741,3.280355868973432e-06,0.0006332245443128,1.7515197481487931e-06,-0.0018657357934202,1.346245940769884e-05,0.002187526623222,1.1727694802189744e-05,-0.0004113253137802,2.961746586121973e-06,0.0010956136604813,3.0010289610349398e-06,-0.0010578691805568,1.4425972540473052e-05,0.0021332267983459,8.08194096587082e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.4762736155425643,0.0081820330200809,0.1843487794527696,0.0034852490467961,0.049999011181972,4.673567287120234e-06,9.99979867382248e-06,5.389399866471679e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOC1fixto_results_MCMC.csv,100.28214383080984,0.0212854136839339,0.0011563087975036,0.0110891445617705,0.0021994258228828,4.78403300848947e-06,0.0002175900015925,9.128543798911296e-07,-0.0003538434552947,6.112147377658673e-06,0.0001616988086985,8.098291730365454e-07,-0.0007450239154551,4.300893641975411e-06,0.0002320823245567,9.805547181463163e-07,-0.0016963831464576,4.068141062257553e-06,0.0004690536747444,1.279156670968434e-06,-0.0019454572364831,1.2333848868078264e-05,0.0020403460356032,1.1811740057225595e-05,-0.0004546822652702,4.288794599083739e-06,0.0010363735894066,3.824325935481874e-06,-0.0011168783581778,2.103536159749368e-05,0.0025078531189316,9.97883695169296e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.25698415604788,0.0135355828732599,0.0071729423431576,0.0177131574519805,0.0008589004326983,0.0142060993167388,-0.0387153282228688,0.0090674573835003,0.0499834908469436,4.595985892768065e-05,9.972626004665108e-06,8.240622711686437e-08,0.0034478976904775,1.3503322252142937e-05,0.0010089426983061,1.1669371061261212e-05,0.0016286384817446,1.0645891155236726e-05,0.0007309740204346,5.941642554675513e-06,0.0014981040556424,1.0783622633724957e-05,0.0007535964762037,5.815545337606667e-06,0.0013340026236532,1.029172191352012e-05,0.0009055371365315,5.315975628454692e-06,,,,,,,,,0.0018031445050537,2.260219530425664e-05,0.0027137065369832,2.0339396525507168e-05,0.0022948415766879,1.1559893242845535e-05,0.0008667066757938,6.274624889359944e-06,0.0018861877413722,1.0883686761888405e-05,0.0008366431668493,6.153091665898403e-06,0.0016364601164307,1.0413771269183307e-05,0.000983425492328,6.684665508933409e-06,0.0016600758851401,1.2070456778673572e-05,0.0015696019397515,9.24493772567136e-06,0.0018014024526229,1.27198181028421e-05,0.001519741419634,1.0027625103097991e-05,0.001770963420937,1.253500534354596e-05,0.001596908055755,9.891579556189216e-06,0.001847976820186,1.3674365401735214e-05,0.0017342462225688,1.1947550025292564e-05,SOG1fixto_results_MCMC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.41775558759746,0.0568463157060712,0.0154784564423891,0.1475483626183528,0.0046502151427622,0.0084484299913716,-0.014433107455383,0.0098908842504026,0.0499992856274327,4.138095685501941e-06,9.997482057243155e-06,1.2348412944814998e-08,0.0038956503925299,0.0002883244445776,0.0009009895547398,0.0002118627334055,0.0009972776978005,2.867526585945373e-05,2.82751968444678e-05,2.7018847256022117e-05,0.0018603619876376,0.0002426171073057,0.0008668128188885,0.0002020807683569,,,,,0.0017708856400852,0.0004416962174114,0.0009929834041838,0.0001816953953665,,,,,0.0018672635255973,5.468592622013483e-05,0.0019233228423082,8.282255163675871e-05,0.00162867119406,9.790457676319482e-05,0.0002273888766154,9.969317749757248e-05,0.0021000443575266,0.0001941086373102,0.0005074389811055,0.0002026540117204,0.0013496671389269,4.371805483468301e-05,0.0010912729347171,0.0003401160904894,0.0013150730947661,0.0002843633136211,0.0015670229029419,0.0002342572415377,,,,,,,,,0.0001890841856604,0.0003243800688262,0.0031265332303386,0.0002412364752501,UL_SOC_SOG2_5435fixto_results_MCMC.csv,100.38664243857292,0.1633469346531484,0.6144846723854177,0.0590701246219709,-0.00261908067764,0.0022119191366187,1.440273962686901e-05,0.0011033322557347,0.0003129353954137,4.710697218951e-05,0.000516510974964,4.237457126083494e-06,,,,,,,,,-0.0021352450729932,0.0003576854533024,0.001766723004098,4.11537932742726e-05,0.0029331629188861,0.002084830383165,0.0061119854716442,0.0029024353833696,-0.0073849525965485,0.0029154364451101,0.0031180478009673,0.0009881165840402,-0.0004253589843053,9.86432799944376e-05,9.399362100993838e-05,5.0660127126174624e-05,-0.0010689922584902,0.000136746741509,0.0001952634729781,2.636867499336009e-05,0.0023682988338318,3.24276926291305e-05,0.0011907468507339,4.180672108139297e-05,-0.0004160815836979,0.0008255985889448,0.0042235236053877,0.0012040438017379,0.0012410169745576,0.0001149168711939,0.0002267222858115,5.075421919426901e-06,0.0017654346403024,0.0001426076118535,0.0010904182638355,0.000311041958435,0.0030118748135078,0.0017306005210117,0.0030052671767496,0.0007934054491638
,,,,0.4397721153890636,0.0100340157787106,0.0522817926509072,0.0035933143646767,0.0499993886915215,3.848244010243307e-06,9.999829582893098e-06,1.5562462911087166e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOC4fixto_results_MCMC.csv,96.85125166823394,0.0202341987378105,0.0105831108053931,0.0154271866198899,0.00236513230609,5.2010338386218255e-06,0.000203305489746,1.2673189928967538e-06,0.0003732723440859,6.609647930977023e-06,0.0001061604154197,7.82726908243776e-07,-0.0006822349629417,5.7809254553558924e-06,0.0001565023397788,9.68908632615256e-07,-0.0016803728176658,4.931653156260208e-06,0.0004279742681945,1.4044143933720089e-06,-0.0021423733204916,9.678319333514002e-06,0.001849110978426,1.053619189387016e-05,-0.0004694835934845,4.034811090308126e-06,0.0010259715777031,2.78937220484052e-06,-0.0011154588899579,1.9774553813862463e-05,0.0024947874550075,9.693013300914911e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.38149781103717,0.9689099793931925,0.6819754985630387,0.1576747752187264,0.6408204763694447,0.3147861868338743,0.0543623934196986,0.025542007711498,0.0499999368448687,4.004982973803903e-05,9.9998787796066e-06,2.0381826351372756e-08,0.0031330144254859,0.0001241387235655,0.0008319850747218,7.800244551819875e-05,0.0015227935372517,0.0003031042968159,0.0007191729769327,0.0001080271537254,0.0012251704577486,0.0003779725307295,0.0007729241435509,0.0003402577798182,,,,,0.00129239952726,0.0010361723443199,0.001432555350864,0.0004454107347863,,,,,0.0019766473424516,0.0002967241435962,0.0028948385905037,0.0004599552720999,0.0022384019659665,0.0001964986478658,0.000926159735932,0.0002183353959979,0.0015798525616394,6.615169276903558e-05,0.0007531819876549,0.0002124455947849,0.0015291354055593,0.0002941582280817,0.0010818636803453,0.0004392566571484,0.00148525881592,0.0003101912081615,0.001539885662498,0.0003818021823764,,,,,,,,,0.0016621734812273,0.0003101399104877,0.0017769851879148,0.0004010561561776,UL_SOC_SOG1_4253fixto_results_MCMC.csv,97.44195940442222,1.1485482588586038,0.8790300001021287,0.3861997788532944,0.002073746141566,9.418614008275118e-05,0.0003868252030927,0.000522934614665,-0.0003415834755135,7.726033281186435e-05,0.0001495792454247,5.5663239919692713e-05,,,,,,,,,-0.0028778676719031,0.0003918303282039,0.0014162250654958,0.0012143930788299,-0.0002213580151706,0.0003807014028827,0.0012072723259545,0.0013345097176398,-0.0004619942082071,0.000485949813578,0.0022798904668394,0.0032650233726194,-0.0004056868002592,0.0007583195284367,0.0002327720711497,0.0003373205586874,-0.0010629759517484,0.0008084436740004,0.0002697595459201,0.0009144293529406,0.0027112819909575,0.0002168505312135,0.0012063895823682,0.0004531010598883,0.0014730517902672,0.000722428064182,0.0028596998004697,0.0007811650102911,0.0010601943922996,0.0002487908782908,0.000714797993817,0.0009606057212234,-0.0001122445307415,0.0010032460765693,0.0008512452935874,7.066345140124413e-05,0.0001445752299644,0.0006996835735477,0.0011355828882871,0.0002078826548307
,,,,0.1799913013697248,0.0191766677556897,0.165779472241509,0.0032778260972032,0.0499994080691046,4.403665155174041e-06,9.9986686832153e-06,5.921125598102346e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOC2fixto_results_MCMC.csv,99.13767115304056,0.0194530777507679,0.001480729845259,0.0118438589219176,0.0022435318574328,4.816865951885654e-06,0.0002292206605863,1.1883114304310475e-06,-0.000324130437008,6.168856625622215e-06,0.0001383871768335,7.756426106278014e-07,7.560359137712659e-05,7.0245361554736754e-06,0.0001604841178704,9.970387017498849e-07,-0.0016492938655281,3.986376910401312e-06,0.0004739465026853,1.3729508813327383e-06,-0.0020425879678049,1.1955976908119628e-05,0.0020816218931035,1.2242034900109694e-05,-0.000458166402759,3.962746002663493e-06,0.0010167717736934,3.20287882158354e-06,-0.0010925326618094,1.4472621780387668e-05,0.0021248009295388,8.305065921528987e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.28682319559227,0.015562894807843,0.0106203228778724,0.0205230918201381,0.0191646239273435,0.0141123914359706,0.0659830228668462,0.0170485626971012,0.0499993965990192,8.925413637034252e-06,9.99911383060956e-06,2.690912535614143e-08,0.0032187744210809,1.6364152148044646e-05,0.0010891337363156,1.253664540899898e-05,0.0014070570528483,1.2245919175786727e-05,0.0007439973665849,6.687768331050379e-06,0.0012783938767396,1.5474447723415764e-05,0.0008011974446179,6.9113429622900935e-06,0.0008108213870746,1.7684009208676372e-05,0.0013408790653551,4.889022821993752e-06,,,,,,,,,0.0014637397592329,2.869540302805637e-05,0.0030596712631322,2.6234778294946266e-05,0.0021394262856754,1.332883926557127e-05,0.0009473757064497,7.848648537430543e-06,0.0017254482303625,1.621326525348731e-05,0.0008876780344586,9.962992193699512e-06,0.0014820126742356,1.8951395791708884e-05,0.0010191193497143,6.935342510643234e-06,0.001447179133015,1.4411229334652488e-05,0.0016526239537778,1.2458177521558133e-05,0.0016200334565655,1.681707375558218e-05,0.0016122912259939,1.1796648262199789e-05,0.0015489811967162,1.4932942495901796e-05,0.0016904088916374,1.417759376702262e-05,0.001633625772513,1.565287156562274e-05,0.00181581455119,1.2336152995442106e-05,SOG2fixto_results_MCMC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.64696928253081,0.0130246415340877,0.0132412288731765,0.0227134244182563,0.0019603087498547,0.0101017278329826,-0.013676509181183,0.0086045543138383,0.0499953402291372,2.647548702127897e-05,9.986137754310174e-06,2.280780522808507e-08,0.0035022187106997,1.317937123157531e-05,0.0010259702265781,1.094385566431308e-05,0.0017529003052604,1.043953863232006e-05,0.0007239785100604,5.6229630019186e-06,0.0016462737373442,1.0280228417246695e-05,0.0007675723588202,5.670569850642847e-06,0.0014779038184075,1.0110040251603072e-05,0.0008867975364071,5.125896998010404e-06,,,,,,,,,0.0018556618898684,1.7490016603555875e-05,0.0023072252811247,1.7355456370852064e-05,0.0021959582480385,1.1648495866880496e-05,0.0007944703848618,8.37402949420879e-06,0.0018344081615785,1.0364045247811477e-05,0.0008550909200167,5.987600836017382e-06,0.001632582604883,1.0076477632380509e-05,0.0009833829675361,6.386436049103227e-06,0.0016950961151122,1.2038998260489376e-05,0.0015716407887375,8.956201612537714e-06,0.0018436154130546,1.2168493477928775e-05,0.0015362119895643,9.86874661972818e-06,0.0018009312438136,1.2329127746972771e-05,0.0015878163288601,1.0077187518130952e-05,0.0018611823194993,1.2849684223315808e-05,0.001672684682106,1.0708952173640396e-05,SOG3fixto_results_MCMC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
