{1=sample1,2=KM3245432}
CCD
Scan Type: One Motor From File
Y:\Collins\2024Nov\XRR\znpc\.macro\2024 11 16\znpc.txt
X Motor: Beamline Energy
Delay After Move (s): 0.00000000
Stay at End: 0
Curvature: 0.0
Clip to ROI: No
ROI: 1309 526 2539 1627
Background ROI: None
Data File Path: C:\Beamline Controls\BCS Setup Data\241116\CCD Scan 85257
Time	Frame #	Beamline Energy	EPU Polarization	Coolstage Temp C	CCD Temperature	Beam Current	TEY signal	Izero	Photodiode	AI 0	AI 3 Izero	AI 5	AI 6 BeamStop	AI 7	Temperature Controller	PZT Shutter	Pause Trigger	LV Memory	Time Stamp Error	Time Stamp Transmit Time	Time Stamp Server Time	Camera Temp Setpoint	Total Flux	Counts	Background	Filename
01:14:25	1.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.42610168	0.00214723	-0.13205911	0.00003370	0.00068805	-0.01038999	-0.01033082	-0.90365223	0.00007838	0.00000000	7.69964660	0.00000000	1020808.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	87115819.00000000	0.00000000	znpc_85257-00001
01:14:28	2.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	499.91271973	0.01054033	-0.13522006	0.00017649	-0.00293200	-0.01865053	-0.01533014	-1.05468060	0.00015826	0.00000000	0.00000000	0.00000000	1017752.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47372618.00000000	0.00000000	znpc_85257-00002
01:14:31	3.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	499.83947754	0.01062383	-0.12091937	0.00011567	-0.01161103	-0.01577395	-0.02134629	-1.06618689	0.00014183	0.00000000	0.00000000	0.00000000	1019276.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47351942.00000000	0.00000000	znpc_85257-00003
01:14:34	4.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	499.73800659	0.01049019	-0.14376759	0.00002198	0.03033764	-0.01720402	-0.02045866	-0.89030492	0.00004320	0.00000000	0.00000000	0.00000000	1019260.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47375197.00000000	0.00000000	znpc_85257-00004
01:14:37	5.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	499.65255737	0.01042723	-0.13489130	0.00016499	0.06276896	-0.01661227	-0.01723690	-0.96591773	0.00005964	0.00000000	0.00000000	0.00000000	1019260.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47379384.00000000	0.00000000	znpc_85257-00005
01:14:40	6.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.15380859	0.01047589	-0.18436838	-0.00011610	0.02843088	-0.01756565	-0.01503426	-0.83606095	0.00012539	0.00000000	0.00000000	0.00000000	1019276.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47401791.00000000	0.00000000	znpc_85257-00006
01:14:44	7.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.06835937	0.01042115	-0.18371088	-0.00036430	-0.02880473	-0.01531370	-0.01792727	-0.98399906	0.00010895	0.00000000	0.00000000	0.00000000	1019276.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47374955.00000000	0.00000000	znpc_85257-00007
01:14:47	8.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	499.97375488	0.01042165	-0.13801444	0.00004992	0.05119691	-0.01807521	-0.02437080	-0.89523620	0.00012539	0.00000000	0.00000000	0.00000000	1019260.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47324056.00000000	0.00000000	znpc_85257-00008
01:14:50	9.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	499.88067627	0.01030905	-0.13489130	-0.00000925	0.06986999	-0.01677664	-0.01868340	-0.84263598	0.00004320	0.00000000	0.00000000	0.00000000	1019276.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47373193.00000000	0.00000000	znpc_85257-00009
01:14:53	10.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	499.78530884	0.01027026	-0.18403963	0.00019457	0.03378953	-0.01794371	-0.01776290	-1.12207462	-0.00003899	0.00000000	0.00000000	0.00000000	1019260.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47380366.00000000	0.00000000	znpc_85257-00010
01:14:56	11.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.91369629	0.01010769	-0.13439818	0.00007787	0.04675877	-0.01644789	-0.02257911	-0.76866693	-0.00003899	0.00000000	0.00000000	0.00000000	1019324.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47334816.00000000	0.00000000	znpc_85257-00011
01:14:59	12.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.82214355	0.01036888	-0.16595831	-0.00007500	0.06025401	-0.01702321	-0.01843684	-0.81633587	-0.00000611	0.00000000	0.00000000	0.00000000	1019344.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47340710.00000000	0.00000000	znpc_85257-00012
01:15:02	13.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.71380615	0.01020105	-0.08820861	0.00007129	0.04600264	-0.01625064	-0.01406445	-0.83934847	0.00001033	0.00000000	0.00000000	0.00000000	1019328.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47365113.00000000	0.00000000	znpc_85257-00013
01:15:06	14.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.63064575	0.01029557	-0.10020804	0.00033758	0.02709944	-0.01851903	-0.01976828	-0.79332328	0.00014183	0.00000000	0.00000000	0.00000000	1019328.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47367535.00000000	0.00000000	znpc_85257-00014
01:15:09	15.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.52230835	0.01038187	-0.09757803	-0.00001418	0.06922892	-0.01883134	-0.01307819	-1.03988679	0.00012539	0.00000000	0.00000000	0.00000000	1019380.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47313400.00000000	0.00000000	znpc_85257-00015
01:15:12	16.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.43533325	0.01055989	-0.13127504	0.00023402	0.03152114	-0.01636570	-0.01980116	-0.87057984	0.00004320	0.00000000	0.00000000	0.00000000	1019452.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47312808.00000000	0.00000000	znpc_85257-00016
01:15:15	17.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.34072876	0.01023442	-0.09774240	-0.00030184	0.03117595	-0.01636570	-0.01620133	-0.70949169	-0.00000611	0.00000000	0.00000000	0.00000000	1019452.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47329192.00000000	0.00000000	znpc_85257-00017
01:15:18	18.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.26596069	0.01092381	-0.13587756	-0.00008158	0.04246856	-0.01791084	-0.02218460	-0.80154206	-0.00000611	0.00000000	0.00000000	0.00000000	1019452.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47343496.00000000	0.00000000	znpc_85257-00018
01:15:21	19.00000000	284.19892192	100.00000000	0.00000000	-40.00000000	500.17517090	0.01031365	-0.05878537	0.00045264	0.07473551	-0.01745058	-0.02004772	-0.92153630	0.00017470	0.00000000	0.00000000	0.00000000	1019468.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47335143.00000000	0.00000000	znpc_85257-00019
01:15:24	20.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.08590698	0.01045469	-0.10990620	-0.00008486	0.05967869	-0.01521508	-0.01865053	-0.87551111	0.00019114	0.00000000	0.00000000	0.00000000	1019420.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47353460.00000000	0.00000000	znpc_85257-00020
01:15:27	21.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	499.98138428	0.01058158	-0.11664561	-0.00007829	0.01138512	-0.01539589	-0.01588902	-1.04974933	0.00007608	0.00000000	0.00000000	0.00000000	1019420.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47342521.00000000	0.00000000	znpc_85257-00021
01:15:30	22.00000000	284.20136240	100.00000000	0.00000000	-40.00000000	500.77102661	0.01057024	-0.20475097	0.00016334	-0.01831756	-0.01845328	-0.01314394	-1.16316854	0.00012539	0.00000000	0.00000000	0.00000000	1019436.00000000	-0.00518894	0.00010000	0.00993628	-40.00000000	0.00000000	47325705.00000000	0.00000000	znpc_85257-00022
